trial_id,model,host,n_objects,n_cued,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,completion_tokens,reasoning_tokens,cost,served_by_provider,error
6d56cd5f,google/gemma-4-31b-it,deepinfra-fp4,4,1,17,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
6ea03f6d,google/gemma-4-31b-it,deepinfra-fp4,4,1,121,False,False,True,True,false_alarm,2528,2,0,0.0002282,DeepInfra,
723485bc,google/gemma-4-31b-it,deepinfra-fp4,4,1,32,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
755a28ee,google/gemma-4-31b-it,deepinfra-fp4,4,1,68,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
7943ae3e,google/gemma-4-31b-it,deepinfra-fp4,4,1,27,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
79fb0f5d,google/gemma-4-31b-it,deepinfra-fp4,4,1,97,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
7b07058d,google/gemma-4-31b-it,deepinfra-fp4,4,1,38,True,True,False,False,miss,2528,2,0,0.0002218,DeepInfra,
7dc1d88b,google/gemma-4-31b-it,deepinfra-fp4,4,1,28,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
7ff35e0b,google/gemma-4-31b-it,deepinfra-fp4,4,1,551,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
8135ab67,google/gemma-4-31b-it,deepinfra-fp4,4,1,144,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
841bad3c,google/gemma-4-31b-it,deepinfra-fp4,4,1,85,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
84c8e7c8,google/gemma-4-31b-it,deepinfra-fp4,4,1,51,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
8560c359,google/gemma-4-31b-it,deepinfra-fp4,4,1,9,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
56746d39,google/gemma-4-31b-it,deepinfra-fp4,4,1,54,True,True,True,True,hit,2528,2,0,0.0002282,DeepInfra,
861e87e3,google/gemma-4-31b-it,deepinfra-fp4,4,1,7,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
882e504d,google/gemma-4-31b-it,deepinfra-fp4,4,1,58,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
889ebd5e,google/gemma-4-31b-it,deepinfra-fp4,4,1,0,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
88d80966,google/gemma-4-31b-it,deepinfra-fp4,4,1,29,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
9120175f,google/gemma-4-31b-it,deepinfra-fp4,4,1,41,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
90f97b88,google/gemma-4-31b-it,deepinfra-fp4,4,1,56,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
94702e14,google/gemma-4-31b-it,deepinfra-fp4,4,1,45,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
94ff415b,google/gemma-4-31b-it,deepinfra-fp4,4,1,178,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
88de2586,google/gemma-4-31b-it,deepinfra-fp4,4,1,39,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
966d600e,google/gemma-4-31b-it,deepinfra-fp4,4,1,4,True,True,True,True,hit,2528,2,0,0.0002282,DeepInfra,
69f79088,google/gemma-4-31b-it,deepinfra-fp4,4,1,1,False,False,False,False,correct_rejection,2528,2,0,0.0002282,DeepInfra,
a26a6c6e,google/gemma-4-31b-it,deepinfra-fp4,4,1,24,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
9847fa62,google/gemma-4-31b-it,deepinfra-fp4,4,1,305,False,False,True,True,false_alarm,2528,2,0,0.0002282,DeepInfra,
a619c816,google/gemma-4-31b-it,deepinfra-fp4,4,1,158,True,True,True,True,hit,2528,2,0,0.0002282,DeepInfra,
ab958321,google/gemma-4-31b-it,deepinfra-fp4,4,1,66,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
a8e69df5,google/gemma-4-31b-it,deepinfra-fp4,4,1,44,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
abb2d95f,google/gemma-4-31b-it,deepinfra-fp4,4,1,49,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
abf944de,google/gemma-4-31b-it,deepinfra-fp4,4,1,118,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
b054a260,google/gemma-4-31b-it,deepinfra-fp4,4,1,393,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
b1400c3f,google/gemma-4-31b-it,deepinfra-fp4,4,1,379,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
b6c73601,google/gemma-4-31b-it,deepinfra-fp4,4,1,737,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
ad82e51a,google/gemma-4-31b-it,deepinfra-fp4,4,1,92,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
be6a3dec,google/gemma-4-31b-it,deepinfra-fp4,4,1,239,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
bfce126e,google/gemma-4-31b-it,deepinfra-fp4,4,1,30,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
c116fe45,google/gemma-4-31b-it,deepinfra-fp4,4,1,311,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
c293f499,google/gemma-4-31b-it,deepinfra-fp4,4,1,194,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
c308510d,google/gemma-4-31b-it,deepinfra-fp4,4,1,5,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
c7ed5374,google/gemma-4-31b-it,deepinfra-fp4,4,1,48,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
c37e89a7,google/gemma-4-31b-it,deepinfra-fp4,4,1,173,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
d04ac453,google/gemma-4-31b-it,deepinfra-fp4,4,1,47,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
c913deb1,google/gemma-4-31b-it,deepinfra-fp4,4,1,469,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
cc547bbd,google/gemma-4-31b-it,deepinfra-fp4,4,1,35,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
d79276f5,google/gemma-4-31b-it,deepinfra-fp4,4,1,665,False,False,True,True,false_alarm,2528,2,0,0.0002282,DeepInfra,
d0671e9e,google/gemma-4-31b-it,deepinfra-fp4,4,1,22,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
da255d65,google/gemma-4-31b-it,deepinfra-fp4,4,1,363,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
d56a6bd0,google/gemma-4-31b-it,deepinfra-fp4,4,1,515,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
e0cb8d5a,google/gemma-4-31b-it,deepinfra-fp4,4,1,52,True,True,False,False,miss,2528,2,0,0.0002218,DeepInfra,
e0257bc1,google/gemma-4-31b-it,deepinfra-fp4,4,1,74,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
e1fe5853,google/gemma-4-31b-it,deepinfra-fp4,4,1,31,False,False,False,False,correct_rejection,2528,2,0,0.0002282,DeepInfra,
e3b1674b,google/gemma-4-31b-it,deepinfra-fp4,4,1,675,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
e667bb02,google/gemma-4-31b-it,deepinfra-fp4,4,1,136,True,True,False,False,miss,2528,2,0,0.0002218,DeepInfra,
e83b82b0,google/gemma-4-31b-it,deepinfra-fp4,4,1,64,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
e8afabbc,google/gemma-4-31b-it,deepinfra-fp4,4,1,21,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
e9158973,google/gemma-4-31b-it,deepinfra-fp4,4,1,11,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
ee6522f2,google/gemma-4-31b-it,deepinfra-fp4,4,1,53,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
f0e045d1,google/gemma-4-31b-it,deepinfra-fp4,4,1,25,False,False,False,False,correct_rejection,2528,2,0,0.0002282,DeepInfra,
fe168cf0,google/gemma-4-31b-it,deepinfra-fp4,4,1,110,True,True,False,False,miss,2528,2,0,0.0002218,DeepInfra,
f76dce5b,google/gemma-4-31b-it,deepinfra-fp4,4,1,125,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
f89fc8a4,google/gemma-4-31b-it,deepinfra-fp4,4,1,23,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
cd5c8d5a,google/gemma-4-31b-it,deepinfra-fp4,4,1,8,True,True,True,True,hit,2528,2,0,0.0002282,DeepInfra,
