trial_id,model,n_objects,redirect_condition,speed_condition,variant,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,output_tokens,generation_time_s,error
94702e14,google/gemma-4-31b-it-local,4,fast,fast,native,45,False,False,True,True,false_alarm,2528,2,1.7188572883605957,
94ff415b,google/gemma-4-31b-it-local,4,fast,fast,native,178,True,True,True,True,hit,2528,2,1.7205853462219238,
966d600e,google/gemma-4-31b-it-local,4,fast,fast,native,4,True,True,False,False,miss,2528,2,1.7267956733703613,
9847fa62,google/gemma-4-31b-it-local,4,fast,fast,native,305,False,False,True,True,false_alarm,2528,2,1.7159059047698975,
a26a6c6e,google/gemma-4-31b-it-local,4,fast,fast,native,24,True,True,False,False,miss,2528,2,1.7190425395965576,
a619c816,google/gemma-4-31b-it-local,4,fast,fast,native,158,True,True,True,True,hit,2528,2,1.7265596389770508,
a8e69df5,google/gemma-4-31b-it-local,4,fast,fast,native,44,True,True,True,True,hit,2528,2,1.7222504615783691,
ab958321,google/gemma-4-31b-it-local,4,fast,fast,native,66,True,True,True,True,hit,2528,2,1.729586124420166,
abb2d95f,google/gemma-4-31b-it-local,4,fast,fast,native,49,False,False,False,False,correct_rejection,2528,2,1.7255139350891113,
abf944de,google/gemma-4-31b-it-local,4,fast,fast,native,118,True,True,True,True,hit,2528,2,1.726149559020996,
ad82e51a,google/gemma-4-31b-it-local,4,fast,fast,native,92,True,True,False,False,miss,2528,2,1.726292610168457,
b054a260,google/gemma-4-31b-it-local,4,fast,fast,native,393,False,False,False,False,correct_rejection,2528,2,1.7333860397338867,
b1400c3f,google/gemma-4-31b-it-local,4,fast,fast,native,379,False,False,False,False,correct_rejection,2528,2,1.7253282070159912,
b6c73601,google/gemma-4-31b-it-local,4,fast,fast,native,737,False,False,False,False,correct_rejection,2528,2,1.7215487957000732,
be6a3dec,google/gemma-4-31b-it-local,4,fast,fast,native,239,False,False,False,False,correct_rejection,2528,2,1.7240545749664307,
bfce126e,google/gemma-4-31b-it-local,4,fast,fast,native,30,True,True,False,False,miss,2528,2,1.7216241359710693,
c116fe45,google/gemma-4-31b-it-local,4,fast,fast,native,311,False,False,False,False,correct_rejection,2528,2,1.7218976020812988,
c293f499,google/gemma-4-31b-it-local,4,fast,fast,native,194,True,True,True,True,hit,2528,2,1.723945140838623,
c308510d,google/gemma-4-31b-it-local,4,fast,fast,native,5,False,False,False,False,correct_rejection,2528,2,1.7255516052246094,
c37e89a7,google/gemma-4-31b-it-local,4,fast,fast,native,173,False,False,True,True,false_alarm,2528,2,1.7320091724395752,
c7ed5374,google/gemma-4-31b-it-local,4,fast,fast,native,48,True,True,False,False,miss,2528,2,1.7310752868652344,
c913deb1,google/gemma-4-31b-it-local,4,fast,fast,native,469,False,False,False,False,correct_rejection,2528,2,1.7223451137542725,
cc547bbd,google/gemma-4-31b-it-local,4,fast,fast,native,35,False,False,False,False,correct_rejection,2528,2,1.7303833961486816,
cd5c8d5a,google/gemma-4-31b-it-local,4,fast,fast,native,8,True,True,False,False,miss,2528,2,1.722491979598999,
d04ac453,google/gemma-4-31b-it-local,4,fast,fast,native,47,False,False,False,False,correct_rejection,2528,2,1.7264227867126465,
d0671e9e,google/gemma-4-31b-it-local,4,fast,fast,native,22,True,True,True,True,hit,2528,2,1.7253046035766602,
d56a6bd0,google/gemma-4-31b-it-local,4,fast,fast,native,515,False,False,True,True,false_alarm,2528,2,1.7383532524108887,
d79276f5,google/gemma-4-31b-it-local,4,fast,fast,native,665,False,False,True,True,false_alarm,2528,2,1.7318310737609863,
da255d65,google/gemma-4-31b-it-local,4,fast,fast,native,363,False,False,True,True,false_alarm,2528,2,1.7287366390228271,
e0257bc1,google/gemma-4-31b-it-local,4,fast,fast,native,74,True,True,False,False,miss,2528,2,1.725290060043335,
e0cb8d5a,google/gemma-4-31b-it-local,4,fast,fast,native,52,True,True,True,True,hit,2528,2,1.7270808219909668,
e1fe5853,google/gemma-4-31b-it-local,4,fast,fast,native,31,False,False,False,False,correct_rejection,2528,2,1.7313416004180908,
e3b1674b,google/gemma-4-31b-it-local,4,fast,fast,native,675,False,False,True,True,false_alarm,2528,2,1.7287094593048096,
e667bb02,google/gemma-4-31b-it-local,4,fast,fast,native,136,True,True,False,False,miss,2528,2,1.7299308776855469,
e83b82b0,google/gemma-4-31b-it-local,4,fast,fast,native,64,True,True,True,True,hit,2528,2,1.7360002994537354,
e8afabbc,google/gemma-4-31b-it-local,4,fast,fast,native,21,False,False,True,True,false_alarm,2528,2,1.7335596084594727,
e9158973,google/gemma-4-31b-it-local,4,fast,fast,native,11,False,False,False,False,correct_rejection,2528,2,1.7232975959777832,
ee6522f2,google/gemma-4-31b-it-local,4,fast,fast,native,53,False,False,False,False,correct_rejection,2528,2,1.7217366695404053,
f0e045d1,google/gemma-4-31b-it-local,4,fast,fast,native,25,False,False,True,True,false_alarm,2528,2,1.745743751525879,
f76dce5b,google/gemma-4-31b-it-local,4,fast,fast,native,125,False,False,True,True,false_alarm,2528,2,1.7319307327270508,
f89fc8a4,google/gemma-4-31b-it-local,4,fast,fast,native,23,False,False,True,True,false_alarm,2528,2,1.7266972064971924,
fe168cf0,google/gemma-4-31b-it-local,4,fast,fast,native,110,True,True,True,True,hit,2528,2,1.7240684032440186,
