trial_id,model_tag,n_objects,rotation_deg,clockwise,probe_on_target,seed,probe_is_target,response,predicted,outcome,prompt_tokens,output_tokens,generation_time_s,error
15678c98,qwen3.8-27b-nothink,3,40.0,False,False,105406,False,False,False,correct_rejection,7808,2,1.3660027384757996,
16c9af54,qwen3.8-27b-nothink,3,40.0,True,False,5405,False,False,False,correct_rejection,7808,2,1.3660027384757996,
16db04a1,qwen3.8-27b-nothink,3,20.0,True,True,208,True,False,False,miss,7808,2,1.3660027384757996,
174e3593,qwen3.8-27b-nothink,3,80.0,False,True,100801,True,False,False,miss,7808,2,1.3660027384757996,
175775d0,qwen3.8-27b-nothink,3,40.0,False,True,100403,True,False,False,miss,7808,2,1.3660027384757996,
186b81b4,qwen3.8-27b-nothink,3,100.0,True,True,1009,True,False,False,miss,7808,2,1.356232476234436,
1a44298b,qwen3.8-27b-nothink,3,80.0,True,True,809,True,False,False,miss,7808,2,1.356232476234436,
1bc1e2e1,qwen3.8-27b-nothink,3,60.0,True,False,5603,False,False,False,correct_rejection,7808,2,1.356232476234436,
1cd55999,qwen3.8-27b-nothink,3,80.0,False,False,105808,False,False,False,correct_rejection,7808,2,1.356232476234436,
1fc1243a,qwen3.8-27b-nothink,3,100.0,False,False,106001,False,False,False,correct_rejection,7808,2,1.356232476234436,
1fc69a6f,qwen3.8-27b-nothink,3,40.0,True,True,402,True,False,False,miss,7808,2,1.356232476234436,
22da75c1,qwen3.8-27b-nothink,3,20.0,False,True,100200,True,False,False,miss,7808,2,1.356232476234436,
2660bcc8,qwen3.8-27b-nothink,3,60.0,False,True,100605,True,False,False,miss,7808,2,1.356232476234436,
2732c3b0,qwen3.8-27b-nothink,3,100.0,True,False,6003,False,False,False,correct_rejection,7808,2,1.356232476234436,
27d39aaf,qwen3.8-27b-nothink,3,40.0,True,True,406,True,False,False,miss,7808,2,1.356232476234436,
27f33f18,qwen3.8-27b-nothink,3,100.0,True,False,6002,False,False,False,correct_rejection,7808,2,1.356232476234436,
2847f752,qwen3.8-27b-nothink,3,20.0,True,True,206,True,False,False,miss,7808,2,1.356232476234436,
2aab592f,qwen3.8-27b-nothink,3,20.0,False,False,105200,False,False,False,correct_rejection,7808,2,1.356232476234436,
2b3474dd,qwen3.8-27b-nothink,3,100.0,True,True,1000,True,False,False,miss,7808,2,1.356232476234436,
2c191491,qwen3.8-27b-nothink,3,20.0,True,True,203,True,False,False,miss,7808,2,1.356232476234436,
2c6a8fec,qwen3.8-27b-nothink,3,60.0,True,False,5609,False,False,False,correct_rejection,7808,2,1.356232476234436,
2d509e77,qwen3.8-27b-nothink,3,20.0,False,True,100206,True,False,False,miss,7808,2,1.356232476234436,
30e7d8ed,qwen3.8-27b-nothink,3,80.0,False,False,105807,False,False,False,correct_rejection,7808,2,1.356232476234436,
31c422fc,qwen3.8-27b-nothink,3,20.0,True,False,5202,False,False,False,correct_rejection,7808,2,1.356232476234436,
33a4c3bb,qwen3.8-27b-nothink,3,100.0,True,True,1004,True,False,False,miss,7808,2,1.356232476234436,
35381509,qwen3.8-27b-nothink,3,20.0,False,True,100202,True,False,False,miss,7808,2,1.3555875182151795,
364a536d,qwen3.8-27b-nothink,3,60.0,True,False,5608,False,False,False,correct_rejection,7808,2,1.3555875182151795,
36cb8d70,qwen3.8-27b-nothink,3,100.0,False,True,101006,True,False,False,miss,7808,2,1.3555875182151795,
37b0dfe8,qwen3.8-27b-nothink,3,40.0,False,False,105409,False,False,False,correct_rejection,7808,2,1.3555875182151795,
3833287e,qwen3.8-27b-nothink,3,40.0,True,True,404,True,False,False,miss,7808,2,1.3555875182151795,
3877eee1,qwen3.8-27b-nothink,3,100.0,False,True,101003,True,False,False,miss,7808,2,1.3555875182151795,
3ca7147d,qwen3.8-27b-nothink,3,40.0,False,True,100400,True,False,False,miss,7808,2,1.3555875182151795,
3cf43ce3,qwen3.8-27b-nothink,3,60.0,True,True,601,True,False,False,miss,7808,2,1.3555875182151795,
3e8893d0,qwen3.8-27b-nothink,3,20.0,True,True,200,True,False,False,miss,7808,2,1.3555875182151795,
3f015a93,qwen3.8-27b-nothink,3,100.0,True,False,6004,False,False,False,correct_rejection,7808,2,1.3555875182151795,
3fc9610a,qwen3.8-27b-nothink,3,60.0,True,True,606,True,False,False,miss,7808,2,1.3555875182151795,
40c2b767,qwen3.8-27b-nothink,3,80.0,False,True,100804,True,False,False,miss,7808,2,1.3555875182151795,
410006a9,qwen3.8-27b-nothink,3,40.0,True,False,5407,False,False,False,correct_rejection,7808,2,1.3555875182151795,
413b071d,qwen3.8-27b-nothink,3,60.0,True,False,5602,False,False,False,correct_rejection,7808,2,1.3555875182151795,
41c85136,qwen3.8-27b-nothink,3,20.0,False,True,100207,True,False,False,miss,7808,2,1.3555875182151795,
421b003c,qwen3.8-27b-nothink,3,60.0,True,True,609,True,False,False,miss,7808,2,1.3555875182151795,
45868697,qwen3.8-27b-nothink,3,60.0,True,True,600,True,False,False,miss,7808,2,1.3555875182151795,
46f32f12,qwen3.8-27b-nothink,3,20.0,True,True,207,True,False,False,miss,7808,2,1.3555875182151795,
471d64fd,qwen3.8-27b-nothink,3,60.0,True,False,5600,False,False,False,correct_rejection,7808,2,1.3555875182151795,
47e85dab,qwen3.8-27b-nothink,3,80.0,False,True,100809,True,False,False,miss,7808,2,1.3555875182151795,
483745bc,qwen3.8-27b-nothink,3,60.0,False,False,105609,False,False,False,correct_rejection,7808,2,1.3603808403015136,
4837b14f,qwen3.8-27b-nothink,3,80.0,False,True,100805,True,False,False,miss,7808,2,1.3603808403015136,
485e4315,qwen3.8-27b-nothink,3,80.0,False,False,105800,False,False,False,correct_rejection,7808,2,1.3603808403015136,
49bd6ae0,qwen3.8-27b-nothink,3,20.0,False,True,100208,True,False,False,miss,7808,2,1.3603808403015136,
49e2a41d,qwen3.8-27b-nothink,3,100.0,False,False,106009,False,False,False,correct_rejection,7808,2,1.3603808403015136,
4bece90d,qwen3.8-27b-nothink,3,100.0,False,True,101005,True,False,False,miss,7808,2,1.3603808403015136,
4d5858a2,qwen3.8-27b-nothink,3,40.0,True,True,408,True,False,False,miss,7808,2,1.3603808403015136,
4f1c0091,qwen3.8-27b-nothink,3,40.0,False,True,100407,True,False,False,miss,7808,2,1.3603808403015136,
4f42d853,qwen3.8-27b-nothink,3,40.0,False,False,105402,False,False,False,correct_rejection,7808,2,1.3603808403015136,
4fec99e0,qwen3.8-27b-nothink,3,40.0,True,False,5401,False,False,False,correct_rejection,7808,2,1.3603808403015136,
5028847d,qwen3.8-27b-nothink,3,20.0,True,False,5203,False,False,False,correct_rejection,7808,2,1.3603808403015136,
50d59f4c,qwen3.8-27b-nothink,3,20.0,False,True,100203,True,False,False,miss,7808,2,1.3603808403015136,
524ada9e,qwen3.8-27b-nothink,3,40.0,False,True,100401,True,False,False,miss,7808,2,1.3603808403015136,
524c8f92,qwen3.8-27b-nothink,3,20.0,True,False,5200,False,False,False,correct_rejection,7808,2,1.3603808403015136,
55dd34e5,qwen3.8-27b-nothink,3,80.0,False,True,100800,True,False,False,miss,7808,2,1.3603808403015136,
574550ca,qwen3.8-27b-nothink,3,60.0,False,False,105601,False,False,False,correct_rejection,7808,2,1.3603808403015136,
57763095,qwen3.8-27b-nothink,3,80.0,False,False,105804,False,False,False,correct_rejection,7808,2,1.3603808403015136,
57e022f0,qwen3.8-27b-nothink,3,40.0,True,False,5402,False,False,False,correct_rejection,7808,2,1.3603808403015136,
58fa11d0,qwen3.8-27b-nothink,3,60.0,True,False,5604,False,False,False,correct_rejection,7808,2,1.3603808403015136,
5b5ac355,qwen3.8-27b-nothink,3,20.0,True,False,5204,False,False,False,correct_rejection,7808,2,1.3603808403015136,
5ba5213b,qwen3.8-27b-nothink,3,20.0,True,False,5206,False,False,False,correct_rejection,7808,2,1.3623584032058715,
5cb26e93,qwen3.8-27b-nothink,3,60.0,False,True,100607,True,False,False,miss,7808,2,1.3623584032058715,
5d001294,qwen3.8-27b-nothink,3,20.0,True,False,5209,False,False,False,correct_rejection,7808,2,1.3623584032058715,
5db7a5ea,qwen3.8-27b-nothink,3,20.0,True,True,205,True,False,False,miss,7808,2,1.3623584032058715,
5e2624a6,qwen3.8-27b-nothink,3,40.0,False,False,105404,False,False,False,correct_rejection,7808,2,1.3623584032058715,
5f930b40,qwen3.8-27b-nothink,3,40.0,True,True,409,True,False,False,miss,7808,2,1.3623584032058715,
61293fdd,qwen3.8-27b-nothink,3,80.0,True,True,808,True,False,False,miss,7808,2,1.3623584032058715,
6186c28f,qwen3.8-27b-nothink,3,80.0,True,True,806,True,False,False,miss,7808,2,1.3623584032058715,
651b526e,qwen3.8-27b-nothink,3,20.0,False,False,105209,False,False,False,correct_rejection,7808,2,1.3623584032058715,
654aabfb,qwen3.8-27b-nothink,3,20.0,True,True,204,True,False,False,miss,7808,2,1.3623584032058715,
663b92c8,qwen3.8-27b-nothink,3,60.0,False,True,100608,True,False,False,miss,7808,2,1.3623584032058715,
681702e7,qwen3.8-27b-nothink,3,80.0,True,False,5809,False,False,False,correct_rejection,7808,2,1.3623584032058715,
6861912d,qwen3.8-27b-nothink,3,40.0,False,False,105403,False,False,False,correct_rejection,7808,2,1.3623584032058715,
68b5b29b,qwen3.8-27b-nothink,3,100.0,False,False,106005,False,False,False,correct_rejection,7808,2,1.3623584032058715,
68dcf9a1,qwen3.8-27b-nothink,3,100.0,False,True,101001,True,False,False,miss,7808,2,1.3623584032058715,
6cc51d9f,qwen3.8-27b-nothink,3,40.0,False,True,100402,True,False,False,miss,7808,2,1.3623584032058715,
6ddd7ed6,qwen3.8-27b-nothink,3,80.0,True,True,802,True,False,False,miss,7808,2,1.3623584032058715,
6e5b6095,qwen3.8-27b-nothink,3,60.0,True,False,5607,False,False,False,correct_rejection,7808,2,1.3623584032058715,
6e729aa9,qwen3.8-27b-nothink,3,40.0,True,False,5404,False,False,False,correct_rejection,7808,2,1.3623584032058715,
6f5a0dae,qwen3.8-27b-nothink,3,60.0,False,True,100601,True,False,False,miss,7808,2,1.3623584032058715,
6fb7444d,qwen3.8-27b-nothink,3,80.0,True,False,5800,False,False,False,correct_rejection,7808,2,1.3700740814208985,
72438206,qwen3.8-27b-nothink,3,100.0,False,True,101000,True,False,False,miss,7808,2,1.3700740814208985,
72fe4d93,qwen3.8-27b-nothink,3,60.0,False,False,105605,False,False,False,correct_rejection,7808,2,1.3700740814208985,
742dd9ba,qwen3.8-27b-nothink,3,80.0,False,True,100803,True,False,False,miss,7808,2,1.3700740814208985,
75861f93,qwen3.8-27b-nothink,3,80.0,False,False,105806,False,False,False,correct_rejection,7808,2,1.3700740814208985,
75f5818e,qwen3.8-27b-nothink,3,100.0,False,False,106002,False,False,False,correct_rejection,7808,2,1.3700740814208985,
7720723c,qwen3.8-27b-nothink,3,100.0,False,False,106008,False,False,False,correct_rejection,7808,2,1.3700740814208985,
7794192b,qwen3.8-27b-nothink,3,80.0,True,False,5807,False,False,False,correct_rejection,7808,2,1.3700740814208985,
77f16299,qwen3.8-27b-nothink,3,100.0,True,False,6001,False,False,False,correct_rejection,7808,2,1.3700740814208985,
7b691acc,qwen3.8-27b-nothink,3,80.0,True,True,803,True,False,False,miss,7808,2,1.3700740814208985,
7d56af49,qwen3.8-27b-nothink,3,60.0,False,False,105607,False,False,False,correct_rejection,7808,2,1.3700740814208985,
7e59ba91,qwen3.8-27b-nothink,3,80.0,False,True,100807,True,False,False,miss,7808,2,1.3700740814208985,
7ea37baa,qwen3.8-27b-nothink,3,80.0,True,True,800,True,False,False,miss,7808,2,1.3700740814208985,
7f438147,qwen3.8-27b-nothink,3,20.0,True,False,5207,False,False,False,correct_rejection,7808,2,1.3700740814208985,
831877a1,qwen3.8-27b-nothink,3,100.0,True,False,6009,False,False,False,correct_rejection,7808,2,1.3700740814208985,
84c8b1a3,qwen3.8-27b-nothink,3,80.0,True,True,801,True,False,False,miss,7808,2,1.3700740814208985,
85fd1bb7,qwen3.8-27b-nothink,3,80.0,True,False,5804,False,False,False,correct_rejection,7808,2,1.3700740814208985,
87ef8d10,qwen3.8-27b-nothink,3,100.0,False,False,106007,False,False,False,correct_rejection,7808,2,1.3700740814208985,
8899aa2e,qwen3.8-27b-nothink,3,60.0,True,True,608,True,False,False,miss,7808,2,1.3700740814208985,
89429d76,qwen3.8-27b-nothink,3,100.0,True,False,6007,False,False,False,correct_rejection,7808,2,1.3700740814208985,
8a839e44,qwen3.8-27b-nothink,3,80.0,True,False,5806,False,False,False,correct_rejection,7808,2,1.370845866203308,
8adf63a5,qwen3.8-27b-nothink,3,20.0,True,True,209,True,False,False,miss,7808,2,1.370845866203308,
8bf601b8,qwen3.8-27b-nothink,3,20.0,False,False,105204,False,False,False,correct_rejection,7808,2,1.370845866203308,
8dd4dc21,qwen3.8-27b-nothink,3,100.0,True,True,1007,True,False,False,miss,7808,2,1.370845866203308,
8e25b0a0,qwen3.8-27b-nothink,3,100.0,True,False,6000,False,False,False,correct_rejection,7808,2,1.370845866203308,
8e5b3ca8,qwen3.8-27b-nothink,3,20.0,True,False,5208,False,False,False,correct_rejection,7808,2,1.370845866203308,
8ea8c835,qwen3.8-27b-nothink,3,40.0,False,True,100408,True,False,False,miss,7808,2,1.370845866203308,
8f7e4315,qwen3.8-27b-nothink,3,40.0,False,False,105400,False,False,False,correct_rejection,7808,2,1.370845866203308,
8fbda404,qwen3.8-27b-nothink,3,80.0,False,True,100802,True,False,False,miss,7808,2,1.370845866203308,
9077af02,qwen3.8-27b-nothink,3,100.0,False,False,106004,False,False,False,correct_rejection,7808,2,1.370845866203308,
92a08867,qwen3.8-27b-nothink,3,40.0,True,False,5406,False,False,False,correct_rejection,7808,2,1.370845866203308,
93362802,qwen3.8-27b-nothink,3,100.0,True,True,1008,True,False,False,miss,7808,2,1.370845866203308,
95d3ea20,qwen3.8-27b-nothink,3,60.0,True,False,5605,False,False,False,correct_rejection,7808,2,1.370845866203308,
97580e3f,qwen3.8-27b-nothink,3,60.0,True,True,602,True,False,False,miss,7808,2,1.370845866203308,
9ac0c2a1,qwen3.8-27b-nothink,3,80.0,False,False,105801,False,False,False,correct_rejection,7808,2,1.370845866203308,
9ed5dd0c,qwen3.8-27b-nothink,3,40.0,True,True,401,True,False,False,miss,7808,2,1.370845866203308,
9f82c77b,qwen3.8-27b-nothink,3,100.0,False,False,106003,False,False,False,correct_rejection,7808,2,1.370845866203308,
9fdc2900,qwen3.8-27b-nothink,3,40.0,True,True,405,True,False,False,miss,7808,2,1.370845866203308,
a0ffb5ed,qwen3.8-27b-nothink,3,60.0,False,False,105608,False,False,False,correct_rejection,7808,2,1.370845866203308,
a163ec4f,qwen3.8-27b-nothink,3,80.0,True,False,5802,False,False,False,correct_rejection,7808,2,1.370845866203308,
a1b20e9e,qwen3.8-27b-nothink,3,80.0,True,True,804,True,False,False,miss,7808,2,1.3731064915657043,
a21b8e66,qwen3.8-27b-nothink,3,40.0,False,True,100404,True,False,False,miss,7808,2,1.3731064915657043,
a46fa2f5,qwen3.8-27b-nothink,3,40.0,True,False,5403,False,False,False,correct_rejection,7808,2,1.3731064915657043,
a6e5c465,qwen3.8-27b-nothink,3,60.0,False,True,100600,True,False,False,miss,7808,2,1.3731064915657043,
a90a01e4,qwen3.8-27b-nothink,3,40.0,True,True,400,True,False,False,miss,7808,2,1.3731064915657043,
ab374ce0,qwen3.8-27b-nothink,3,40.0,False,False,105401,False,False,False,correct_rejection,7808,2,1.3731064915657043,
ab6c2969,qwen3.8-27b-nothink,3,80.0,False,False,105805,False,False,False,correct_rejection,7808,2,1.3731064915657043,
ad6b59bf,qwen3.8-27b-nothink,3,40.0,True,False,5408,False,False,False,correct_rejection,7808,2,1.3731064915657043,
ad70732b,qwen3.8-27b-nothink,3,60.0,True,False,5601,False,False,False,correct_rejection,7808,2,1.3731064915657043,
aeccd8e1,qwen3.8-27b-nothink,3,20.0,False,False,105205,False,False,False,correct_rejection,7808,2,1.3731064915657043,
afa262ff,qwen3.8-27b-nothink,3,80.0,True,True,807,True,False,False,miss,7808,2,1.3731064915657043,
b11ebf70,qwen3.8-27b-nothink,3,100.0,True,True,1003,True,False,False,miss,7808,2,1.3731064915657043,
b1cd8aa0,qwen3.8-27b-nothink,3,20.0,False,True,100205,True,False,False,miss,7808,2,1.3731064915657043,
b215d32a,qwen3.8-27b-nothink,3,20.0,False,False,105208,False,False,False,correct_rejection,7808,2,1.3731064915657043,
b4b6fecd,qwen3.8-27b-nothink,3,20.0,False,False,105206,False,False,False,correct_rejection,7808,2,1.3731064915657043,
b7d41429,qwen3.8-27b-nothink,3,60.0,False,False,105604,False,False,False,correct_rejection,7808,2,1.3731064915657043,
b9e6fb7e,qwen3.8-27b-nothink,3,60.0,True,True,605,True,False,False,miss,7808,2,1.3731064915657043,
ba6ed4d8,qwen3.8-27b-nothink,3,80.0,True,False,5808,False,False,False,correct_rejection,7808,2,1.3731064915657043,
bdc56731,qwen3.8-27b-nothink,3,80.0,False,False,105802,False,False,False,correct_rejection,7808,2,1.3731064915657043,
c13755df,qwen3.8-27b-nothink,3,80.0,False,True,100806,True,False,False,miss,7808,2,1.3731064915657043,
c168a211,qwen3.8-27b-nothink,3,60.0,False,True,100609,True,False,False,miss,7808,2,1.373151135444641,
c1e5debd,qwen3.8-27b-nothink,3,40.0,False,True,100406,True,False,False,miss,7808,2,1.373151135444641,
c2467acd,qwen3.8-27b-nothink,3,60.0,True,True,603,True,False,False,miss,7808,2,1.373151135444641,
c2f4844f,qwen3.8-27b-nothink,3,100.0,True,True,1005,True,False,False,miss,7808,2,1.373151135444641,
c5633786,qwen3.8-27b-nothink,3,100.0,False,True,101009,True,False,False,miss,7808,2,1.373151135444641,
c869174e,qwen3.8-27b-nothink,3,20.0,True,True,202,True,False,False,miss,7808,2,1.373151135444641,
d0ae472c,qwen3.8-27b-nothink,3,100.0,False,True,101004,True,False,False,miss,7808,2,1.373151135444641,
d0fe2fcc,qwen3.8-27b-nothink,3,60.0,False,True,100602,True,False,False,miss,7808,2,1.373151135444641,
d19167fa,qwen3.8-27b-nothink,3,60.0,False,True,100603,True,False,False,miss,7808,2,1.373151135444641,
d1cd21a5,qwen3.8-27b-nothink,3,20.0,False,False,105207,False,False,False,correct_rejection,7808,2,1.373151135444641,
d1d56497,qwen3.8-27b-nothink,3,60.0,False,True,100604,True,False,False,miss,7808,2,1.373151135444641,
d28f0f90,qwen3.8-27b-nothink,3,20.0,True,False,5205,False,False,False,correct_rejection,7808,2,1.373151135444641,
d324bae3,qwen3.8-27b-nothink,3,100.0,False,True,101002,True,False,False,miss,7808,2,1.373151135444641,
d65675f9,qwen3.8-27b-nothink,3,60.0,True,True,607,True,False,False,miss,7808,2,1.373151135444641,
d6b1c54f,qwen3.8-27b-nothink,3,40.0,True,False,5400,False,False,False,correct_rejection,7808,2,1.373151135444641,
d719facb,qwen3.8-27b-nothink,3,60.0,False,False,105602,False,False,False,correct_rejection,7808,2,1.373151135444641,
dd4cb833,qwen3.8-27b-nothink,3,60.0,True,True,604,True,False,False,miss,7808,2,1.373151135444641,
ddbfe9f1,qwen3.8-27b-nothink,3,60.0,False,False,105606,False,False,False,correct_rejection,7808,2,1.373151135444641,
debf6ec0,qwen3.8-27b-nothink,3,80.0,True,False,5805,False,False,False,correct_rejection,7808,2,1.373151135444641,
dfbfec62,qwen3.8-27b-nothink,3,80.0,False,True,100808,True,False,False,miss,7808,2,1.373151135444641,
e1cfe872,qwen3.8-27b-nothink,3,20.0,False,True,100209,True,False,False,miss,7808,2,1.3668281435966492,
e3059135,qwen3.8-27b-nothink,3,40.0,False,False,105407,False,False,False,correct_rejection,7808,2,1.3668281435966492,
e457d193,qwen3.8-27b-nothink,3,40.0,True,True,403,True,False,False,miss,7808,2,1.3668281435966492,
e49a94be,qwen3.8-27b-nothink,3,40.0,False,False,105408,False,False,False,correct_rejection,7808,2,1.3668281435966492,
e5ce95b3,qwen3.8-27b-nothink,3,100.0,False,False,106000,False,False,False,correct_rejection,7808,2,1.3668281435966492,
e8777e17,qwen3.8-27b-nothink,3,20.0,True,False,5201,False,False,False,correct_rejection,7808,2,1.3668281435966492,
ea9e1f37,qwen3.8-27b-nothink,3,100.0,True,False,6005,False,False,False,correct_rejection,7808,2,1.3668281435966492,
eac3a86a,qwen3.8-27b-nothink,3,100.0,False,True,101007,True,False,False,miss,7808,2,1.3668281435966492,
eb5db8e6,qwen3.8-27b-nothink,3,20.0,False,False,105203,False,False,False,correct_rejection,7808,2,1.3668281435966492,
ec84a3fb,qwen3.8-27b-nothink,3,80.0,False,False,105809,False,False,False,correct_rejection,7808,2,1.3668281435966492,
ed41037c,qwen3.8-27b-nothink,3,20.0,False,False,105202,False,False,False,correct_rejection,7808,2,1.3668281435966492,
edb28496,qwen3.8-27b-nothink,3,40.0,False,True,100409,True,False,False,miss,7808,2,1.3668281435966492,
f0cde79d,qwen3.8-27b-nothink,3,100.0,False,False,106006,False,False,False,correct_rejection,7808,2,1.3668281435966492,
f8116360,qwen3.8-27b-nothink,3,100.0,True,True,1006,True,False,False,miss,7808,2,1.3668281435966492,
f916069e,qwen3.8-27b-nothink,3,100.0,True,False,6008,False,False,False,correct_rejection,7808,2,1.3668281435966492,
f9ca75f7,qwen3.8-27b-nothink,3,80.0,True,True,805,True,False,False,miss,7808,2,1.3668281435966492,
fa4fbf92,qwen3.8-27b-nothink,3,40.0,False,True,100405,True,False,False,miss,7808,2,1.3668281435966492,
fe42c7fd,qwen3.8-27b-nothink,3,60.0,False,False,105600,False,False,False,correct_rejection,7808,2,1.3668281435966492,
fe628486,qwen3.8-27b-nothink,3,100.0,False,True,101008,True,False,False,miss,7808,2,1.3668281435966492,
fefdf752,qwen3.8-27b-nothink,3,60.0,True,False,5606,False,False,False,correct_rejection,7808,2,1.3668281435966492,
