trial_id,model,redirect_condition,speed_condition,variant,n_objects,n_cued,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,completion_tokens,reasoning_tokens,cost,error
22dae9f5,google/gemma-4-31b-it,slow,slow,stretched,4,1,2,True,True,True,True,hit,2530,2,0,0.00025368,
78cf3fe7,google/gemma-4-31b-it,slow,slow,stretched,4,1,3,True,True,True,True,hit,2530,2,0,0.00025368,
1f8f3014,google/gemma-4-31b-it,slow,slow,stretched,4,1,4,True,True,True,True,hit,2530,2,0,0.00025368,
f88709b5,google/gemma-4-31b-it,slow,slow,stretched,4,1,5,True,True,True,True,hit,2530,2,0,0.00025368,
5c35958d,google/gemma-4-31b-it,slow,slow,stretched,4,1,8,True,True,True,True,hit,2530,2,0,0.00025368,
12bed332,google/gemma-4-31b-it,slow,slow,stretched,4,1,6,True,True,True,True,hit,2530,2,0,0.00025368,
66fd8a1f,google/gemma-4-31b-it,slow,slow,stretched,4,1,9,True,True,True,True,hit,2530,2,0,0.00025368,
73fdf2af,google/gemma-4-31b-it,slow,slow,stretched,4,1,11,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
137c9001,google/gemma-4-31b-it,slow,slow,stretched,4,1,13,False,False,True,True,false_alarm,2530,2,0,0.00025368,
18a1d0bf,google/gemma-4-31b-it,slow,slow,stretched,4,1,12,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
40aed960,google/gemma-4-31b-it,slow,slow,stretched,4,1,10,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
ca8b60c3,google/gemma-4-31b-it,slow,slow,stretched,4,1,15,False,False,True,True,false_alarm,2530,2,0,0.00025368,
4c40139c,google/gemma-4-31b-it,slow,slow,stretched,4,1,14,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
0e24eff3,google/gemma-4-31b-it,slow,slow,stretched,4,1,16,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
aa5b0ebe,google/gemma-4-31b-it,slow,slow,stretched,4,1,19,False,False,True,True,false_alarm,2530,2,0,0.00025368,
278a25a0,google/gemma-4-31b-it,slow,slow,stretched,4,1,7,True,True,True,True,hit,2530,2,0,0.00025368,
0b7475e5,google/gemma-4-31b-it,slow,slow,stretched,4,1,18,False,False,False,False,correct_rejection,2528,2,0,0.0002282,
4f0b6ee0,google/gemma-4-31b-it,slow,slow,stretched,4,1,17,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
d4d5cade,qwen/qwen3.6-plus,fast,fast,native,4,1,3,True,True, False,False,miss,1639,2,0,0.000536575,
22fb5475,qwen/qwen3.6-plus,fast,fast,native,4,1,4,True,True, False,False,miss,1639,2,0,0.000536575,
84f2869e,qwen/qwen3.6-plus,fast,fast,native,4,1,2,True,True, True,True,hit,1639,2,0,0.000536575,
816535bc,qwen/qwen3.6-plus,fast,fast,native,4,1,1,True,True, True,True,hit,1639,2,0,0.000536575,
8fe44b4c,qwen/qwen3.6-plus,fast,fast,native,4,1,0,True,True, True,True,hit,1639,2,0,0.000536575,
562bb539,qwen/qwen3.6-plus,fast,fast,native,4,1,5,True,True, True,True,hit,1639,2,0,0.000536575,
478e8ba5,qwen/qwen3.6-plus,fast,fast,native,4,1,6,True,True, True,True,hit,1639,2,0,0.000536575,
e73772ad,qwen/qwen3.6-plus,fast,fast,native,4,1,8,True,True, True,True,hit,1639,2,0,0.000536575,
b64223ff,qwen/qwen3.6-plus,fast,fast,native,4,1,7,True,True, True,True,hit,1639,2,0,0.000536575,
6ff67057,qwen/qwen3.6-plus,fast,fast,native,4,1,9,True,True, False,False,miss,1639,2,0,0.000536575,
14b2c1dd,qwen/qwen3.6-plus,fast,fast,native,4,1,10,False,False, False,False,correct_rejection,1639,2,0,0.000536575,
5a35e344,qwen/qwen3.6-plus,fast,fast,native,4,1,11,False,False, False,False,correct_rejection,1639,2,0,0.000536575,
49668ec1,qwen/qwen3.6-plus,fast,fast,native,4,1,12,False,False, False,False,correct_rejection,1639,2,0,0.000536575,
39524ca0,qwen/qwen3.6-plus,fast,fast,native,4,1,13,False,False, True,True,false_alarm,1639,2,0,0.000536575,
f2b5b3d9,qwen/qwen3.6-plus,fast,fast,native,4,1,14,False,False, False,False,correct_rejection,1639,2,0,0.000536575,
73bcf41b,qwen/qwen3.6-plus,fast,fast,native,4,1,15,False,False, True,True,false_alarm,1639,2,0,0.000536575,
a64c5ff8,qwen/qwen3.6-plus,fast,fast,native,4,1,16,False,False, False,False,correct_rejection,1639,2,0,0.000536575,
0ce6ff3c,qwen/qwen3.6-plus,fast,fast,native,4,1,18,False,False, False,False,correct_rejection,1639,2,0,0.000536575,
6a25f9ae,qwen/qwen3.6-plus,fast,fast,native,4,1,17,False,False, False,False,correct_rejection,1639,2,0,0.000536575,
f9334390,qwen/qwen3.6-plus,fast,fast,native,4,1,19,False,False, True,True,false_alarm,1639,2,0,0.000536575,
09113e09,qwen/qwen3.6-plus,fast,fast,stretched,4,1,0,True,True, True,True,hit,7399,2,0,0.002408575,
4b295203,qwen/qwen3.6-plus,fast,fast,stretched,4,1,2,True,True, True,True,hit,7399,2,0,0.002408575,
2183db5a,qwen/qwen3.6-plus,fast,fast,stretched,4,1,4,True,True, True,True,hit,7399,2,0,0.002408575,
4875861f,qwen/qwen3.6-plus,fast,fast,stretched,4,1,1,True,True, True,True,hit,7399,2,0,0.002408575,
e469316d,qwen/qwen3.6-plus,fast,fast,stretched,4,1,3,True,True, False,False,miss,7399,2,0,0.002408575,
b942f4d4,qwen/qwen3.6-plus,fast,fast,stretched,4,1,5,True,True, True,True,hit,7399,2,0,0.002408575,
9ca328b9,qwen/qwen3.6-plus,fast,fast,stretched,4,1,6,True,True, True,True,hit,7399,2,0,0.002408575,
06a1ce8b,qwen/qwen3.6-plus,fast,fast,stretched,4,1,9,True,True, False,False,miss,7399,2,0,0.002408575,
59d45d0f,qwen/qwen3.6-plus,fast,fast,stretched,4,1,7,True,True, True,True,hit,7399,2,0,0.002408575,
956008ec,qwen/qwen3.6-plus,fast,fast,stretched,4,1,8,True,True, True,True,hit,7399,2,0,0.002408575,
a93083e5,qwen/qwen3.6-plus,fast,fast,stretched,4,1,10,False,False, False,False,correct_rejection,7399,2,0,0.002408575,
5a1152cc,qwen/qwen3.6-plus,fast,fast,stretched,4,1,11,False,False, False,False,correct_rejection,7399,2,0,0.002408575,
ee13a5cf,qwen/qwen3.6-plus,fast,fast,stretched,4,1,13,False,False, False,False,correct_rejection,7399,2,0,0.002408575,
19aba8b7,qwen/qwen3.6-plus,fast,fast,stretched,4,1,12,False,False, False,False,correct_rejection,7399,2,0,0.002408575,
2d631ece,qwen/qwen3.6-plus,fast,fast,stretched,4,1,14,False,False, False,False,correct_rejection,7399,2,0,0.002408575,
d0f59bd4,qwen/qwen3.6-plus,fast,fast,stretched,4,1,15,False,False, True,True,false_alarm,7399,2,0,0.002408575,
6f1527e1,qwen/qwen3.6-plus,fast,fast,stretched,4,1,16,False,False, False,False,correct_rejection,7399,2,0,0.002408575,
6984a642,qwen/qwen3.6-plus,fast,fast,stretched,4,1,17,False,False, False,False,correct_rejection,7399,2,0,0.002408575,
0673cc32,qwen/qwen3.6-plus,fast,fast,stretched,4,1,18,False,False, False,False,correct_rejection,7399,2,0,0.002408575,
802f4b46,qwen/qwen3.6-plus,fast,fast,stretched,4,1,19,False,False, False,False,correct_rejection,7399,2,0,0.002408575,
c6525913,google/gemma-4-31b-it,fast,fast,native,4,1,3,True,True,True,True,hit,2530,2,0,0.00025368,
4022a0f7,google/gemma-4-31b-it,fast,fast,native,4,1,1,True,True,True,True,hit,2530,2,0,0.00025368,
05633f78,google/gemma-4-31b-it,fast,fast,native,4,1,0,True,True,True,True,hit,2530,2,0,0.00025368,
e8abd3ea,google/gemma-4-31b-it,fast,fast,native,4,1,6,True,True,True,True,hit,2530,2,0,0.00025368,
6bfe8283,google/gemma-4-31b-it,fast,fast,native,4,1,7,True,True,True,True,hit,2530,2,0,0.00025368,
acc4e98e,google/gemma-4-31b-it,fast,fast,native,4,1,2,True,True,True,True,hit,2530,2,0,0.00025368,
707e3967,google/gemma-4-31b-it,fast,fast,native,4,1,4,True,True,True,True,hit,2530,2,0,0.00025368,
edc9e6ad,google/gemma-4-31b-it,fast,fast,native,4,1,9,True,True,True,True,hit,2530,2,0,0.00025368,
d1b23003,google/gemma-4-31b-it,fast,fast,native,4,1,11,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
61b2f173,google/gemma-4-31b-it,fast,fast,native,4,1,8,True,True,True,True,hit,2530,2,0,0.00025368,
e8a65da2,google/gemma-4-31b-it,fast,fast,native,4,1,13,False,False,True,True,false_alarm,2530,2,0,0.00025368,
29c3c799,google/gemma-4-31b-it,fast,fast,native,4,1,12,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
ad5789e8,google/gemma-4-31b-it,fast,fast,native,4,1,16,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
53546d85,google/gemma-4-31b-it,fast,fast,native,4,1,15,False,False,True,True,false_alarm,2530,2,0,0.00025368,
623c26cc,google/gemma-4-31b-it,fast,fast,native,4,1,14,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
e1b7e6e8,google/gemma-4-31b-it,fast,fast,native,4,1,17,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
27fff154,google/gemma-4-31b-it,fast,fast,native,4,1,19,False,False,True,True,false_alarm,2530,2,0,0.00025368,
5c18e58d,google/gemma-4-31b-it,fast,fast,native,4,1,18,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
c6a077db,google/gemma-4-31b-it,fast,fast,native,4,1,10,False,False,True,True,false_alarm,2530,2,0,0.00025368,
feba7a80,google/gemma-4-31b-it,fast,fast,native,4,1,5,True,True,True,True,hit,2528,2,0,0.0002282,
be6107f4,google/gemma-4-31b-it,fast,fast,stretched,4,1,0,True,True,True,True,hit,2530,2,0,0.00025368,
574dba8b,google/gemma-4-31b-it,fast,fast,stretched,4,1,4,True,True,True,True,hit,2530,2,0,0.00025368,
1047f4f6,google/gemma-4-31b-it,fast,fast,stretched,4,1,1,True,True,True,True,hit,2530,2,0,0.00025368,
c8d52562,google/gemma-4-31b-it,fast,fast,stretched,4,1,3,True,True,True,True,hit,2530,2,0,0.00025368,
e163824c,google/gemma-4-31b-it,fast,fast,stretched,4,1,2,True,True,True,True,hit,2530,2,0,0.00025368,
274d1073,google/gemma-4-31b-it,fast,fast,stretched,4,1,5,True,True,True,True,hit,2530,2,0,0.00025368,
ba4d5d7f,google/gemma-4-31b-it,fast,fast,stretched,4,1,7,True,True,True,True,hit,2530,2,0,0.00025368,
3865f6df,google/gemma-4-31b-it,fast,fast,stretched,4,1,9,True,True,True,True,hit,2530,2,0,0.00025368,
548033e6,google/gemma-4-31b-it,fast,fast,stretched,4,1,6,True,True,True,True,hit,2530,2,0,0.00025368,
6e45daa6,google/gemma-4-31b-it,fast,fast,stretched,4,1,10,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
d3b0546d,google/gemma-4-31b-it,fast,fast,stretched,4,1,11,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
fac0479f,google/gemma-4-31b-it,fast,fast,stretched,4,1,8,True,True,True,True,hit,2530,2,0,0.00025368,
08da3856,google/gemma-4-31b-it,fast,fast,stretched,4,1,12,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
5653fe3e,google/gemma-4-31b-it,fast,fast,stretched,4,1,13,False,False,True,True,false_alarm,2530,2,0,0.00025368,
291ced36,google/gemma-4-31b-it,fast,fast,stretched,4,1,16,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
ffff7bf8,google/gemma-4-31b-it,fast,fast,stretched,4,1,14,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
42180d0b,google/gemma-4-31b-it,fast,fast,stretched,4,1,15,False,False,True,True,false_alarm,2528,2,0,0.0002282,
47fbd978,google/gemma-4-31b-it,fast,fast,stretched,4,1,18,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
38237c4a,google/gemma-4-31b-it,fast,fast,stretched,4,1,17,False,False,False,False,correct_rejection,2530,2,0,0.00025368,
5c2cfa47,google/gemma-4-31b-it,fast,fast,stretched,4,1,19,False,False,True,True,false_alarm,2530,2,0,0.00025368,
