trial_id,model_tag,n_objects,rotation_deg,clockwise,probe_on_target,seed,num_frames,sampling,probe_is_target,response,predicted,outcome,prompt_tokens,output_tokens,generation_time_s,error
2de42c4a,gemma-4-31b-it,3,40.0,True,False,5408,4,recommended,False,True,True,false_alarm,497,2,0.40430331230163574,
31d962b9,gemma-4-31b-it,3,40.0,True,True,405,4,recommended,True,True,True,hit,497,2,0.4046332836151123,
3c0091bd,gemma-4-31b-it,3,40.0,True,True,407,4,recommended,True,True,True,hit,497,2,0.5722548961639404,
3c144664,gemma-4-31b-it,3,40.0,True,False,5400,4,recommended,False,True,True,false_alarm,497,2,0.40454792976379395,
3cc8dfa0,gemma-4-31b-it,3,40.0,True,True,400,4,recommended,True,True,True,hit,497,2,0.4043238162994385,
3d720cad,gemma-4-31b-it,3,40.0,True,True,402,4,recommended,True,True,True,hit,497,2,0.40602779388427734,
3eed1589,gemma-4-31b-it,3,40.0,False,True,100402,4,recommended,True,True,True,hit,497,2,0.40531110763549805,
476754a0,gemma-4-31b-it,3,40.0,False,False,105401,4,recommended,False,True,True,false_alarm,497,2,0.402493953704834,
4a73bc16,gemma-4-31b-it,3,40.0,False,True,100406,4,recommended,True,True,True,hit,497,2,0.40229082107543945,
4d8173d5,gemma-4-31b-it,3,40.0,False,True,100401,4,recommended,True,True,True,hit,497,2,0.403623104095459,
52bbb35b,gemma-4-31b-it,3,40.0,False,True,100409,4,recommended,True,True,True,hit,497,2,0.4032118320465088,
53c6e3bd,gemma-4-31b-it,3,40.0,True,True,409,4,recommended,True,True,True,hit,497,2,0.40383481979370117,
556a981d,gemma-4-31b-it,3,40.0,False,True,100403,4,recommended,True,True,True,hit,497,2,0.40189170837402344,
564df1d0,gemma-4-31b-it,3,40.0,False,False,105400,4,recommended,False,True,True,false_alarm,497,2,0.40448570251464844,
5765cf5d,gemma-4-31b-it,3,40.0,False,True,100400,4,recommended,True,True,True,hit,497,2,0.4025602340698242,
65fb7484,gemma-4-31b-it,3,40.0,True,False,5407,4,recommended,False,True,True,false_alarm,497,2,0.40285277366638184,
67d2f210,gemma-4-31b-it,3,40.0,True,True,403,4,recommended,True,True,True,hit,497,2,0.40218186378479004,
67d324ba,gemma-4-31b-it,3,40.0,True,False,5401,4,recommended,False,True,True,false_alarm,497,2,0.4036381244659424,
6d32fdbe,gemma-4-31b-it,3,40.0,False,True,100407,4,recommended,True,True,True,hit,497,2,0.40207886695861816,
7642fff4,gemma-4-31b-it,3,40.0,True,False,5404,4,recommended,False,True,True,false_alarm,497,2,0.40306878089904785,
7d4e1a67,gemma-4-31b-it,3,40.0,True,True,404,4,recommended,True,True,True,hit,497,2,0.40294694900512695,
96f839dd,gemma-4-31b-it,3,40.0,False,False,105406,4,recommended,False,True,True,false_alarm,497,2,0.4023299217224121,
97bdb59f,gemma-4-31b-it,3,40.0,False,False,105403,4,recommended,False,True,True,false_alarm,497,2,0.4020678997039795,
9884f11f,gemma-4-31b-it,3,40.0,True,True,406,4,recommended,True,True,True,hit,497,2,0.40287065505981445,
9d5f48f9,gemma-4-31b-it,3,40.0,False,True,100404,4,recommended,True,True,True,hit,497,2,0.40292835235595703,
ae12c5d2,gemma-4-31b-it,3,40.0,False,False,105405,4,recommended,False,True,True,false_alarm,497,2,0.40254688262939453,
b1783802,gemma-4-31b-it,3,40.0,False,False,105404,4,recommended,False,True,True,false_alarm,497,2,0.3997795581817627,
ba8bcf9e,gemma-4-31b-it,3,40.0,False,False,105402,4,recommended,False,True,True,false_alarm,497,2,0.4028341770172119,
bbba90a5,gemma-4-31b-it,3,40.0,True,False,5402,4,recommended,False,True,True,false_alarm,497,2,0.40176963806152344,
c38d9e53,gemma-4-31b-it,3,40.0,False,True,100405,4,recommended,True,True,True,hit,497,2,0.40155625343322754,
e057acfa,gemma-4-31b-it,3,40.0,True,False,5403,4,recommended,False,True,True,false_alarm,497,2,0.40250396728515625,
e19ad3f7,gemma-4-31b-it,3,40.0,False,False,105407,4,recommended,False,True,True,false_alarm,497,2,0.40415143966674805,
e57f20a1,gemma-4-31b-it,3,40.0,False,False,105408,4,recommended,False,True,True,false_alarm,497,2,0.3998126983642578,
f25ddece,gemma-4-31b-it,3,40.0,True,False,5405,4,recommended,False,True,True,false_alarm,497,2,0.40216517448425293,
060b9818,gemma-4-31b-it,3,40.0,False,False,105409,8,greedy,False,True,True,false_alarm,789,2,0.5959138870239258,
0e23ec70,gemma-4-31b-it,3,40.0,True,True,401,8,greedy,True,True,True,hit,789,2,0.5988216400146484,
128ca629,gemma-4-31b-it,3,40.0,False,True,100408,8,greedy,True,True,True,hit,789,2,0.6063046455383301,
1ce7215d,gemma-4-31b-it,3,40.0,True,True,408,8,greedy,True,True,True,hit,789,2,0.6032934188842773,
1f358840,gemma-4-31b-it,3,40.0,True,False,5409,8,greedy,False,True,True,false_alarm,789,2,0.6037681102752686,
26b72eb5,gemma-4-31b-it,3,40.0,True,False,5406,8,greedy,False,True,True,false_alarm,789,2,0.6032426357269287,
2de42c4a,gemma-4-31b-it,3,40.0,True,False,5408,8,greedy,False,True,True,false_alarm,789,2,0.606975793838501,
31d962b9,gemma-4-31b-it,3,40.0,True,True,405,8,greedy,True,True,True,hit,789,2,0.6084508895874023,
3c0091bd,gemma-4-31b-it,3,40.0,True,True,407,8,greedy,True,True,True,hit,789,2,0.6067068576812744,
3c144664,gemma-4-31b-it,3,40.0,True,False,5400,8,greedy,False,True,True,false_alarm,789,2,0.6063907146453857,
3cc8dfa0,gemma-4-31b-it,3,40.0,True,True,400,8,greedy,True,True,True,hit,789,2,0.606116533279419,
3d720cad,gemma-4-31b-it,3,40.0,True,True,402,8,greedy,True,True,True,hit,789,2,0.6068129539489746,
3eed1589,gemma-4-31b-it,3,40.0,False,True,100402,8,greedy,True,True,True,hit,789,2,0.6063323020935059,
476754a0,gemma-4-31b-it,3,40.0,False,False,105401,8,greedy,False,False,False,correct_rejection,789,2,0.6055445671081543,
4a73bc16,gemma-4-31b-it,3,40.0,False,True,100406,8,greedy,True,True,True,hit,789,2,0.6058254241943359,
4d8173d5,gemma-4-31b-it,3,40.0,False,True,100401,8,greedy,True,True,True,hit,789,2,0.6064224243164062,
52bbb35b,gemma-4-31b-it,3,40.0,False,True,100409,8,greedy,True,True,True,hit,789,2,0.6044039726257324,
53c6e3bd,gemma-4-31b-it,3,40.0,True,True,409,8,greedy,True,True,True,hit,789,2,0.6006927490234375,
556a981d,gemma-4-31b-it,3,40.0,False,True,100403,8,greedy,True,True,True,hit,789,2,0.6020348072052002,
564df1d0,gemma-4-31b-it,3,40.0,False,False,105400,8,greedy,False,True,True,false_alarm,789,2,0.6038343906402588,
5765cf5d,gemma-4-31b-it,3,40.0,False,True,100400,8,greedy,True,True,True,hit,789,2,0.6058793067932129,
65fb7484,gemma-4-31b-it,3,40.0,True,False,5407,8,greedy,False,True,True,false_alarm,789,2,0.606891393661499,
67d2f210,gemma-4-31b-it,3,40.0,True,True,403,8,greedy,True,False,False,miss,789,2,0.6050071716308594,
67d324ba,gemma-4-31b-it,3,40.0,True,False,5401,8,greedy,False,True,True,false_alarm,789,2,0.6045656204223633,
6d32fdbe,gemma-4-31b-it,3,40.0,False,True,100407,8,greedy,True,True,True,hit,789,2,0.5987563133239746,
7642fff4,gemma-4-31b-it,3,40.0,True,False,5404,8,greedy,False,True,True,false_alarm,789,2,0.6061263084411621,
7d4e1a67,gemma-4-31b-it,3,40.0,True,True,404,8,greedy,True,True,True,hit,789,2,0.6051201820373535,
96f839dd,gemma-4-31b-it,3,40.0,False,False,105406,8,greedy,False,True,True,false_alarm,789,2,0.604499340057373,
97bdb59f,gemma-4-31b-it,3,40.0,False,False,105403,8,greedy,False,True,True,false_alarm,789,2,0.6051645278930664,
9884f11f,gemma-4-31b-it,3,40.0,True,True,406,8,greedy,True,True,True,hit,789,2,0.6062533855438232,
9d5f48f9,gemma-4-31b-it,3,40.0,False,True,100404,8,greedy,True,True,True,hit,789,2,0.6037015914916992,
ae12c5d2,gemma-4-31b-it,3,40.0,False,False,105405,8,greedy,False,False,False,correct_rejection,789,2,0.6033439636230469,
b1783802,gemma-4-31b-it,3,40.0,False,False,105404,8,greedy,False,True,True,false_alarm,789,2,0.602813720703125,
ba8bcf9e,gemma-4-31b-it,3,40.0,False,False,105402,8,greedy,False,True,True,false_alarm,789,2,0.6016757488250732,
bbba90a5,gemma-4-31b-it,3,40.0,True,False,5402,8,greedy,False,False,False,correct_rejection,789,2,0.6030354499816895,
c38d9e53,gemma-4-31b-it,3,40.0,False,True,100405,8,greedy,True,True,True,hit,789,2,0.605388879776001,
e057acfa,gemma-4-31b-it,3,40.0,True,False,5403,8,greedy,False,True,True,false_alarm,789,2,0.6049063205718994,
e19ad3f7,gemma-4-31b-it,3,40.0,False,False,105407,8,greedy,False,True,True,false_alarm,789,2,0.6045799255371094,
e57f20a1,gemma-4-31b-it,3,40.0,False,False,105408,8,greedy,False,True,True,false_alarm,789,2,0.6030502319335938,
f25ddece,gemma-4-31b-it,3,40.0,True,False,5405,8,greedy,False,True,True,false_alarm,789,2,0.6059050559997559,
060b9818,gemma-4-31b-it,3,40.0,False,False,105409,8,recommended,False,True,True,false_alarm,789,2,0.5976228713989258,
0e23ec70,gemma-4-31b-it,3,40.0,True,True,401,8,recommended,True,True,True,hit,789,2,0.5995957851409912,
128ca629,gemma-4-31b-it,3,40.0,False,True,100408,8,recommended,True,True,True,hit,789,2,0.6048591136932373,
1ce7215d,gemma-4-31b-it,3,40.0,True,True,408,8,recommended,True,True,True,hit,789,2,0.6035094261169434,
1f358840,gemma-4-31b-it,3,40.0,True,False,5409,8,recommended,False,True,True,false_alarm,789,2,0.6038930416107178,
26b72eb5,gemma-4-31b-it,3,40.0,True,False,5406,8,recommended,False,True,True,false_alarm,789,2,0.6063823699951172,
2de42c4a,gemma-4-31b-it,3,40.0,True,False,5408,8,recommended,False,True,True,false_alarm,789,2,0.6053316593170166,
31d962b9,gemma-4-31b-it,3,40.0,True,True,405,8,recommended,True,True,True,hit,789,2,0.6070899963378906,
3c0091bd,gemma-4-31b-it,3,40.0,True,True,407,8,recommended,True,True,True,hit,789,2,0.6107320785522461,
3c144664,gemma-4-31b-it,3,40.0,True,False,5400,8,recommended,False,True,True,false_alarm,789,2,0.6078078746795654,
3cc8dfa0,gemma-4-31b-it,3,40.0,True,True,400,8,recommended,True,True,True,hit,789,2,0.6080055236816406,
3d720cad,gemma-4-31b-it,3,40.0,True,True,402,8,recommended,True,False,False,miss,789,2,0.606778621673584,
3eed1589,gemma-4-31b-it,3,40.0,False,True,100402,8,recommended,True,True,True,hit,789,2,0.6059415340423584,
476754a0,gemma-4-31b-it,3,40.0,False,False,105401,8,recommended,False,False,False,correct_rejection,789,2,0.6086583137512207,
4a73bc16,gemma-4-31b-it,3,40.0,False,True,100406,8,recommended,True,True,True,hit,789,2,0.6046795845031738,
4d8173d5,gemma-4-31b-it,3,40.0,False,True,100401,8,recommended,True,True,True,hit,789,2,0.605757474899292,
52bbb35b,gemma-4-31b-it,3,40.0,False,True,100409,8,recommended,True,True,True,hit,789,2,0.6055638790130615,
53c6e3bd,gemma-4-31b-it,3,40.0,True,True,409,8,recommended,True,True,True,hit,789,2,0.6039800643920898,
556a981d,gemma-4-31b-it,3,40.0,False,True,100403,8,recommended,True,True,True,hit,789,2,0.6044740676879883,
564df1d0,gemma-4-31b-it,3,40.0,False,False,105400,8,recommended,False,True,True,false_alarm,789,2,0.6058580875396729,
5765cf5d,gemma-4-31b-it,3,40.0,False,True,100400,8,recommended,True,True,True,hit,789,2,0.6058104038238525,
65fb7484,gemma-4-31b-it,3,40.0,True,False,5407,8,recommended,False,True,True,false_alarm,789,2,0.6051442623138428,
67d2f210,gemma-4-31b-it,3,40.0,True,True,403,8,recommended,True,False,False,miss,789,2,0.6072559356689453,
67d324ba,gemma-4-31b-it,3,40.0,True,False,5401,8,recommended,False,True,True,false_alarm,789,2,0.6046657562255859,
6d32fdbe,gemma-4-31b-it,3,40.0,False,True,100407,8,recommended,True,True,True,hit,789,2,0.6051027774810791,
7642fff4,gemma-4-31b-it,3,40.0,True,False,5404,8,recommended,False,True,True,false_alarm,789,2,0.6067304611206055,
7d4e1a67,gemma-4-31b-it,3,40.0,True,True,404,8,recommended,True,True,True,hit,789,2,0.60689377784729,
96f839dd,gemma-4-31b-it,3,40.0,False,False,105406,8,recommended,False,True,True,false_alarm,789,2,0.6054556369781494,
97bdb59f,gemma-4-31b-it,3,40.0,False,False,105403,8,recommended,False,False,False,correct_rejection,789,2,0.6069388389587402,
9884f11f,gemma-4-31b-it,3,40.0,True,True,406,8,recommended,True,True,True,hit,789,2,0.6066417694091797,
9d5f48f9,gemma-4-31b-it,3,40.0,False,True,100404,8,recommended,True,True,True,hit,789,2,0.606736421585083,
ae12c5d2,gemma-4-31b-it,3,40.0,False,False,105405,8,recommended,False,False,False,correct_rejection,789,2,0.6037414073944092,
b1783802,gemma-4-31b-it,3,40.0,False,False,105404,8,recommended,False,True,True,false_alarm,789,2,0.6042253971099854,
ba8bcf9e,gemma-4-31b-it,3,40.0,False,False,105402,8,recommended,False,True,True,false_alarm,789,2,0.6055557727813721,
bbba90a5,gemma-4-31b-it,3,40.0,True,False,5402,8,recommended,False,False,False,correct_rejection,789,2,0.6053693294525146,
c38d9e53,gemma-4-31b-it,3,40.0,False,True,100405,8,recommended,True,True,True,hit,789,2,0.6035802364349365,
e057acfa,gemma-4-31b-it,3,40.0,True,False,5403,8,recommended,False,True,True,false_alarm,789,2,0.602776050567627,
e19ad3f7,gemma-4-31b-it,3,40.0,False,False,105407,8,recommended,False,True,True,false_alarm,789,2,0.6043229103088379,
e57f20a1,gemma-4-31b-it,3,40.0,False,False,105408,8,recommended,False,True,True,false_alarm,789,2,0.6074283123016357,
f25ddece,gemma-4-31b-it,3,40.0,True,False,5405,8,recommended,False,True,True,false_alarm,789,2,0.6049199104309082,
060b9818,gemma-4-31b-it,3,40.0,False,False,105409,16,greedy,False,False,False,correct_rejection,1373,2,0.9430065155029297,
0e23ec70,gemma-4-31b-it,3,40.0,True,True,401,16,greedy,True,False,False,miss,1373,2,0.9504168033599854,
128ca629,gemma-4-31b-it,3,40.0,False,True,100408,16,greedy,True,True,True,hit,1373,2,0.9552567005157471,
1ce7215d,gemma-4-31b-it,3,40.0,True,True,408,16,greedy,True,True,True,hit,1373,2,0.9619145393371582,
1f358840,gemma-4-31b-it,3,40.0,True,False,5409,16,greedy,False,False,False,correct_rejection,1373,2,0.9610733985900879,
26b72eb5,gemma-4-31b-it,3,40.0,True,False,5406,16,greedy,False,False,False,correct_rejection,1373,2,0.9643609523773193,
2de42c4a,gemma-4-31b-it,3,40.0,True,False,5408,16,greedy,False,False,False,correct_rejection,1373,2,0.9629995822906494,
31d962b9,gemma-4-31b-it,3,40.0,True,True,405,16,greedy,True,True,True,hit,1373,2,0.9651248455047607,
3c0091bd,gemma-4-31b-it,3,40.0,True,True,407,16,greedy,True,True,True,hit,1373,2,0.9665749073028564,
3c144664,gemma-4-31b-it,3,40.0,True,False,5400,16,greedy,False,False,False,correct_rejection,1373,2,0.9688169956207275,
3cc8dfa0,gemma-4-31b-it,3,40.0,True,True,400,16,greedy,True,True,True,hit,1373,2,0.9661271572113037,
3d720cad,gemma-4-31b-it,3,40.0,True,True,402,16,greedy,True,False,False,miss,1373,2,0.9649627208709717,
3eed1589,gemma-4-31b-it,3,40.0,False,True,100402,16,greedy,True,True,True,hit,1373,2,0.9640147686004639,
476754a0,gemma-4-31b-it,3,40.0,False,False,105401,16,greedy,False,False,False,correct_rejection,1373,2,0.9663550853729248,
4a73bc16,gemma-4-31b-it,3,40.0,False,True,100406,16,greedy,True,False,False,miss,1373,2,0.9603109359741211,
4d8173d5,gemma-4-31b-it,3,40.0,False,True,100401,16,greedy,True,False,False,miss,1373,2,0.9637384414672852,
52bbb35b,gemma-4-31b-it,3,40.0,False,True,100409,16,greedy,True,True,True,hit,1373,2,0.965980052947998,
53c6e3bd,gemma-4-31b-it,3,40.0,True,True,409,16,greedy,True,False,False,miss,1373,2,0.9633667469024658,
556a981d,gemma-4-31b-it,3,40.0,False,True,100403,16,greedy,True,True,True,hit,1373,2,0.9626526832580566,
564df1d0,gemma-4-31b-it,3,40.0,False,False,105400,16,greedy,False,False,False,correct_rejection,1373,2,0.9568071365356445,
5765cf5d,gemma-4-31b-it,3,40.0,False,True,100400,16,greedy,True,False,False,miss,1373,2,0.9645857810974121,
65fb7484,gemma-4-31b-it,3,40.0,True,False,5407,16,greedy,False,False,False,correct_rejection,1373,2,0.9645695686340332,
67d2f210,gemma-4-31b-it,3,40.0,True,True,403,16,greedy,True,False,False,miss,1373,2,0.9597046375274658,
67d324ba,gemma-4-31b-it,3,40.0,True,False,5401,16,greedy,False,False,False,correct_rejection,1373,2,0.964174747467041,
6d32fdbe,gemma-4-31b-it,3,40.0,False,True,100407,16,greedy,True,True,True,hit,1373,2,0.9670042991638184,
7642fff4,gemma-4-31b-it,3,40.0,True,False,5404,16,greedy,False,False,False,correct_rejection,1373,2,0.9692859649658203,
7d4e1a67,gemma-4-31b-it,3,40.0,True,True,404,16,greedy,True,False,False,miss,1373,2,0.9642188549041748,
96f839dd,gemma-4-31b-it,3,40.0,False,False,105406,16,greedy,False,False,False,correct_rejection,1373,2,0.9646000862121582,
97bdb59f,gemma-4-31b-it,3,40.0,False,False,105403,16,greedy,False,True,True,false_alarm,1373,2,0.9643251895904541,
9884f11f,gemma-4-31b-it,3,40.0,True,True,406,16,greedy,True,False,False,miss,1373,2,0.966893196105957,
9d5f48f9,gemma-4-31b-it,3,40.0,False,True,100404,16,greedy,True,True,True,hit,1373,2,0.9644732475280762,
ae12c5d2,gemma-4-31b-it,3,40.0,False,False,105405,16,greedy,False,False,False,correct_rejection,1373,2,0.9642026424407959,
b1783802,gemma-4-31b-it,3,40.0,False,False,105404,16,greedy,False,False,False,correct_rejection,1373,2,0.9651005268096924,
ba8bcf9e,gemma-4-31b-it,3,40.0,False,False,105402,16,greedy,False,False,False,correct_rejection,1373,2,0.9625182151794434,
bbba90a5,gemma-4-31b-it,3,40.0,True,False,5402,16,greedy,False,False,False,correct_rejection,1373,2,0.9631853103637695,
c38d9e53,gemma-4-31b-it,3,40.0,False,True,100405,16,greedy,True,False,False,miss,1373,2,0.9548826217651367,
e057acfa,gemma-4-31b-it,3,40.0,True,False,5403,16,greedy,False,False,False,correct_rejection,1373,2,0.9632222652435303,
e19ad3f7,gemma-4-31b-it,3,40.0,False,False,105407,16,greedy,False,False,False,correct_rejection,1373,2,0.9594240188598633,
e57f20a1,gemma-4-31b-it,3,40.0,False,False,105408,16,greedy,False,False,False,correct_rejection,1373,2,0.9638502597808838,
f25ddece,gemma-4-31b-it,3,40.0,True,False,5405,16,greedy,False,False,False,correct_rejection,1373,2,0.9650490283966064,
060b9818,gemma-4-31b-it,3,40.0,False,False,105409,16,recommended,False,False,False,correct_rejection,1373,2,0.9432921409606934,
0e23ec70,gemma-4-31b-it,3,40.0,True,True,401,16,recommended,True,False,False,miss,1373,2,0.9511251449584961,
128ca629,gemma-4-31b-it,3,40.0,False,True,100408,16,recommended,True,True,True,hit,1373,2,0.9576458930969238,
1ce7215d,gemma-4-31b-it,3,40.0,True,True,408,16,recommended,True,True,True,hit,1373,2,0.9623246192932129,
1f358840,gemma-4-31b-it,3,40.0,True,False,5409,16,recommended,False,False,False,correct_rejection,1373,2,0.9643979072570801,
26b72eb5,gemma-4-31b-it,3,40.0,True,False,5406,16,recommended,False,False,False,correct_rejection,1373,2,0.9636662006378174,
2de42c4a,gemma-4-31b-it,3,40.0,True,False,5408,16,recommended,False,True,True,false_alarm,1373,2,0.9686870574951172,
31d962b9,gemma-4-31b-it,3,40.0,True,True,405,16,recommended,True,True,True,hit,1373,2,0.967503547668457,
3c0091bd,gemma-4-31b-it,3,40.0,True,True,407,16,recommended,True,True,True,hit,1373,2,0.9703528881072998,
3c144664,gemma-4-31b-it,3,40.0,True,False,5400,16,recommended,False,False,False,correct_rejection,1373,2,0.9656751155853271,
3cc8dfa0,gemma-4-31b-it,3,40.0,True,True,400,16,recommended,True,True,True,hit,1373,2,0.9673199653625488,
3d720cad,gemma-4-31b-it,3,40.0,True,True,402,16,recommended,True,False,False,miss,1373,2,0.9659700393676758,
3eed1589,gemma-4-31b-it,3,40.0,False,True,100402,16,recommended,True,True,True,hit,1373,2,0.9677181243896484,
476754a0,gemma-4-31b-it,3,40.0,False,False,105401,16,recommended,False,False,False,correct_rejection,1373,2,0.9653720855712891,
4a73bc16,gemma-4-31b-it,3,40.0,False,True,100406,16,recommended,True,False,False,miss,1373,2,0.9657144546508789,
4d8173d5,gemma-4-31b-it,3,40.0,False,True,100401,16,recommended,True,True,True,hit,1373,2,0.9632115364074707,
52bbb35b,gemma-4-31b-it,3,40.0,False,True,100409,16,recommended,True,True,True,hit,1373,2,0.9619686603546143,
53c6e3bd,gemma-4-31b-it,3,40.0,True,True,409,16,recommended,True,False,False,miss,1373,2,0.9632618427276611,
556a981d,gemma-4-31b-it,3,40.0,False,True,100403,16,recommended,True,True,True,hit,1373,2,0.9647715091705322,
564df1d0,gemma-4-31b-it,3,40.0,False,False,105400,16,recommended,False,False,False,correct_rejection,1373,2,0.9649498462677002,
5765cf5d,gemma-4-31b-it,3,40.0,False,True,100400,16,recommended,True,False,False,miss,1373,2,0.9647247791290283,
65fb7484,gemma-4-31b-it,3,40.0,True,False,5407,16,recommended,False,False,False,correct_rejection,1373,2,0.9668178558349609,
67d2f210,gemma-4-31b-it,3,40.0,True,True,403,16,recommended,True,False,False,miss,1373,2,0.9626920223236084,
67d324ba,gemma-4-31b-it,3,40.0,True,False,5401,16,recommended,False,False,False,correct_rejection,1373,2,0.9727694988250732,
6d32fdbe,gemma-4-31b-it,3,40.0,False,True,100407,16,recommended,True,True,True,hit,1373,2,0.9694070816040039,
7642fff4,gemma-4-31b-it,3,40.0,True,False,5404,16,recommended,False,False,False,correct_rejection,1373,2,0.9656651020050049,
