trial_id,model,n_objects,n_cued,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,completion_tokens,reasoning_tokens,cost,served_by_provider,error
19ce6561,google/gemma-4-31b-it,3,1,204,True,True,False,False,miss,2528,2,0,0.00037982,Parasail,
2a0ae289,google/gemma-4-31b-it,3,1,60,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
45cedc41,google/gemma-4-31b-it,3,1,48,True,True,False,False,miss,2528,2,0,0.00037982,Parasail,
3443dd9a,google/gemma-4-31b-it,3,1,25,False,False,True,True,false_alarm,2528,2,0,0.00037982,Parasail,
474c5bb4,google/gemma-4-31b-it,3,1,35,False,False,False,False,correct_rejection,2528,2,0,0.00036281,Parasail,
502e5472,google/gemma-4-31b-it,3,1,2,True,True,True,True,hit,2528,2,0,0.00037955,Parasail,
417daed4,google/gemma-4-31b-it,3,1,66,True,True,True,True,hit,2528,2,0,0.0002282,DeepInfra,
61943f1c,google/gemma-4-31b-it,3,1,4,True,True,False,False,miss,2528,2,0,0.000303668,Chutes,
3f286db0,google/gemma-4-31b-it,3,1,36,True,True,False,False,miss,2528,2,0,0.00037964,Parasail,
699104e6,google/gemma-4-31b-it,3,1,62,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
677d5166,google/gemma-4-31b-it,3,1,1,False,False,False,False,correct_rejection,2528,2,0,0.00037964,Parasail,
6c4b41be,google/gemma-4-31b-it,3,1,319,False,False,False,False,correct_rejection,2528,2,0,0.0002282,DeepInfra,
765d8e76,google/gemma-4-31b-it,3,1,59,False,False,True,True,false_alarm,2528,2,0,0.0002282,DeepInfra,
79322dac,google/gemma-4-31b-it,3,1,17,False,False,False,False,correct_rejection,2528,2,0,0.0002282,DeepInfra,
811f6986,google/gemma-4-31b-it,3,1,64,True,True,True,True,hit,2528,2,0,0.00030356,Chutes,
70d08218,google/gemma-4-31b-it,3,1,33,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
72e383ba,google/gemma-4-31b-it,3,1,99,False,False,True,True,false_alarm,2528,2,0,0.001898,ModelRun,
7435a070,google/gemma-4-31b-it,3,1,208,True,True,False,False,miss,2530,2,0,0.00025368,CoreWeave,
8428a800,google/gemma-4-31b-it,3,1,13,False,False,False,False,correct_rejection,2528,2,0,0.0002282,DeepInfra,
74fca898,google/gemma-4-31b-it,3,1,41,False,False,True,True,false_alarm,2528,2,0,0.001898,ModelRun,
8756c33d,google/gemma-4-31b-it,3,1,169,False,False,False,False,correct_rejection,2528,2,0,0.0002282,DeepInfra,
739deeba,google/gemma-4-31b-it,3,1,8,True,True,True,True,hit,2528,2,0,0.001898,ModelRun,
79f800d2,google/gemma-4-31b-it,3,1,216,True,True,False,False,miss,2530,2,0,0.00025368,CoreWeave,
762adc41,google/gemma-4-31b-it,3,1,172,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
9672f2f0,google/gemma-4-31b-it,3,1,16,True,True,True,True,hit,2528,2,0,0.0002282,DeepInfra,
933ece14,google/gemma-4-31b-it,3,1,14,True,True,True,True,hit,2528,2,0,0.001898,ModelRun,
9233c3d3,google/gemma-4-31b-it,3,1,157,False,False,False,False,correct_rejection,2528,2,0,0.0002282,DeepInfra,
91c0c24e,google/gemma-4-31b-it,3,1,49,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
88ca226e,google/gemma-4-31b-it,3,1,94,True,True,True,True,hit,2528,2,0,0.001898,ModelRun,
849ab4a7,google/gemma-4-31b-it,3,1,6,True,True,True,True,hit,2528,2,0,0.001898,ModelRun,
97f07ac4,google/gemma-4-31b-it,3,1,5,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
9c12864e,google/gemma-4-31b-it,3,1,26,True,True,True,True,hit,2528,2,0,0.001898,SiliconFlow,
9ce1ec14,google/gemma-4-31b-it,3,1,9,False,False,False,False,correct_rejection,2528,2,0,0.001898,SiliconFlow,
9a094872,google/gemma-4-31b-it,3,1,54,True,True,True,True,hit,2528,2,0,0.001898,ModelRun,
a1838820,google/gemma-4-31b-it,3,1,19,False,False,False,False,correct_rejection,2528,2,0,0.0002218,DeepInfra,
9b1a7628,google/gemma-4-31b-it,3,1,11,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
a231f699,google/gemma-4-31b-it,3,1,37,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
9b67b867,google/gemma-4-31b-it,3,1,301,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
9ebb6e72,google/gemma-4-31b-it,3,1,122,True,True,True,True,hit,2528,2,0,0.001898,ModelRun,
9af6427a,google/gemma-4-31b-it,3,1,349,False,False,False,False,correct_rejection,2528,2,0,0.001898,ModelRun,
b6187312,google/gemma-4-31b-it,3,1,251,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
9f15865a,google/gemma-4-31b-it,3,1,257,False,False,False,False,correct_rejection,2528,2,0,0.001898,SiliconFlow,
aeeb1ed3,google/gemma-4-31b-it,3,1,196,True,True,True,True,hit,2528,2,0,0.00030356,Chutes,
b7586b8c,google/gemma-4-31b-it,3,1,52,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
b7ac4772,google/gemma-4-31b-it,3,1,10,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
b9aad053,google/gemma-4-31b-it,3,1,58,True,True,True,True,hit,2528,2,0,0.0002218,DeepInfra,
ad364fc3,google/gemma-4-31b-it,3,1,50,True,True,True,True,hit,2528,1,0,0,Chutes,
aa3bedce,google/gemma-4-31b-it,3,1,163,False,False,False,False,correct_rejection,2528,2,0,0.001898,SiliconFlow,
c71f6bc7,google/gemma-4-31b-it,3,1,253,False,False,True,True,false_alarm,2528,2,0,0.0002282,DeepInfra,
be5475fb,google/gemma-4-31b-it,3,1,47,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
a13e56e3,google/gemma-4-31b-it,3,1,166,True,True,True,True,hit,2528,2,0,0.001898,ModelRun,
dae6ef31,google/gemma-4-31b-it,3,1,249,False,False,True,True,false_alarm,2528,2,0,0.0002218,DeepInfra,
d6798122,google/gemma-4-31b-it,3,1,85,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
d575df2a,google/gemma-4-31b-it,3,1,23,False,False,False,False,correct_rejection,2528,2,0,0.001898,ModelRun,
ada6e491,google/gemma-4-31b-it,3,1,347,False,False,True,True,false_alarm,2528,2,0,0.001898,SiliconFlow,
df35203e,google/gemma-4-31b-it,3,1,173,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
e11d3fb1,google/gemma-4-31b-it,3,1,72,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
e9fa7664,google/gemma-4-31b-it,3,1,134,True,True,True,True,hit,2528,2,0,0.0002282,DeepInfra,
d3e405f0,google/gemma-4-31b-it,3,1,0,True,True,True,True,hit,2528,2,0,0.001898,ModelRun,
eeab9e8e,google/gemma-4-31b-it,3,1,29,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
f16be4bc,google/gemma-4-31b-it,3,1,24,True,True,True,True,hit,2528,2,0,0.001898,SiliconFlow,
f1c9cdf1,google/gemma-4-31b-it,3,1,18,True,True,True,True,hit,2528,2,0,0.0002282,DeepInfra,
f5ea409d,google/gemma-4-31b-it,3,1,125,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
f60e09cd,google/gemma-4-31b-it,3,1,39,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
ea1e3ee7,google/gemma-4-31b-it,3,1,30,True,True,True,True,hit,2528,2,0,0.001818,SiliconFlow,
f7b8e01f,google/gemma-4-31b-it,3,1,186,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
f065a484,google/gemma-4-31b-it,3,1,55,False,False,False,False,correct_rejection,2528,2,0,0.001898,ModelRun,
fa0a55ce,google/gemma-4-31b-it,3,1,127,False,False,False,False,correct_rejection,2528,2,0,0.001898,SiliconFlow,
f0f48ed1,google/gemma-4-31b-it,3,1,447,False,False,True,True,false_alarm,2528,2,0,0.001898,ModelRun,
f2a4d6e5,google/gemma-4-31b-it,3,1,57,False,False,False,False,correct_rejection,2528,2,0,0.001898,ModelRun,
f8a8dbbd,google/gemma-4-31b-it,3,1,40,True,True,True,True,hit,2528,2,0,0.001898,ModelRun,
fc890c24,google/gemma-4-31b-it,3,1,315,False,False,True,True,false_alarm,2528,2,0,0.001898,SiliconFlow,
fc6e276c,google/gemma-4-31b-it,3,1,7,False,False,False,False,correct_rejection,2528,2,0,0.001898,SiliconFlow,
049d46ce,qwen/qwen3.6-plus,3,1,46,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
0519fe98,qwen/qwen3.6-plus,3,1,12,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
0559d000,qwen/qwen3.6-plus,3,1,32,True,True, False,False,miss,7837,2,0,0.002550925,Alibaba,
0f5e8586,qwen/qwen3.6-plus,3,1,44,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
0ffaf5e6,qwen/qwen3.6-plus,3,1,148,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
16aac377,qwen/qwen3.6-plus,3,1,22,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
180ccd70,qwen/qwen3.6-plus,3,1,277,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
fd34f453,google/gemma-4-31b-it,3,1,168,True,True,True,True,hit,2528,2,0,0.001898,ModelRun,
191e0918,qwen/qwen3.6-plus,3,1,3,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
19ce6561,qwen/qwen3.6-plus,3,1,204,True,True, False,False,miss,7837,2,0,0.002550925,Alibaba,
1a3937d4,qwen/qwen3.6-plus,3,1,28,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
1abfc331,qwen/qwen3.6-plus,3,1,123,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
1d297202,qwen/qwen3.6-plus,3,1,150,True,True, False,False,miss,7837,2,0,0.002550925,Alibaba,
1fca7ed2,qwen/qwen3.6-plus,3,1,53,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
22f013ce,qwen/qwen3.6-plus,3,1,27,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
2438d3ec,qwen/qwen3.6-plus,3,1,34,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
2a0ae289,qwen/qwen3.6-plus,3,1,60,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
31e02d7c,qwen/qwen3.6-plus,3,1,20,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
3443dd9a,qwen/qwen3.6-plus,3,1,25,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
345712e3,qwen/qwen3.6-plus,3,1,45,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
372f824e,qwen/qwen3.6-plus,3,1,136,True,True, False,False,miss,7837,2,0,0.002550925,Alibaba,
3f286db0,qwen/qwen3.6-plus,3,1,36,True,True, False,False,miss,7837,2,0,0.002550925,Alibaba,
40a9e9bd,qwen/qwen3.6-plus,3,1,31,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
417daed4,qwen/qwen3.6-plus,3,1,66,True,True, False,False,miss,7837,2,0,0.002550925,Alibaba,
45cedc41,qwen/qwen3.6-plus,3,1,48,True,True, False,False,miss,7837,2,0,0.002550925,Alibaba,
474c5bb4,qwen/qwen3.6-plus,3,1,35,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
4cc6b80a,qwen/qwen3.6-plus,3,1,43,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
502e5472,qwen/qwen3.6-plus,3,1,2,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
5353ce60,qwen/qwen3.6-plus,3,1,21,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
5bbb9735,qwen/qwen3.6-plus,3,1,38,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
5e8d5311,qwen/qwen3.6-plus,3,1,56,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
60cb71fb,qwen/qwen3.6-plus,3,1,51,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
61943f1c,qwen/qwen3.6-plus,3,1,4,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
677d5166,qwen/qwen3.6-plus,3,1,1,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
699104e6,qwen/qwen3.6-plus,3,1,62,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
70d08218,qwen/qwen3.6-plus,3,1,33,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
6c4b41be,qwen/qwen3.6-plus,3,1,319,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
72e383ba,qwen/qwen3.6-plus,3,1,99,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
739deeba,qwen/qwen3.6-plus,3,1,8,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
7435a070,qwen/qwen3.6-plus,3,1,208,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
74fca898,qwen/qwen3.6-plus,3,1,41,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
762adc41,qwen/qwen3.6-plus,3,1,172,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
765d8e76,qwen/qwen3.6-plus,3,1,59,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
79322dac,qwen/qwen3.6-plus,3,1,17,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
79f800d2,qwen/qwen3.6-plus,3,1,216,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
811f6986,qwen/qwen3.6-plus,3,1,64,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
8428a800,qwen/qwen3.6-plus,3,1,13,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
849ab4a7,qwen/qwen3.6-plus,3,1,6,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
8756c33d,qwen/qwen3.6-plus,3,1,169,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
88ca226e,qwen/qwen3.6-plus,3,1,94,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
91c0c24e,qwen/qwen3.6-plus,3,1,49,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
9233c3d3,qwen/qwen3.6-plus,3,1,157,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
933ece14,qwen/qwen3.6-plus,3,1,14,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
9672f2f0,qwen/qwen3.6-plus,3,1,16,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
97f07ac4,qwen/qwen3.6-plus,3,1,5,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
9a094872,qwen/qwen3.6-plus,3,1,54,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
9af6427a,qwen/qwen3.6-plus,3,1,349,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
9b1a7628,qwen/qwen3.6-plus,3,1,11,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
9b67b867,qwen/qwen3.6-plus,3,1,301,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
9c12864e,qwen/qwen3.6-plus,3,1,26,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
9ce1ec14,qwen/qwen3.6-plus,3,1,9,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
9ebb6e72,qwen/qwen3.6-plus,3,1,122,True,True, False,False,miss,7837,2,0,0.002550925,Alibaba,
9f15865a,qwen/qwen3.6-plus,3,1,257,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
a13e56e3,qwen/qwen3.6-plus,3,1,166,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
a1838820,qwen/qwen3.6-plus,3,1,19,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
a231f699,qwen/qwen3.6-plus,3,1,37,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
aa3bedce,qwen/qwen3.6-plus,3,1,163,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
ad364fc3,qwen/qwen3.6-plus,3,1,50,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
ada6e491,qwen/qwen3.6-plus,3,1,347,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
aeeb1ed3,qwen/qwen3.6-plus,3,1,196,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
b6187312,qwen/qwen3.6-plus,3,1,251,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
b7586b8c,qwen/qwen3.6-plus,3,1,52,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
b7ac4772,qwen/qwen3.6-plus,3,1,10,True,True, False,False,miss,7837,2,0,0.002550925,Alibaba,
b9aad053,qwen/qwen3.6-plus,3,1,58,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
be5475fb,qwen/qwen3.6-plus,3,1,47,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
c71f6bc7,qwen/qwen3.6-plus,3,1,253,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
d3e405f0,qwen/qwen3.6-plus,3,1,0,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
d575df2a,qwen/qwen3.6-plus,3,1,23,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
d6798122,qwen/qwen3.6-plus,3,1,85,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
dae6ef31,qwen/qwen3.6-plus,3,1,249,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
df35203e,qwen/qwen3.6-plus,3,1,173,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
e11d3fb1,qwen/qwen3.6-plus,3,1,72,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
e9fa7664,qwen/qwen3.6-plus,3,1,134,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
ea1e3ee7,qwen/qwen3.6-plus,3,1,30,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
eeab9e8e,qwen/qwen3.6-plus,3,1,29,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
f065a484,qwen/qwen3.6-plus,3,1,55,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
f0f48ed1,qwen/qwen3.6-plus,3,1,447,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
f16be4bc,qwen/qwen3.6-plus,3,1,24,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
f1c9cdf1,qwen/qwen3.6-plus,3,1,18,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
f2a4d6e5,qwen/qwen3.6-plus,3,1,57,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
f5ea409d,qwen/qwen3.6-plus,3,1,125,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
f60e09cd,qwen/qwen3.6-plus,3,1,39,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
f7b8e01f,qwen/qwen3.6-plus,3,1,186,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
f8a8dbbd,qwen/qwen3.6-plus,3,1,40,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
fa0a55ce,qwen/qwen3.6-plus,3,1,127,False,False, True,True,false_alarm,7837,2,0,0.002550925,Alibaba,
fc6e276c,qwen/qwen3.6-plus,3,1,7,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
fc890c24,qwen/qwen3.6-plus,3,1,315,False,False, False,False,correct_rejection,7837,2,0,0.002550925,Alibaba,
fd34f453,qwen/qwen3.6-plus,3,1,168,True,True, True,True,hit,7837,2,0,0.002550925,Alibaba,
049d46ce,qwen/qwen3.5-397b-a17b,3,1,46,True,True,True,True,hit,7835,2,0,0.0047082,StreamLake,
0519fe98,qwen/qwen3.5-397b-a17b,3,1,12,True,True,True,True,hit,7835,2,0,0.00431625,Phala,
0559d000,qwen/qwen3.5-397b-a17b,3,1,32,True,True,False,False,miss,7835,2,0,0.00431625,Phala,
0f5e8586,qwen/qwen3.5-397b-a17b,3,1,44,True,True,False,False,miss,7835,2,0,0.0047082,StreamLake,
16aac377,qwen/qwen3.5-397b-a17b,3,1,22,True,True,True,True,hit,7835,2,0,0.00588525,Venice,
191e0918,qwen/qwen3.5-397b-a17b,3,1,3,False,False,The user wants me to identify the identity of the identity,,unparseable,2638,12,0,0.00073734,DeepInfra,
180ccd70,qwen/qwen3.5-397b-a17b,3,1,277,False,False,True,True,false_alarm,7399,2,0,0.00289029,Alibaba,
19ce6561,qwen/qwen3.5-397b-a17b,3,1,204,True,True,True,True,hit,7399,2,0,0.00289029,Alibaba,
0ffaf5e6,qwen/qwen3.5-397b-a17b,3,1,148,True,True,True,True,hit,7397,986,981,0.0079878,GMICloud,
1a3937d4,qwen/qwen3.5-397b-a17b,3,1,28,True,True,The video shows three white crosses moving around on a black background,,unparseable,2638,13,0,0.00074034,DeepInfra,
1abfc331,qwen/qwen3.5-397b-a17b,3,1,123,False,False,The user wants me to identify which video,,unparseable,2638,9,0,0.00072834,DeepInfra,
1d297202,qwen/qwen3.5-397b-a17b,3,1,150,True,True,True,True,hit,7399,2,0,0.00289029,Alibaba,
1fca7ed2,qwen/qwen3.5-397b-a17b,3,1,53,False,False,The video shows the video shows,,unparseable,2638,7,0,0.00072234,DeepInfra,
22f013ce,qwen/qwen3.5-397b-a17b,3,1,27,False,False,The user wants me to answer the answer,,unparseable,2638,9,0,0.00072834,DeepInfra,
2438d3ec,qwen/qwen3.5-397b-a17b,3,1,34,True,True,The video shows the video shows,,unparseable,2638,7,0,0.00072234,DeepInfra,
2a0ae289,qwen/qwen3.5-397b-a17b,3,1,60,True,True,False,False,miss,7835,2,0,0.00431625,Phala,
31e02d7c,qwen/qwen3.5-397b-a17b,3,1,20,True,True,False,False,miss,2638,2,0,0.00070734,DeepInfra,
3443dd9a,qwen/qwen3.5-397b-a17b,3,1,25,False,False,The video shows the video shows,,unparseable,2638,7,0,0.00072234,DeepInfra,
345712e3,qwen/qwen3.5-397b-a17b,3,1,45,False,False,The video shows the video shows,,unparseable,2638,7,0,0.00072234,DeepInfra,
372f824e,qwen/qwen3.5-397b-a17b,3,1,136,True,True,False,False,miss,2638,2,0,0.00070734,DeepInfra,
3f286db0,qwen/qwen3.5-397b-a17b,3,1,36,True,True,True,True,hit,2638,2,0,0.00070734,DeepInfra,
40a9e9bd,qwen/qwen3.5-397b-a17b,3,1,31,False,False,The provided image contains the provided image,,unparseable,2638,8,0,0.00072534,DeepInfra,
417daed4,qwen/qwen3.5-397b-a17b,3,1,66,True,True,True,True,hit,2638,2,0,0.00070734,DeepInfra,
45cedc41,qwen/qwen3.5-397b-a17b,3,1,48,True,True,True,True,hit,2638,2,0,0.00070734,DeepInfra,
474c5bb4,qwen/qwen3.5-397b-a17b,3,1,35,False,False,The video shows the video shows,,unparseable,2638,7,0,0.00072234,DeepInfra,
4cc6b80a,qwen/qwen3.5-397b-a17b,3,1,43,False,False,The video shows the movement of the movement of the movement of the movement,,unparseable,2638,15,0,0.00074634,DeepInfra,
502e5472,qwen/qwen3.5-397b-a17b,3,1,2,True,True,True,True,hit,2638,2,0,0.00070734,DeepInfra,
5353ce60,qwen/qwen3.5-397b-a17b,3,1,21,False,False,False,False,correct_rejection,2638,2,0,0.00070734,DeepInfra,
5bbb9735,qwen/qwen3.5-397b-a17b,3,1,38,True,True,The user wants me to track the positions of the positions of the positions of the positions of the positions,,unparseable,2638,21,0,0.00076434,DeepInfra,
