trial_id,model,n_objects,n_cued,seed,probe_on_target,probe_is_target,response,predicted,outcome,cost,error
eeb069ee,qwen/qwen3.8-max,8,1,4,True,True,False,False,miss,0.02993,
334d4feb,qwen/qwen3.8-max,8,1,5,True,True,False,False,miss,0.030728,
62b32af4,qwen/qwen3.8-max,8,1,6,True,True,False,False,miss,0.030236,
ddd6ead3,qwen/qwen3.8-max,8,1,10,False,False,False,False,correct_rejection,0.029876,
9198ae18,qwen/qwen3.8-max,8,1,8,True,True,False,False,miss,0.032156,
bc291e69,qwen/qwen3.8-max,8,1,9,True,True,True,True,hit,0.033302,
88a96037,qwen/qwen3.8-max,8,1,7,True,True,True,True,hit,0.035762,
1a48961e,qwen/qwen3.8-max,8,1,12,False,False,False,False,correct_rejection,0.029084,
6298d83d,qwen/qwen3.8-max,8,1,11,False,False,False,False,correct_rejection,0.03506,
49cd862a,qwen/qwen3.8-max,8,1,15,False,False,False,False,correct_rejection,0.03212,
f9aa3eee,qwen/qwen3.8-max,8,1,16,False,False,False,False,correct_rejection,0.03233,
9dd92b33,qwen/qwen3.8-max,8,1,17,False,False,True,True,false_alarm,0.0308,
99487729,qwen/qwen3.8-max,8,1,18,False,False,False,False,correct_rejection,0.029396,
4627abae,qwen/qwen3.8-max,8,1,14,False,False,True,True,false_alarm,0.037004,
4af3ec2a,qwen/qwen3.8-max,8,1,13,False,False,False,False,correct_rejection,0.03596,
048fcc57,qwen/qwen3.8-max,8,1,19,False,False,False,False,correct_rejection,0.030122,
ac8b93da,qwen/qwen3.8-max,8,3,0,True,True,False,False,miss,0.031156,
44d4d74b,qwen/qwen3.8-max,8,3,1,True,True,True,True,hit,0.030418,
b570d68e,qwen/qwen3.8-max,8,3,2,True,True,True,True,hit,0.030454,
fb579b0a,qwen/qwen3.8-max,8,3,3,True,True,False,False,miss,0.029344,
c8d4b576,qwen/qwen3.8-max,8,3,5,True,True,False,False,miss,0.031918,
bccde766,qwen/qwen3.8-max,8,3,8,True,True,False,False,miss,0.030196,
1d90e7a7,qwen/qwen3.8-max,8,3,4,True,True,False,False,miss,0.033766,
a666c044,qwen/qwen3.8-max,8,3,10,False,False,True,True,false_alarm,0.030022,
5523b36f,qwen/qwen3.8-max,8,3,12,False,False,False,False,correct_rejection,0.028948,
844b9b41,qwen/qwen3.8-max,8,3,7,True,True,True,True,hit,0.034354,
487280d0,qwen/qwen3.8-max,8,3,9,True,True,True,True,hit,0.033022,
2addc044,qwen/qwen3.8-max,8,3,6,True,True,False,False,miss,0.03568,
aa097a3f,qwen/qwen3.8-max,8,3,11,False,False,False,False,correct_rejection,0.033304,
e28b5c34,qwen/qwen3.8-max,8,3,13,False,False,False,False,correct_rejection,0.034534,
2cdc57fd,qwen/qwen3.8-max,8,3,15,False,False,False,False,correct_rejection,0.030634,
5d50fd4b,qwen/qwen3.8-max,8,3,16,False,False,True,True,false_alarm,0.030934,
5a7cd5ed,qwen/qwen3.8-max,8,3,14,False,False,False,False,correct_rejection,0.032446,
c45023ee,qwen/qwen3.8-max,8,3,18,False,False,False,False,correct_rejection,0.02992,
11826b78,qwen/qwen3.8-max,8,3,17,False,False,False,False,correct_rejection,0.032158,
87ac2ef4,qwen/qwen3.8-max,10,1,1,True,True,False,False,miss,0.030374,
de895dc2,qwen/qwen3.8-max,10,1,2,True,True,False,False,miss,0.029954,
b9826a03,qwen/qwen3.8-max,8,3,19,False,False,False,False,correct_rejection,0.03295,
38ac04f0,qwen/qwen3.8-max,10,1,0,True,True,False,False,miss,0.032264,
d8c426ac,qwen/qwen3.8-max,10,1,3,True,True,False,False,miss,0.027182,
b3580b69,qwen/qwen3.8-max,10,1,5,True,True,False,False,miss,0.029696,
2fee0542,qwen/qwen3.8-max,10,1,4,True,True,False,False,miss,0.030194,
8b720bec,qwen/qwen3.8-max,10,1,6,True,True,False,False,miss,0.030326,
0d0cf740,qwen/qwen3.8-max,10,1,11,False,False,False,False,correct_rejection,0.028958,
632f4151,qwen/qwen3.8-max,10,1,10,False,False,False,False,correct_rejection,0.02951,
233d5512,qwen/qwen3.8-max,10,1,8,True,True,False,False,miss,0.032108,
bd5450b3,qwen/qwen3.8-max,10,1,12,False,False,False,False,correct_rejection,0.030584,
207ff7df,qwen/qwen3.8-max,10,1,7,True,True,False,False,miss,0.034292,
c19f400a,qwen/qwen3.8-max,10,1,13,False,False,False,False,correct_rejection,0.029876,
34923eca,qwen/qwen3.8-max,10,1,15,False,False,False,False,correct_rejection,0.029942,
5cc3bba0,qwen/qwen3.8-max,10,1,14,False,False,False,False,correct_rejection,0.031196,
594db302,qwen/qwen3.8-max,10,1,16,False,False,False,False,correct_rejection,0.029666,
6f048468,qwen/qwen3.8-max,10,1,19,False,False,False,False,correct_rejection,0.028274,
91dc48f8,qwen/qwen3.8-max,10,1,17,False,False,False,False,correct_rejection,0.032252,
5a3e6907,qwen/qwen3.8-max,10,1,18,False,False,False,False,correct_rejection,0.03209,
270ecd7d,qwen/qwen3.8-max,10,3,2,True,True,False,False,miss,0.031108,
70ca2c99,qwen/qwen3.8-max,10,3,1,True,True,False,False,miss,0.031738,
b4427b75,qwen/qwen3.8-max,10,3,0,True,True,False,False,miss,0.033574,
33cf26e0,qwen/qwen3.8-max,10,3,5,True,True,True,True,hit,0.02962,
379fec7a,qwen/qwen3.8-max,10,3,6,True,True,False,False,miss,0.03025,
dbb6e400,qwen/qwen3.8-max,10,3,7,True,True,True,True,hit,0.029122,
b12f4951,qwen/qwen3.8-max,10,3,4,True,True,True,True,hit,0.033052,
260e3594,qwen/qwen3.8-max,10,3,8,True,True,False,False,miss,0.032398,
7cce85fb,qwen/qwen3.8-max,10,3,10,False,False,False,False,correct_rejection,0.030808,
45e11cfc,qwen/qwen3.8-max,10,3,3,True,True,False,False,miss,0.039886,
b6c05491,qwen/qwen3.8-max,10,3,11,False,False,False,False,correct_rejection,0.03067,
7081878d,qwen/qwen3.8-max,10,3,9,True,True,False,False,miss,0.034282,
05c8cfc6,qwen/qwen3.8-max,10,3,12,False,False,False,False,correct_rejection,0.030868,
56476a1f,qwen/qwen3.8-max,10,3,15,False,False,False,False,correct_rejection,0.029044,
66a2cb97,qwen/qwen3.8-max,10,3,13,False,False,False,False,correct_rejection,0.031492,
e2554077,qwen/qwen3.8-max,10,3,16,False,False,False,False,correct_rejection,0.028156,
b5e7dada,qwen/qwen3.8-max,10,3,14,False,False,True,True,false_alarm,0.03574,
3f6de441,qwen/qwen3.8-max,10,3,19,False,False,True,True,false_alarm,0.028684,
af4e6761,qwen/qwen3.8-max,10,3,18,False,False,False,False,correct_rejection,0.029914,
08d67c92,qwen/qwen3.8-max,10,5,0,True,True,True,True,hit,0.031372,
eddaba89,qwen/qwen3.8-max,10,3,17,False,False,False,False,correct_rejection,0.03415,
4d0f2304,qwen/qwen3.8-max,10,5,1,True,True,False,False,miss,0.031504,
6fd8e02f,qwen/qwen3.8-max,10,5,4,True,True,True,True,hit,0.030202,
d8b53577,qwen/qwen3.8-max,10,5,3,True,True,False,False,miss,0.030892,
06912520,qwen/qwen3.8-max,10,5,5,True,True,True,True,hit,0.030328,
4b22645c,qwen/qwen3.8-max,10,5,2,True,True,False,False,miss,0.035992,
85b79850,qwen/qwen3.8-max,10,5,6,True,True,False,False,miss,0.029146,
45125b16,qwen/qwen3.8-max,10,5,7,True,True,False,False,miss,0.029482,
8fc6977a,qwen/qwen3.8-max,10,5,12,False,False,False,False,correct_rejection,0.029746,
c843963e,qwen/qwen3.8-max,10,5,11,False,False,False,False,correct_rejection,0.030394,
f87c6835,qwen/qwen3.8-max,10,5,8,True,True,True,True,hit,0.035386,
4de951e5,qwen/qwen3.8-max,10,5,10,False,False,False,False,correct_rejection,0.031774,
64e22956,qwen/qwen3.8-max,10,5,13,False,False,False,False,correct_rejection,0.030874,
a8080fff,qwen/qwen3.8-max,10,5,16,False,False,True,True,false_alarm,0.028582,
e01bddfd,qwen/qwen3.8-max,10,5,14,False,False,True,True,false_alarm,0.032422,
7bff5fce,qwen/qwen3.8-max,10,5,9,True,True,False,False,miss,0.035092,
82333bfb,qwen/qwen3.8-max,10,5,17,False,False,False,False,correct_rejection,0.033172,
f59100a4,qwen/qwen3.8-max,10,5,15,False,False,False,False,correct_rejection,0.033694,
b8ff4aec,qwen/qwen3.8-max,10,5,18,False,False,False,False,correct_rejection,0.034228,
d943df2c,qwen/qwen3.8-max,10,5,19,False,False,True,True,false_alarm,0.034648,
3ba38249,qwen/qwen3.8-max,2,1,10,False,False,True,True,false_alarm,0.031688,
5905f919,qwen/qwen3.8-max,6,3,8,True,True,False,False,miss,0.032218,
5cd73907,qwen/qwen3.8-max,10,1,9,True,True,True,True,hit,0.035912,
