trial_id,model,n_objects,redirect_condition,speed_condition,variant,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,output_tokens,generation_time_s,error
52775d1e,google/gemma-4-31b-it-local,5,fast,fast,native,12,False,False,False,False,correct_rejection,2528,2,1.7054107189178467,
55c49120,google/gemma-4-31b-it-local,3,fast,fast,native,19,False,False,True,True,false_alarm,2528,2,1.7052929401397705,
59488522,google/gemma-4-31b-it-local,4,fast,fast,native,17,False,False,True,True,false_alarm,2528,2,1.7016403675079346,
5a3f81bc,google/gemma-4-31b-it-local,3,fast,fast,native,2,True,True,True,True,hit,2528,2,1.69339919090271,
604f73cf,google/gemma-4-31b-it-local,3,fast,fast,native,5,True,True,True,True,hit,2528,2,1.6960504055023193,
67fdf201,google/gemma-4-31b-it-local,5,fast,fast,native,8,True,True,False,False,miss,2528,2,1.7035324573516846,
6f88f5d8,google/gemma-4-31b-it-local,4,fast,fast,native,4,True,True,True,True,hit,2528,2,1.7066056728363037,
764498a6,google/gemma-4-31b-it-local,4,fast,fast,native,12,False,False,False,False,correct_rejection,2528,2,1.6961164474487305,
775ea7b2,google/gemma-4-31b-it-local,5,fast,fast,native,3,True,True,False,False,miss,2528,2,1.6996753215789795,
7888d68f,google/gemma-4-31b-it-local,5,fast,fast,native,16,False,False,False,False,correct_rejection,2528,2,1.7081835269927979,
86985a33,google/gemma-4-31b-it-local,4,fast,fast,native,0,True,True,True,True,hit,2528,2,1.6960217952728271,
8c086ac7,google/gemma-4-31b-it-local,5,fast,fast,native,14,False,False,False,False,correct_rejection,2528,2,1.7035737037658691,
906a91e5,google/gemma-4-31b-it-local,4,fast,fast,native,5,True,True,True,True,hit,2528,2,1.699563980102539,
937481aa,google/gemma-4-31b-it-local,5,fast,fast,native,19,False,False,True,True,false_alarm,2528,2,1.6988236904144287,
94e98d10,google/gemma-4-31b-it-local,5,fast,fast,native,11,False,False,False,False,correct_rejection,2528,2,1.7084617614746094,
988ff2f6,google/gemma-4-31b-it-local,4,fast,fast,native,15,False,False,True,True,false_alarm,2528,2,1.6974754333496094,
9933ea9b,google/gemma-4-31b-it-local,4,fast,fast,native,2,True,True,True,True,hit,2528,2,1.7094130516052246,
9a86d144,google/gemma-4-31b-it-local,3,fast,fast,native,17,False,False,False,False,correct_rejection,2528,2,1.6978752613067627,
9b34abb7,google/gemma-4-31b-it-local,3,fast,fast,native,11,False,False,False,False,correct_rejection,2528,2,1.6992154121398926,
9f3d3992,google/gemma-4-31b-it-local,3,fast,fast,native,16,False,False,False,False,correct_rejection,2528,2,1.7025861740112305,
a5e40b2d,google/gemma-4-31b-it-local,5,fast,fast,native,1,True,True,True,True,hit,2528,2,1.7083261013031006,
a6407c27,google/gemma-4-31b-it-local,5,fast,fast,native,13,False,False,False,False,correct_rejection,2528,2,1.6993348598480225,
b0b43e9a,google/gemma-4-31b-it-local,4,fast,fast,native,3,True,True,True,True,hit,2528,2,1.7102887630462646,
b0dbc7a7,google/gemma-4-31b-it-local,5,fast,fast,native,10,False,False,False,False,correct_rejection,2528,2,1.7057592868804932,
b607b37e,google/gemma-4-31b-it-local,3,fast,fast,native,1,True,True,True,True,hit,2528,2,1.711026906967163,
ba437251,google/gemma-4-31b-it-local,3,fast,fast,native,13,False,False,False,False,correct_rejection,2528,2,1.706996202468872,
bad35494,google/gemma-4-31b-it-local,4,fast,fast,native,11,False,False,False,False,correct_rejection,2528,2,1.7119295597076416,
c8a9a39b,google/gemma-4-31b-it-local,5,fast,fast,native,18,False,False,False,False,correct_rejection,2528,2,1.7063474655151367,
cd9e4862,google/gemma-4-31b-it-local,5,fast,fast,native,4,True,True,False,False,miss,2528,2,1.7058377265930176,
ceb7c87c,google/gemma-4-31b-it-local,3,fast,fast,native,0,True,True,True,True,hit,2528,2,1.7029485702514648,
cf93f8b0,google/gemma-4-31b-it-local,5,fast,fast,native,5,True,True,True,True,hit,2528,2,1.715536117553711,
d09eba9b,google/gemma-4-31b-it-local,3,fast,fast,native,18,False,False,False,False,correct_rejection,2528,2,1.7067880630493164,
d88f1270,google/gemma-4-31b-it-local,4,fast,fast,native,14,False,False,False,False,correct_rejection,2528,2,1.704561471939087,
dee80b16,google/gemma-4-31b-it-local,3,fast,fast,native,14,False,False,False,False,correct_rejection,2528,2,1.7124443054199219,
e56b2637,google/gemma-4-31b-it-local,4,fast,fast,native,19,False,False,False,False,correct_rejection,2528,2,1.7126567363739014,
e83aa171,google/gemma-4-31b-it-local,4,fast,fast,native,6,True,True,False,False,miss,2528,2,1.713144063949585,
eadefcc2,google/gemma-4-31b-it-local,3,fast,fast,native,12,False,False,False,False,correct_rejection,2528,2,1.7130773067474365,
f177f4ff,google/gemma-4-31b-it-local,4,fast,fast,native,10,False,False,True,True,false_alarm,2528,2,1.71409273147583,
f3afc761,google/gemma-4-31b-it-local,5,fast,fast,native,0,True,True,False,False,miss,2528,2,1.7139208316802979,
f99a86a0,google/gemma-4-31b-it-local,5,fast,fast,native,9,True,True,True,True,hit,2528,2,1.7125024795532227,
