trial_id,model,seed,n_circles,n_cued,fps,speed_px_s,tracking_s,total_duration_s,cued_letters,predicted_letters,exact_match,correct_count,precision,recall,error
873c0022,qwen/qwen3.5-flash-02-23,1,5,1,4,70.0,8.0,12.0,E,D,False,True,0.0,0.0,
151b2b36,qwen/qwen3.5-flash-02-23,8,5,1,4,70.0,8.0,12.0,B,D,False,True,0.0,0.0,
64dad958,qwen/qwen3.5-flash-02-23,5,5,1,4,70.0,8.0,12.0,D,D,True,True,1.0,1.0,
19771666,qwen/qwen3.5-flash-02-23,3,5,1,4,70.0,8.0,12.0,C,A,False,True,0.0,0.0,
92ab1f57,qwen/qwen3.5-flash-02-23,6,5,1,4,70.0,8.0,12.0,C,B,False,True,0.0,0.0,
67097910,qwen/qwen3.5-flash-02-23,9,5,1,4,70.0,8.0,12.0,E,E,True,True,1.0,1.0,
7b570c8c,qwen/qwen3.5-flash-02-23,2,5,1,4,70.0,10.0,14.0,D,C,False,True,0.0,0.0,
484bb4ab,qwen/qwen3.5-flash-02-23,1,5,1,4,70.0,10.0,14.0,E,D,False,True,0.0,0.0,
7f18a2fb,qwen/qwen3.5-flash-02-23,5,5,1,4,70.0,10.0,14.0,D,B,False,True,0.0,0.0,
f52cea2f,qwen/qwen3.5-flash-02-23,9,5,1,4,70.0,6.0,10.0,E,D,False,True,0.0,0.0,
3f7480d2,qwen/qwen3.5-flash-02-23,9,5,1,4,70.0,10.0,14.0,E,E,True,True,1.0,1.0,
1abe1ac6,qwen/qwen3.5-flash-02-23,4,5,1,4,70.0,8.0,12.0,D,C,False,True,0.0,0.0,
276aa9eb,qwen/qwen3.5-flash-02-23,1,5,1,4,70.0,12.0,16.0,E,D,False,True,0.0,0.0,
222597e9,qwen/qwen3.5-flash-02-23,7,5,1,4,70.0,10.0,14.0,B,B,True,True,1.0,1.0,
6cf3c0bd,qwen/qwen3.5-flash-02-23,2,5,1,4,70.0,12.0,16.0,D,C,False,True,0.0,0.0,
12b5dde2,qwen/qwen3.5-flash-02-23,0,5,1,4,70.0,10.0,14.0,E,E,True,True,1.0,1.0,
8049ce57,qwen/qwen3.5-flash-02-23,4,5,1,4,70.0,10.0,14.0,D,B,False,True,0.0,0.0,
9eba8d59,qwen/qwen3.5-flash-02-23,5,5,1,4,70.0,12.0,16.0,D,B,False,True,0.0,0.0,
de5139c4,qwen/qwen3.5-flash-02-23,8,5,1,4,70.0,10.0,14.0,B,D,False,True,0.0,0.0,
9eca3f37,qwen/qwen3.5-flash-02-23,0,5,1,4,87.5,4.0,8.0,E,E,True,True,1.0,1.0,
a5748e2d,qwen/qwen3.5-flash-02-23,3,5,1,4,70.0,10.0,14.0,C,B,False,True,0.0,0.0,
8e166da5,qwen/qwen3.5-flash-02-23,7,5,1,4,70.0,12.0,16.0,B,A,False,True,0.0,0.0,
47b27e11,qwen/qwen3.5-flash-02-23,4,5,1,4,70.0,12.0,16.0,D,"A,D",False,False,0.5,1.0,
4c2c7a4f,qwen/qwen3.5-flash-02-23,6,5,1,4,70.0,10.0,14.0,C,C,True,True,1.0,1.0,
c1f15e91,qwen/qwen3.5-flash-02-23,6,5,1,4,70.0,12.0,16.0,C,A,False,True,0.0,0.0,
58cc6560,qwen/qwen3.5-flash-02-23,3,5,1,4,70.0,12.0,16.0,C,B,False,True,0.0,0.0,
8dac1552,qwen/qwen3.5-flash-02-23,1,5,1,4,87.5,4.0,8.0,E,E,True,True,1.0,1.0,
bd8a5377,qwen/qwen3.5-flash-02-23,7,5,1,4,87.5,4.0,8.0,B,B,True,True,1.0,1.0,
defe44e5,qwen/qwen3.5-flash-02-23,3,5,1,4,87.5,4.0,8.0,C,A,False,True,0.0,0.0,
120f5c0b,qwen/qwen3.5-flash-02-23,9,5,1,4,70.0,12.0,16.0,E,E,True,True,1.0,1.0,
b037d5ef,qwen/qwen3.5-flash-02-23,0,5,1,4,87.5,6.0,10.0,E,E,True,True,1.0,1.0,
fac341b7,qwen/qwen3.5-flash-02-23,0,5,1,4,70.0,12.0,16.0,E,E,True,True,1.0,1.0,
97ca75ae,qwen/qwen3.5-flash-02-23,8,5,1,4,87.5,4.0,8.0,B,B,True,True,1.0,1.0,
b0b37b05,qwen/qwen3.5-flash-02-23,8,5,1,4,70.0,12.0,16.0,B,D,False,True,0.0,0.0,
7055d2e7,qwen/qwen3.5-flash-02-23,9,5,1,4,87.5,4.0,8.0,E,E,True,True,1.0,1.0,
d1676fd1,qwen/qwen3.5-flash-02-23,2,5,1,4,87.5,4.0,8.0,D,A,False,True,0.0,0.0,
bcc43530,qwen/qwen3.5-flash-02-23,5,5,1,4,87.5,4.0,8.0,D,E,False,True,0.0,0.0,
c50e44c4,qwen/qwen3.5-flash-02-23,6,5,1,4,87.5,6.0,10.0,C,B,False,True,0.0,0.0,
48b35298,qwen/qwen3.5-flash-02-23,6,5,1,4,87.5,4.0,8.0,C,C,True,True,1.0,1.0,
979f6ee8,qwen/qwen3.5-flash-02-23,4,5,1,4,87.5,4.0,8.0,D,D,True,True,1.0,1.0,
af0aaa9f,qwen/qwen3.5-flash-02-23,1,5,1,4,87.5,6.0,10.0,E,D,False,True,0.0,0.0,
11ff76fe,qwen/qwen3.5-flash-02-23,5,5,1,4,87.5,6.0,10.0,D,B,False,True,0.0,0.0,
af80316e,qwen/qwen3.5-flash-02-23,7,5,1,4,87.5,6.0,10.0,B,B,True,True,1.0,1.0,
413c4d0d,qwen/qwen3.5-flash-02-23,2,5,1,4,87.5,6.0,10.0,D,A,False,True,0.0,0.0,
c47ab884,qwen/qwen3.5-flash-02-23,8,5,1,4,87.5,6.0,10.0,B,B,True,True,1.0,1.0,
9f2fc0c6,qwen/qwen3.5-flash-02-23,3,5,1,4,87.5,6.0,10.0,C,B,False,True,0.0,0.0,
24fb0806,qwen/qwen3.5-flash-02-23,0,5,1,4,87.5,8.0,12.0,E,E,True,True,1.0,1.0,
5336be7a,qwen/qwen3.5-flash-02-23,9,5,1,4,87.5,6.0,10.0,E,E,True,True,1.0,1.0,
8bbd2e5c,qwen/qwen3.5-flash-02-23,4,5,1,4,87.5,6.0,10.0,D,C,False,True,0.0,0.0,
59b9dc21,qwen/qwen3.5-flash-02-23,1,5,1,4,87.5,8.0,12.0,E,E,True,True,1.0,1.0,
956a9427,qwen/qwen3.5-flash-02-23,5,5,1,4,87.5,8.0,12.0,D,B,False,True,0.0,0.0,
c12ecf74,qwen/qwen3.5-flash-02-23,8,5,1,4,87.5,8.0,12.0,B,C,False,True,0.0,0.0,
ce0b1c8d,qwen/qwen3.5-flash-02-23,3,5,1,4,87.5,8.0,12.0,C,B,False,True,0.0,0.0,
8b8414fc,qwen/qwen3.5-flash-02-23,7,5,1,4,87.5,8.0,12.0,B,B,True,True,1.0,1.0,
472bd1a8,qwen/qwen3.5-flash-02-23,2,5,1,4,87.5,8.0,12.0,D,C,False,True,0.0,0.0,
9dcb8d52,qwen/qwen3.5-flash-02-23,6,5,1,4,87.5,8.0,12.0,C,A,False,True,0.0,0.0,
cbe87dc1,qwen/qwen3.5-flash-02-23,4,5,1,4,87.5,8.0,12.0,D,B,False,True,0.0,0.0,
d1ffd042,qwen/qwen3.5-flash-02-23,5,5,1,4,87.5,10.0,14.0,D,D,True,True,1.0,1.0,
6695e7cc,qwen/qwen3.5-flash-02-23,1,5,1,4,87.5,10.0,14.0,E,A,False,True,0.0,0.0,
383a352d,qwen/qwen3.5-flash-02-23,6,5,1,4,87.5,10.0,14.0,C,A,False,True,0.0,0.0,
3dfa4726,qwen/qwen3.5-flash-02-23,8,5,1,4,87.5,10.0,14.0,B,C,False,True,0.0,0.0,
9a83f91e,qwen/qwen3.5-flash-02-23,0,5,1,4,87.5,12.0,16.0,E,D,False,True,0.0,0.0,
48d72eea,qwen/qwen3.5-flash-02-23,0,5,1,4,87.5,10.0,14.0,E,D,False,True,0.0,0.0,
db3b70ea,qwen/qwen3.5-flash-02-23,3,5,1,4,87.5,10.0,14.0,C,B,False,True,0.0,0.0,
8ada46a2,qwen/qwen3.5-flash-02-23,9,5,1,4,87.5,8.0,12.0,E,E,True,True,1.0,1.0,
c0b8cbbc,qwen/qwen3.5-flash-02-23,4,5,1,4,87.5,10.0,14.0,D,B,False,True,0.0,0.0,
254a61a7,qwen/qwen3.5-flash-02-23,2,5,1,4,87.5,10.0,14.0,D,C,False,True,0.0,0.0,
64c745f4,qwen/qwen3.5-flash-02-23,7,5,1,4,87.5,10.0,14.0,B,B,True,True,1.0,1.0,
aa796cfb,qwen/qwen3.5-flash-02-23,1,5,1,4,87.5,12.0,16.0,E,A,False,True,0.0,0.0,
032fceef,qwen/qwen3.5-flash-02-23,0,5,1,4,105.0,4.0,8.0,E,E,True,True,1.0,1.0,
d183feef,qwen/qwen3.5-flash-02-23,3,5,1,4,87.5,12.0,16.0,C,A,False,True,0.0,0.0,
f93aa287,qwen/qwen3.5-flash-02-23,9,5,1,4,87.5,10.0,14.0,E,E,True,True,1.0,1.0,
2f00fb4b,qwen/qwen3.5-flash-02-23,8,5,1,4,87.5,12.0,16.0,B,C,False,True,0.0,0.0,
187ab1e4,qwen/qwen3.5-flash-02-23,5,5,1,4,87.5,12.0,16.0,D,D,True,True,1.0,1.0,
a5ccb3bc,qwen/qwen3.5-flash-02-23,4,5,1,4,87.5,12.0,16.0,D,C,False,True,0.0,0.0,
876d4355,qwen/qwen3.5-flash-02-23,1,5,1,4,105.0,4.0,8.0,E,E,True,True,1.0,1.0,
1d503f3d,qwen/qwen3.5-flash-02-23,2,5,1,4,87.5,12.0,16.0,D,E,False,True,0.0,0.0,
193f0596,qwen/qwen3.5-flash-02-23,4,5,1,4,105.0,4.0,8.0,D,B,False,True,0.0,0.0,
9a549a1c,qwen/qwen3.5-flash-02-23,6,5,1,4,87.5,12.0,16.0,C,A,False,True,0.0,0.0,
1e68ed7b,qwen/qwen3.5-flash-02-23,7,5,1,4,87.5,12.0,16.0,B,A,False,True,0.0,0.0,
ac3f3a5b,qwen/qwen3.5-flash-02-23,3,5,1,4,105.0,4.0,8.0,C,A,False,True,0.0,0.0,
1f5aea72,qwen/qwen3.5-flash-02-23,9,5,1,4,87.5,12.0,16.0,E,B,False,True,0.0,0.0,
65bc6f32,qwen/qwen3.5-flash-02-23,5,5,1,4,105.0,4.0,8.0,D,B,False,True,0.0,0.0,
e4bd06a8,qwen/qwen3.5-flash-02-23,7,5,1,4,105.0,4.0,8.0,B,B,True,True,1.0,1.0,
2eb1def4,qwen/qwen3.5-flash-02-23,0,5,1,4,105.0,6.0,10.0,E,E,True,True,1.0,1.0,
aa143383,qwen/qwen3.5-flash-02-23,6,5,1,4,105.0,4.0,8.0,C,B,False,True,0.0,0.0,
085b3988,qwen/qwen3.5-flash-02-23,8,5,1,4,105.0,4.0,8.0,B,B,True,True,1.0,1.0,
7fb1f3a1,qwen/qwen3.5-flash-02-23,1,5,1,4,105.0,6.0,10.0,E,E,True,True,1.0,1.0,
9a058dc3,qwen/qwen3.5-flash-02-23,2,5,1,4,105.0,4.0,8.0,D,A,False,True,0.0,0.0,
341a9dcc,qwen/qwen3.5-flash-02-23,7,5,1,4,105.0,6.0,10.0,B,B,True,True,1.0,1.0,
cadb4afb,qwen/qwen3.5-flash-02-23,9,5,1,4,105.0,4.0,8.0,E,E,True,True,1.0,1.0,
77dcaefa,qwen/qwen3.5-flash-02-23,9,5,1,4,105.0,6.0,10.0,E,E,True,True,1.0,1.0,
23fd84f1,qwen/qwen3.5-flash-02-23,5,5,1,4,105.0,6.0,10.0,D,B,False,True,0.0,0.0,
a98b0197,qwen/qwen3.5-flash-02-23,6,5,1,4,105.0,6.0,10.0,C,B,False,True,0.0,0.0,
258ef8b9,qwen/qwen3.5-flash-02-23,2,5,1,4,105.0,8.0,12.0,D,E,False,True,0.0,0.0,
d8cc7e40,qwen/qwen3.5-flash-02-23,8,5,1,4,105.0,6.0,10.0,B,B,True,True,1.0,1.0,
770805a7,qwen/qwen3.5-flash-02-23,3,5,1,4,105.0,6.0,10.0,C,C,True,True,1.0,1.0,
bbf3daf0,qwen/qwen3.5-flash-02-23,4,5,1,4,105.0,6.0,10.0,D,D,True,True,1.0,1.0,
3247ff95,qwen/qwen3.5-flash-02-23,2,5,1,4,105.0,6.0,10.0,D,D,True,True,1.0,1.0,
74d3658c,qwen/qwen3.5-flash-02-23,0,5,1,4,105.0,8.0,12.0,E,D,False,True,0.0,0.0,
fb1fa7f2,qwen/qwen3.5-flash-02-23,0,5,1,4,105.0,10.0,14.0,E,D,False,True,0.0,0.0,
7fce085d,qwen/qwen3.5-flash-02-23,5,5,1,4,105.0,8.0,12.0,D,A,False,True,0.0,0.0,
dc0c16fd,qwen/qwen3.5-flash-02-23,3,5,1,4,105.0,8.0,12.0,C,C,True,True,1.0,1.0,
1a9f7b8d,qwen/qwen3.5-flash-02-23,1,5,1,4,105.0,8.0,12.0,E,A,False,True,0.0,0.0,
eab073b8,qwen/qwen3.5-flash-02-23,4,5,1,4,105.0,8.0,12.0,D,B,False,True,0.0,0.0,
4397ef0f,qwen/qwen3.5-flash-02-23,1,5,1,4,105.0,10.0,14.0,E,A,False,True,0.0,0.0,
2f3f1a8b,qwen/qwen3.5-flash-02-23,5,5,1,4,105.0,10.0,14.0,D,D,True,True,1.0,1.0,
0a06d006,qwen/qwen3.5-flash-02-23,6,5,1,4,105.0,8.0,12.0,C,A,False,True,0.0,0.0,
197ffde7,qwen/qwen3.5-flash-02-23,3,5,1,4,105.0,10.0,14.0,C,A,False,True,0.0,0.0,
fcd97f80,qwen/qwen3.5-flash-02-23,8,5,1,4,105.0,10.0,14.0,B,C,False,True,0.0,0.0,
f84837b5,qwen/qwen3.5-flash-02-23,7,5,1,4,105.0,10.0,14.0,B,A,False,True,0.0,0.0,
b602b8e8,qwen/qwen3.5-flash-02-23,8,5,1,4,105.0,8.0,12.0,B,B,True,True,1.0,1.0,
c80ab1db,qwen/qwen3.5-flash-02-23,7,5,1,4,105.0,8.0,12.0,B,B,True,True,1.0,1.0,
e3852686,qwen/qwen3.5-flash-02-23,2,5,1,4,105.0,10.0,14.0,D,E,False,True,0.0,0.0,
a858de72,qwen/qwen3.5-flash-02-23,0,5,1,4,105.0,12.0,16.0,E,D,False,True,0.0,0.0,
c6601259,qwen/qwen3.5-flash-02-23,6,5,1,4,105.0,12.0,16.0,C,E,False,True,0.0,0.0,
74cf6e96,qwen/qwen3.5-flash-02-23,6,5,1,4,105.0,10.0,14.0,C,E,False,True,0.0,0.0,
b8d90e11,qwen/qwen3.5-flash-02-23,4,5,1,4,105.0,10.0,14.0,D,B,False,True,0.0,0.0,
13b1631e,qwen/qwen3.5-flash-02-23,4,5,1,4,105.0,12.0,16.0,D,B,False,True,0.0,0.0,
bb9dd7f5,qwen/qwen3.5-flash-02-23,9,5,1,4,105.0,8.0,12.0,E,E,True,True,1.0,1.0,
3a996a4f,qwen/qwen3.5-flash-02-23,7,5,1,4,105.0,12.0,16.0,B,A,False,True,0.0,0.0,
72a3e070,qwen/qwen3.5-flash-02-23,9,5,1,4,105.0,10.0,14.0,E,A,False,True,0.0,0.0,
69210d69,qwen/qwen3.5-flash-02-23,1,5,1,4,122.5,4.0,8.0,E,E,True,True,1.0,1.0,
1e896a9f,qwen/qwen3.5-flash-02-23,0,5,1,4,122.5,4.0,8.0,E,E,True,True,1.0,1.0,
55db9c29,qwen/qwen3.5-flash-02-23,2,5,1,4,105.0,12.0,16.0,D,E,False,True,0.0,0.0,
71f6ecad,qwen/qwen3.5-flash-02-23,1,5,1,4,105.0,12.0,16.0,E,"A,B,C,D,E",False,False,0.2,1.0,
81e6a06a,qwen/qwen3.5-flash-02-23,3,5,1,4,105.0,12.0,16.0,C,A,False,True,0.0,0.0,
598e2a3f,qwen/qwen3.5-flash-02-23,5,5,1,4,105.0,12.0,16.0,D,D,True,True,1.0,1.0,
ca45a143,qwen/qwen3.5-flash-02-23,2,5,1,4,122.5,4.0,8.0,D,D,True,True,1.0,1.0,
e516ace7,qwen/qwen3.5-flash-02-23,7,5,1,4,122.5,4.0,8.0,B,B,True,True,1.0,1.0,
2d883876,qwen/qwen3.5-flash-02-23,9,5,1,4,105.0,12.0,16.0,E,A,False,True,0.0,0.0,
389a9607,qwen/qwen3.5-flash-02-23,8,5,1,4,105.0,12.0,16.0,B,C,False,True,0.0,0.0,
cb46ae1d,qwen/qwen3.5-flash-02-23,8,5,1,4,122.5,4.0,8.0,B,B,True,True,1.0,1.0,
6813a075,qwen/qwen3.5-flash-02-23,0,5,1,4,122.5,6.0,10.0,E,E,True,True,1.0,1.0,
8b2f7143,qwen/qwen3.5-flash-02-23,6,5,1,4,122.5,4.0,8.0,C,B,False,True,0.0,0.0,
347f5cd9,qwen/qwen3.5-flash-02-23,3,5,1,4,122.5,4.0,8.0,C,C,True,True,1.0,1.0,
5cb530e3,qwen/qwen3.5-flash-02-23,1,5,1,4,122.5,6.0,10.0,E,E,True,True,1.0,1.0,
ab60d42b,qwen/qwen3.5-flash-02-23,2,5,1,4,122.5,6.0,10.0,D,C,False,True,0.0,0.0,
0e70a05e,qwen/qwen3.5-flash-02-23,4,5,1,4,122.5,4.0,8.0,D,"A,B,C,D,E",False,False,0.2,1.0,
143f5c6c,qwen/qwen3.5-flash-02-23,7,5,1,4,122.5,6.0,10.0,B,B,True,True,1.0,1.0,
032b8dac,qwen/qwen3.5-flash-02-23,6,5,1,4,122.5,6.0,10.0,C,E,False,True,0.0,0.0,
4c1779b7,qwen/qwen3.5-flash-02-23,9,5,1,4,122.5,4.0,8.0,E,B,False,True,0.0,0.0,
b318bb6f,qwen/qwen3.5-flash-02-23,3,5,1,4,122.5,6.0,10.0,C,B,False,True,0.0,0.0,
c91024ee,qwen/qwen3.5-flash-02-23,0,5,1,4,122.5,8.0,12.0,E,D,False,True,0.0,0.0,
e96937e0,qwen/qwen3.5-flash-02-23,5,5,1,4,122.5,4.0,8.0,D,A,False,True,0.0,0.0,
492eba2f,qwen/qwen3.5-flash-02-23,8,5,1,4,122.5,6.0,10.0,B,C,False,True,0.0,0.0,
43b96985,qwen/qwen3.5-flash-02-23,5,5,1,4,122.5,6.0,10.0,D,B,False,True,0.0,0.0,
5cbf0c85,qwen/qwen3.5-flash-02-23,4,5,1,4,122.5,6.0,10.0,D,E,False,True,0.0,0.0,
81c2d7c6,qwen/qwen3.5-flash-02-23,2,5,1,4,122.5,8.0,12.0,D,E,False,True,0.0,0.0,
2d141461,qwen/qwen3.5-flash-02-23,1,5,1,4,122.5,8.0,12.0,E,E,True,True,1.0,1.0,
a9610227,qwen/qwen3.5-flash-02-23,9,5,1,4,122.5,6.0,10.0,E,E,True,True,1.0,1.0,
e7d6787d,qwen/qwen3.5-flash-02-23,0,5,1,4,122.5,10.0,14.0,E,D,False,True,0.0,0.0,
ef3913f9,qwen/qwen3.5-flash-02-23,3,5,1,4,122.5,8.0,12.0,C,A,False,True,0.0,0.0,
b1914a67,qwen/qwen3.5-flash-02-23,6,5,1,4,122.5,8.0,12.0,C,E,False,True,0.0,0.0,
043fe68a,qwen/qwen3.5-flash-02-23,4,5,1,4,122.5,8.0,12.0,D,C,False,True,0.0,0.0,
9f360bc9,qwen/qwen3.5-flash-02-23,8,5,1,4,122.5,8.0,12.0,B,D,False,True,0.0,0.0,
be7bebb5,qwen/qwen3.5-flash-02-23,2,5,1,4,122.5,10.0,14.0,D,E,False,True,0.0,0.0,
c66724e6,qwen/qwen3.5-flash-02-23,7,5,1,4,122.5,8.0,12.0,B,A,False,True,0.0,0.0,
af380971,qwen/qwen3.5-flash-02-23,8,5,1,4,122.5,10.0,14.0,B,C,False,True,0.0,0.0,
777670a0,qwen/qwen3.5-flash-02-23,6,5,1,4,122.5,10.0,14.0,C,E,False,True,0.0,0.0,
443a3aa4,qwen/qwen3.5-flash-02-23,4,5,1,4,122.5,10.0,14.0,D,B,False,True,0.0,0.0,
36f748f8,qwen/qwen3.5-flash-02-23,1,5,1,4,122.5,10.0,14.0,E,A,False,True,0.0,0.0,
5765e0ce,qwen/qwen3.5-flash-02-23,5,5,1,4,122.5,10.0,14.0,D,D,True,True,1.0,1.0,
78172945,qwen/qwen3.5-flash-02-23,7,5,1,4,122.5,10.0,14.0,B,C,False,True,0.0,0.0,
9ef1c520,qwen/qwen3.5-flash-02-23,3,5,1,4,122.5,10.0,14.0,C,A,False,True,0.0,0.0,
0c19e2df,qwen/qwen3.5-flash-02-23,9,5,1,4,122.5,8.0,12.0,E,B,False,True,0.0,0.0,
4084dc24,qwen/qwen3.5-flash-02-23,0,5,1,4,122.5,12.0,16.0,E,D,False,True,0.0,0.0,
20d4c3a8,qwen/qwen3.5-flash-02-23,2,5,1,4,122.5,12.0,16.0,D,E,False,True,0.0,0.0,
5f7021ad,qwen/qwen3.5-flash-02-23,3,5,1,4,122.5,12.0,16.0,C,A,False,True,0.0,0.0,
cfedf8d0,qwen/qwen3.5-flash-02-23,9,5,1,4,122.5,10.0,14.0,E,E,True,True,1.0,1.0,
eaf179f8,qwen/qwen3.5-flash-02-23,4,5,1,4,122.5,12.0,16.0,D,B,False,True,0.0,0.0,
6016f4fe,qwen/qwen3.5-flash-02-23,7,5,1,4,122.5,12.0,16.0,B,C,False,True,0.0,0.0,
5267fdc1,qwen/qwen3.5-flash-02-23,1,5,1,4,122.5,12.0,16.0,E,A,False,True,0.0,0.0,
fef176b2,qwen/qwen3.5-flash-02-23,0,5,1,4,140.0,4.0,8.0,E,E,True,True,1.0,1.0,
d8dc9c5a,qwen/qwen3.5-flash-02-23,5,5,1,4,122.5,12.0,16.0,D,E,False,True,0.0,0.0,
71308618,qwen/qwen3.5-flash-02-23,6,5,1,4,122.5,12.0,16.0,C,E,False,True,0.0,0.0,
b3bc7f3c,qwen/qwen3.5-flash-02-23,1,5,1,4,140.0,4.0,8.0,E,D,False,True,0.0,0.0,
5421085e,qwen/qwen3.5-flash-02-23,9,5,1,4,122.5,12.0,16.0,E,C,False,True,0.0,0.0,
fd88691b,qwen/qwen3.5-flash-02-23,7,5,1,4,140.0,4.0,8.0,B,B,True,True,1.0,1.0,
f698cc06,qwen/qwen3.5-flash-02-23,5,5,1,4,140.0,4.0,8.0,D,B,False,True,0.0,0.0,
185eb890,qwen/qwen3.5-flash-02-23,9,5,1,4,140.0,4.0,8.0,E,E,True,True,1.0,1.0,
e32d7a00,qwen/qwen3.5-flash-02-23,6,5,1,4,140.0,4.0,8.0,C,C,True,True,1.0,1.0,
226f6e71,qwen/qwen3.5-flash-02-23,2,5,1,4,140.0,4.0,8.0,D,C,False,True,0.0,0.0,
412b299d,qwen/qwen3.5-flash-02-23,4,5,1,4,140.0,4.0,8.0,D,D,True,True,1.0,1.0,
4bac495b,qwen/qwen3.5-flash-02-23,0,5,1,4,140.0,6.0,10.0,E,D,False,True,0.0,0.0,
f9f3e2bb,qwen/qwen3.5-flash-02-23,1,5,1,4,140.0,6.0,10.0,E,E,True,True,1.0,1.0,
21bef076,qwen/qwen3.5-flash-02-23,3,5,1,4,140.0,4.0,8.0,C,B,False,True,0.0,0.0,
ceda51f1,qwen/qwen3.5-flash-02-23,8,5,1,4,140.0,4.0,8.0,B,C,False,True,0.0,0.0,
b820188b,qwen/qwen3.5-flash-02-23,6,5,1,4,140.0,6.0,10.0,C,A,False,True,0.0,0.0,
ebdaee1e,qwen/qwen3.5-flash-02-23,4,5,1,4,140.0,6.0,10.0,D,D,True,True,1.0,1.0,
b85358f0,qwen/qwen3.5-flash-02-23,0,5,1,4,140.0,8.0,12.0,E,D,False,True,0.0,0.0,
a852b3e2,qwen/qwen3.5-flash-02-23,5,5,1,4,140.0,6.0,10.0,D,D,True,True,1.0,1.0,
70e7ae30,qwen/qwen3.5-flash-02-23,2,5,1,4,140.0,8.0,12.0,D,E,False,True,0.0,0.0,
ed6e6d81,qwen/qwen3.5-flash-02-23,8,5,1,4,140.0,6.0,10.0,B,B,True,True,1.0,1.0,
eca746c5,qwen/qwen3.5-flash-02-23,3,5,1,4,140.0,6.0,10.0,C,B,False,True,0.0,0.0,
9d1642cc,qwen/qwen3.5-flash-02-23,7,5,1,4,140.0,8.0,12.0,B,A,False,True,0.0,0.0,
7a220d1a,qwen/qwen3.5-flash-02-23,8,5,1,4,140.0,8.0,12.0,B,C,False,True,0.0,0.0,
d51d6b1b,qwen/qwen3.5-flash-02-23,2,5,1,4,140.0,6.0,10.0,D,E,False,True,0.0,0.0,
b8b73632,qwen/qwen3.5-flash-02-23,7,5,1,4,140.0,6.0,10.0,B,B,True,True,1.0,1.0,
ffed8263,qwen/qwen3.5-flash-02-23,8,5,1,4,122.5,12.0,16.0,B,C,False,True,0.0,0.0,
c64f2341,qwen/qwen3.5-flash-02-23,3,5,1,4,140.0,8.0,12.0,C,B,False,True,0.0,0.0,
49e3e081,qwen/qwen3.5-flash-02-23,4,5,1,4,140.0,8.0,12.0,D,B,False,True,0.0,0.0,
0435b3ed,qwen/qwen3.5-flash-02-23,6,5,1,4,140.0,8.0,12.0,C,A,False,True,0.0,0.0,
8939b1da,qwen/qwen3.5-flash-02-23,5,5,1,4,140.0,8.0,12.0,D,D,True,True,1.0,1.0,
48cd064a,qwen/qwen3.5-flash-02-23,1,5,1,4,140.0,8.0,12.0,E,A,False,True,0.0,0.0,
