trial_id,model,rotation_deg,variant,n_objects,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,completion_tokens,reasoning_tokens,cost,error
bf7d2bfc,qwen/qwen3.6-plus,40,stretched,3,15,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
62e2216c,qwen/qwen3.6-plus,40,stretched,3,16,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
852b77c8,qwen/qwen3.6-plus,40,stretched,3,17,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
eaaf7296,qwen/qwen3.6-plus,40,stretched,3,18,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
0f844c12,qwen/qwen3.6-plus,40,stretched,3,19,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
8be2254f,qwen/qwen3.6-plus,80,native,3,5,True,True, False,False,miss,1652,2,0,0.0005408,
d3e18bba,qwen/qwen3.6-plus,80,native,3,3,True,True, True,True,hit,1652,2,0,0.0005408,
b9ff517f,qwen/qwen3.6-plus,80,native,3,2,True,True, False,False,miss,1652,2,0,0.0005408,
027e4d24,qwen/qwen3.6-plus,80,native,3,4,True,True, True,True,hit,1652,2,0,0.0005408,
d495a8e3,qwen/qwen3.6-plus,80,native,3,0,True,True, False,False,miss,1652,2,0,0.0005408,
60b4dd8b,qwen/qwen3.6-plus,80,native,3,1,True,True, True,True,hit,1652,2,0,0.0005408,
1fa08fc0,qwen/qwen3.6-plus,80,native,3,6,True,True, True,True,hit,1652,2,0,0.0005408,
0ba1d0de,qwen/qwen3.6-plus,80,native,3,7,True,True, True,True,hit,1652,2,0,0.0005408,
0cf2a3f2,qwen/qwen3.6-plus,80,native,3,8,True,True, False,False,miss,1652,2,0,0.0005408,
50834a90,qwen/qwen3.6-plus,80,native,3,9,True,True, True,True,hit,1652,2,0,0.0005408,
04701bb9,qwen/qwen3.6-plus,80,native,3,10,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
a693c678,qwen/qwen3.6-plus,80,native,3,11,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
440f1f01,qwen/qwen3.6-plus,80,native,3,13,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
f5c90dd4,qwen/qwen3.6-plus,80,native,3,12,False,False, True,True,false_alarm,1652,2,0,0.0005408,
b69d6363,qwen/qwen3.6-plus,80,native,3,14,False,False, True,True,false_alarm,1652,2,0,0.0005408,
cebcca33,qwen/qwen3.6-plus,80,native,3,15,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
f7ef4c8f,qwen/qwen3.6-plus,80,native,3,16,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
ea88384e,qwen/qwen3.6-plus,80,native,3,17,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
4cea4235,qwen/qwen3.6-plus,80,native,3,18,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
5e439859,qwen/qwen3.6-plus,80,native,3,19,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
31b4edc7,qwen/qwen3.6-plus,80,stretched,3,2,True,True, False,False,miss,7412,2,0,0.0024128,
fd6c9b35,qwen/qwen3.6-plus,80,stretched,3,0,True,True, False,False,miss,7412,2,0,0.0024128,
38022dba,qwen/qwen3.6-plus,80,stretched,3,4,True,True, False,False,miss,7412,2,0,0.0024128,
1c45c923,qwen/qwen3.6-plus,80,stretched,3,3,True,True, False,False,miss,7412,2,0,0.0024128,
5f5b696f,qwen/qwen3.6-plus,80,stretched,3,5,True,True, False,False,miss,7412,2,0,0.0024128,
3352e67b,qwen/qwen3.6-plus,80,stretched,3,1,True,True, True,True,hit,7412,2,0,0.0024128,
6b990c77,qwen/qwen3.6-plus,80,stretched,3,7,True,True, False,False,miss,7412,2,0,0.0024128,
4678b061,qwen/qwen3.6-plus,80,stretched,3,6,True,True, True,True,hit,7412,2,0,0.0024128,
9ad1e3fe,qwen/qwen3.6-plus,80,stretched,3,8,True,True, False,False,miss,7412,2,0,0.0024128,
74380562,qwen/qwen3.6-plus,80,stretched,3,9,True,True, True,True,hit,7412,2,0,0.0024128,
4338a159,qwen/qwen3.6-plus,80,stretched,3,10,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
ea23ee82,qwen/qwen3.6-plus,80,stretched,3,11,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
3aa10e30,qwen/qwen3.6-plus,80,stretched,3,12,False,False, True,True,false_alarm,7412,2,0,0.0024128,
6060daf1,qwen/qwen3.6-plus,80,stretched,3,14,False,False, True,True,false_alarm,7412,2,0,0.0024128,
6b8c105c,qwen/qwen3.6-plus,80,stretched,3,15,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
63984897,qwen/qwen3.6-plus,80,stretched,3,16,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
791658ae,qwen/qwen3.6-plus,80,stretched,3,13,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
087249b1,qwen/qwen3.6-plus,80,stretched,3,17,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
47e580eb,qwen/qwen3.6-plus,80,stretched,3,18,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
d879f927,qwen/qwen3.6-plus,80,stretched,3,19,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
a4394999,qwen/qwen3.6-plus,120,native,3,3,True,True, True,True,hit,1652,2,0,0.0005408,
e04f906e,qwen/qwen3.6-plus,120,native,3,4,True,True, False,False,miss,1652,2,0,0.0005408,
d8892d13,qwen/qwen3.6-plus,120,native,3,1,True,True, False,False,miss,1652,2,0,0.0005408,
32095adb,qwen/qwen3.6-plus,120,native,3,5,True,True, False,False,miss,1652,2,0,0.0005408,
d046f382,qwen/qwen3.6-plus,120,native,3,0,True,True, False,False,miss,1652,2,0,0.0005408,
7e980af7,qwen/qwen3.6-plus,120,native,3,2,True,True, False,False,miss,1652,2,0,0.0005408,
536bab0e,qwen/qwen3.6-plus,120,native,3,6,True,True, False,False,miss,1652,2,0,0.0005408,
66fc78cd,qwen/qwen3.6-plus,120,native,3,7,True,True, False,False,miss,1652,2,0,0.0005408,
1546b3a1,qwen/qwen3.6-plus,120,native,3,8,True,True, False,False,miss,1652,2,0,0.0005408,
f1af3c51,qwen/qwen3.6-plus,120,native,3,9,True,True, False,False,miss,1652,2,0,0.0005408,
54fe0d10,qwen/qwen3.6-plus,120,native,3,10,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
00af774d,qwen/qwen3.6-plus,120,native,3,11,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
d707738f,qwen/qwen3.6-plus,120,native,3,12,False,False, True,True,false_alarm,1652,2,0,0.0005408,
7e24aa6a,qwen/qwen3.6-plus,120,native,3,16,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
0d018676,qwen/qwen3.6-plus,120,native,3,15,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
0e79ff07,qwen/qwen3.6-plus,120,native,3,13,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
f376349c,qwen/qwen3.6-plus,120,native,3,14,False,False, True,True,false_alarm,1652,2,0,0.0005408,
7580029a,qwen/qwen3.6-plus,120,native,3,17,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
6b2b9ccf,qwen/qwen3.6-plus,120,native,3,18,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
c268f511,qwen/qwen3.6-plus,120,native,3,19,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
b988ec34,qwen/qwen3.6-plus,120,stretched,3,4,True,True, False,False,miss,7412,2,0,0.0024128,
31c39b49,qwen/qwen3.6-plus,120,stretched,3,2,True,True, False,False,miss,7412,2,0,0.0024128,
f5e36e35,qwen/qwen3.6-plus,120,stretched,3,3,True,True, False,False,miss,7412,2,0,0.0024128,
2f02075a,qwen/qwen3.6-plus,120,stretched,3,1,True,True, False,False,miss,7412,2,0,0.0024128,
92d03e13,qwen/qwen3.6-plus,120,stretched,3,5,True,True, False,False,miss,7412,2,0,0.0024128,
5df24b51,qwen/qwen3.6-plus,120,stretched,3,0,True,True, False,False,miss,7412,2,0,0.0024128,
21a77705,qwen/qwen3.6-plus,120,stretched,3,7,True,True, False,False,miss,7412,2,0,0.0024128,
9bffb2b4,qwen/qwen3.6-plus,120,stretched,3,6,True,True, False,False,miss,7412,2,0,0.0024128,
33ec7161,qwen/qwen3.6-plus,120,stretched,3,8,True,True, False,False,miss,7412,2,0,0.0024128,
85801c13,qwen/qwen3.6-plus,120,stretched,3,10,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
f9eaac25,qwen/qwen3.6-plus,120,stretched,3,9,True,True, False,False,miss,7412,2,0,0.0024128,
1d65191b,qwen/qwen3.6-plus,120,stretched,3,11,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
0fb7435a,qwen/qwen3.6-plus,120,stretched,3,12,False,False, True,True,false_alarm,7412,2,0,0.0024128,
46e9b696,qwen/qwen3.6-plus,120,stretched,3,13,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
4caf26fb,qwen/qwen3.6-plus,120,stretched,3,15,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
88459933,qwen/qwen3.6-plus,120,stretched,3,16,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
e4714ce4,qwen/qwen3.6-plus,120,stretched,3,14,False,False, True,True,false_alarm,7412,2,0,0.0024128,
142eb9bf,qwen/qwen3.6-plus,120,stretched,3,17,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
a807052d,qwen/qwen3.6-plus,120,stretched,3,18,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
1f044a31,qwen/qwen3.6-plus,120,stretched,3,19,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
71a62440,qwen/qwen3.6-plus,160,native,3,3,True,True, False,False,miss,1652,2,0,0.0005408,
5a2c52f9,qwen/qwen3.6-plus,160,native,3,1,True,True, False,False,miss,1652,2,0,0.0005408,
fcba57c8,qwen/qwen3.6-plus,160,native,3,5,True,True, False,False,miss,1652,2,0,0.0005408,
b51e50dd,qwen/qwen3.6-plus,160,native,3,4,True,True, False,False,miss,1652,2,0,0.0005408,
1027c854,qwen/qwen3.6-plus,160,native,3,0,True,True, False,False,miss,1652,2,0,0.0005408,
3028141f,qwen/qwen3.6-plus,160,native,3,2,True,True, False,False,miss,1652,2,0,0.0005408,
c66ee279,qwen/qwen3.6-plus,160,native,3,6,True,True, False,False,miss,1652,2,0,0.0005408,
6401386a,qwen/qwen3.6-plus,160,native,3,7,True,True, False,False,miss,1652,2,0,0.0005408,
00c4cfa1,qwen/qwen3.6-plus,160,native,3,8,True,True, False,False,miss,1652,2,0,0.0005408,
495420a7,qwen/qwen3.6-plus,160,native,3,9,True,True, False,False,miss,1652,2,0,0.0005408,
e708212a,qwen/qwen3.6-plus,160,native,3,11,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
865374ef,qwen/qwen3.6-plus,160,native,3,10,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
054208a7,qwen/qwen3.6-plus,160,native,3,12,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
f28918af,qwen/qwen3.6-plus,160,native,3,13,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
1d00a5a0,qwen/qwen3.6-plus,160,native,3,14,False,False, True,True,false_alarm,1652,2,0,0.0005408,
2332383f,qwen/qwen3.6-plus,160,native,3,16,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
01ba99fa,qwen/qwen3.6-plus,160,native,3,15,False,False, True,True,false_alarm,1652,2,0,0.0005408,
0ec78d54,qwen/qwen3.6-plus,160,native,3,17,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
7f4106e6,qwen/qwen3.6-plus,160,native,3,18,False,False, True,True,false_alarm,1652,2,0,0.0005408,
9a932fae,qwen/qwen3.6-plus,160,native,3,19,False,False, True,True,false_alarm,1652,2,0,0.0005408,
e145582c,qwen/qwen3.6-plus,160,stretched,3,0,True,True, False,False,miss,7412,2,0,0.0024128,
5a57959d,qwen/qwen3.6-plus,160,stretched,3,4,True,True, False,False,miss,7412,2,0,0.0024128,
3f97a84f,qwen/qwen3.6-plus,160,stretched,3,5,True,True, False,False,miss,7412,2,0,0.0024128,
bdb88522,qwen/qwen3.6-plus,160,stretched,3,1,True,True, False,False,miss,7412,2,0,0.0024128,
01330b80,qwen/qwen3.6-plus,160,stretched,3,3,True,True, False,False,miss,7412,2,0,0.0024128,
c25a90b3,qwen/qwen3.6-plus,160,stretched,3,2,True,True, False,False,miss,7412,2,0,0.0024128,
52dca43b,qwen/qwen3.6-plus,160,stretched,3,6,True,True, False,False,miss,7412,2,0,0.0024128,
8e3ea5ca,qwen/qwen3.6-plus,160,stretched,3,7,True,True, False,False,miss,7412,2,0,0.0024128,
92448378,qwen/qwen3.6-plus,160,stretched,3,8,True,True, False,False,miss,7412,2,0,0.0024128,
ee14098a,qwen/qwen3.6-plus,160,stretched,3,10,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
6314e5bf,qwen/qwen3.6-plus,160,stretched,3,9,True,True, False,False,miss,7412,2,0,0.0024128,
c2f8f6da,qwen/qwen3.6-plus,160,stretched,3,11,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
0804e3ae,qwen/qwen3.6-plus,160,stretched,3,12,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
d754d95f,qwen/qwen3.6-plus,160,stretched,3,13,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
022d14f7,qwen/qwen3.6-plus,160,stretched,3,14,False,False, True,True,false_alarm,7412,2,0,0.0024128,
5a65d70e,qwen/qwen3.6-plus,160,stretched,3,15,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
e773d49f,qwen/qwen3.6-plus,160,stretched,3,16,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
624df6b3,qwen/qwen3.6-plus,160,stretched,3,17,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
74cfe80c,qwen/qwen3.6-plus,160,stretched,3,18,False,False, True,True,false_alarm,7412,2,0,0.0024128,
e767f28b,qwen/qwen3.6-plus,160,stretched,3,19,False,False, True,True,false_alarm,7412,2,0,0.0024128,
57b9fc8b,qwen/qwen3.6-plus,200,native,3,0,True,True, False,False,miss,1652,2,0,0.0005408,
12815d49,qwen/qwen3.6-plus,200,native,3,5,True,True, False,False,miss,1652,2,0,0.0005408,
49648d43,qwen/qwen3.6-plus,200,native,3,2,True,True, True,True,hit,1652,2,0,0.0005408,
5f900818,qwen/qwen3.6-plus,200,native,3,4,True,True, False,False,miss,1652,2,0,0.0005408,
4f968825,qwen/qwen3.6-plus,200,native,3,1,True,True, False,False,miss,1652,2,0,0.0005408,
0bb90f5f,qwen/qwen3.6-plus,200,native,3,3,True,True, False,False,miss,1652,2,0,0.0005408,
ba092ddf,qwen/qwen3.6-plus,200,native,3,6,True,True, False,False,miss,1652,2,0,0.0005408,
2ac5d4c6,qwen/qwen3.6-plus,200,native,3,7,True,True, False,False,miss,1652,2,0,0.0005408,
c2fbf104,qwen/qwen3.6-plus,200,native,3,11,False,False, True,True,false_alarm,1652,2,0,0.0005408,
da27d3c0,qwen/qwen3.6-plus,200,native,3,10,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
fc8923af,qwen/qwen3.6-plus,200,native,3,9,True,True, False,False,miss,1652,2,0,0.0005408,
21d9c88b,qwen/qwen3.6-plus,200,native,3,8,True,True, False,False,miss,1652,2,0,0.0005408,
18a67d89,qwen/qwen3.6-plus,200,native,3,15,False,False, True,True,false_alarm,1652,2,0,0.0005408,
2938f3b3,qwen/qwen3.6-plus,200,native,3,13,False,False, True,True,false_alarm,1652,2,0,0.0005408,
fda6c8ec,qwen/qwen3.6-plus,200,native,3,12,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
0827445f,qwen/qwen3.6-plus,200,native,3,16,False,False, True,True,false_alarm,1652,2,0,0.0005408,
5ce81a51,qwen/qwen3.6-plus,200,native,3,14,False,False, True,True,false_alarm,1652,2,0,0.0005408,
e4259e4a,qwen/qwen3.6-plus,200,native,3,17,False,False, True,True,false_alarm,1652,2,0,0.0005408,
c73af542,qwen/qwen3.6-plus,200,native,3,18,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
b1bb9683,qwen/qwen3.6-plus,200,native,3,19,False,False, True,True,false_alarm,1652,2,0,0.0005408,
81e3d6f2,qwen/qwen3.6-plus,200,stretched,3,0,True,True, False,False,miss,7412,2,0,0.0024128,
31136e64,qwen/qwen3.6-plus,200,stretched,3,3,True,True, False,False,miss,7412,2,0,0.0024128,
bf567d42,qwen/qwen3.6-plus,200,stretched,3,4,True,True, False,False,miss,7412,2,0,0.0024128,
d25aa0b5,qwen/qwen3.6-plus,200,stretched,3,1,True,True, False,False,miss,7412,2,0,0.0024128,
8f47a50b,qwen/qwen3.6-plus,200,stretched,3,2,True,True, True,True,hit,7412,2,0,0.0024128,
d78e5cdc,qwen/qwen3.6-plus,200,stretched,3,5,True,True, False,False,miss,7412,2,0,0.0024128,
57bc251b,qwen/qwen3.6-plus,200,stretched,3,6,True,True, False,False,miss,7412,2,0,0.0024128,
673cbe53,qwen/qwen3.6-plus,200,stretched,3,8,True,True, False,False,miss,7412,2,0,0.0024128,
0ce78d77,qwen/qwen3.6-plus,200,stretched,3,7,True,True, False,False,miss,7412,2,0,0.0024128,
f059660f,qwen/qwen3.6-plus,200,stretched,3,11,False,False, True,True,false_alarm,7412,2,0,0.0024128,
1d6a1063,qwen/qwen3.6-plus,200,stretched,3,10,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
cfd13181,qwen/qwen3.6-plus,200,stretched,3,9,True,True, False,False,miss,7412,2,0,0.0024128,
0d5e7b34,qwen/qwen3.6-plus,200,stretched,3,12,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
0459c440,qwen/qwen3.6-plus,200,stretched,3,13,False,False, True,True,false_alarm,7412,2,0,0.0024128,
23b1c186,qwen/qwen3.6-plus,200,stretched,3,14,False,False, True,True,false_alarm,7412,2,0,0.0024128,
86e50fd7,qwen/qwen3.6-plus,200,stretched,3,16,False,False, True,True,false_alarm,7412,2,0,0.0024128,
cbef2663,qwen/qwen3.6-plus,200,stretched,3,15,False,False, True,True,false_alarm,7412,2,0,0.0024128,
1b4923e2,qwen/qwen3.6-plus,200,stretched,3,17,False,False, True,True,false_alarm,7412,2,0,0.0024128,
af201dbc,qwen/qwen3.6-plus,200,stretched,3,19,False,False, True,True,false_alarm,7412,2,0,0.0024128,
a47c08a3,qwen/qwen3.6-plus,200,stretched,3,18,False,False, True,True,false_alarm,7412,2,0,0.0024128,
0464b03e,qwen/qwen3.6-plus,240,native,3,0,True,True, True,True,hit,1652,2,0,0.0005408,
57f7caaa,qwen/qwen3.6-plus,240,native,3,4,True,True, True,True,hit,1652,2,0,0.0005408,
08b5bbe1,qwen/qwen3.6-plus,240,native,3,2,True,True, False,False,miss,1652,2,0,0.0005408,
b48a6a5b,qwen/qwen3.6-plus,240,native,3,3,True,True, False,False,miss,1652,2,0,0.0005408,
8396a545,qwen/qwen3.6-plus,240,native,3,1,True,True, False,False,miss,1652,2,0,0.0005408,
70fca598,qwen/qwen3.6-plus,240,native,3,5,True,True, False,False,miss,1652,2,0,0.0005408,
17e93aeb,qwen/qwen3.6-plus,240,native,3,6,True,True, False,False,miss,1652,2,0,0.0005408,
35a552a6,qwen/qwen3.6-plus,240,native,3,7,True,True, False,False,miss,1652,2,0,0.0005408,
2083871e,qwen/qwen3.6-plus,240,native,3,8,True,True, False,False,miss,1652,2,0,0.0005408,
9a979565,qwen/qwen3.6-plus,240,native,3,9,True,True, False,False,miss,1652,2,0,0.0005408,
63266c4c,qwen/qwen3.6-plus,240,native,3,11,False,False, True,True,false_alarm,1652,2,0,0.0005408,
2e6ac338,qwen/qwen3.6-plus,240,native,3,10,False,False, True,True,false_alarm,1652,2,0,0.0005408,
3a05f8b6,qwen/qwen3.6-plus,240,native,3,14,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
7b7ecfe9,qwen/qwen3.6-plus,240,native,3,13,False,False, True,True,false_alarm,1652,2,0,0.0005408,
49fd1eb6,qwen/qwen3.6-plus,240,native,3,12,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
6b1e27fb,qwen/qwen3.6-plus,240,native,3,16,False,False, True,True,false_alarm,1652,2,0,0.0005408,
fdbf1977,qwen/qwen3.6-plus,240,native,3,15,False,False, True,True,false_alarm,1652,2,0,0.0005408,
ebf1b2d0,qwen/qwen3.6-plus,240,native,3,17,False,False, True,True,false_alarm,1652,2,0,0.0005408,
9d2577b2,qwen/qwen3.6-plus,240,native,3,19,False,False, False,False,correct_rejection,1652,2,0,0.0005408,
10af4d9b,qwen/qwen3.6-plus,240,native,3,18,False,False, True,True,false_alarm,1652,2,0,0.0005408,
2c0a5876,qwen/qwen3.6-plus,240,stretched,3,2,True,True, False,False,miss,7412,2,0,0.0024128,
2bd45136,qwen/qwen3.6-plus,240,stretched,3,5,True,True, False,False,miss,7412,2,0,0.0024128,
bce15f7f,qwen/qwen3.6-plus,240,stretched,3,1,True,True, False,False,miss,7412,2,0,0.0024128,
b65a7695,qwen/qwen3.6-plus,240,stretched,3,0,True,True, False,False,miss,7412,2,0,0.0024128,
cec04ac6,qwen/qwen3.6-plus,240,stretched,3,3,True,True, False,False,miss,7412,2,0,0.0024128,
e568e7fc,qwen/qwen3.6-plus,240,stretched,3,4,True,True, False,False,miss,7412,2,0,0.0024128,
72b6fe0d,qwen/qwen3.6-plus,240,stretched,3,6,True,True, False,False,miss,7412,2,0,0.0024128,
9d843b8b,qwen/qwen3.6-plus,240,stretched,3,7,True,True, False,False,miss,7412,2,0,0.0024128,
4e2049e1,qwen/qwen3.6-plus,240,stretched,3,8,True,True, False,False,miss,7412,2,0,0.0024128,
4e750f23,qwen/qwen3.6-plus,240,stretched,3,11,False,False, True,True,false_alarm,7412,2,0,0.0024128,
4a8a2c2b,qwen/qwen3.6-plus,240,stretched,3,10,False,False, True,True,false_alarm,7412,2,0,0.0024128,
619cd487,qwen/qwen3.6-plus,240,stretched,3,9,True,True, False,False,miss,7412,2,0,0.0024128,
c72fe2a9,qwen/qwen3.6-plus,240,stretched,3,12,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
e139ff52,qwen/qwen3.6-plus,240,stretched,3,14,False,False, False,False,correct_rejection,7412,2,0,0.0024128,
94c647e7,qwen/qwen3.6-plus,240,stretched,3,13,False,False, True,True,false_alarm,7412,2,0,0.0024128,
8db04ec7,qwen/qwen3.6-plus,240,stretched,3,16,False,False, True,True,false_alarm,7412,2,0,0.0024128,
a6d81983,qwen/qwen3.6-plus,240,stretched,3,17,False,False, True,True,false_alarm,7412,2,0,0.0024128,
bf64d2b8,qwen/qwen3.6-plus,240,stretched,3,15,False,False, True,True,false_alarm,7412,2,0,0.0024128,
6a080a0f,qwen/qwen3.6-plus,240,stretched,3,19,False,False, True,True,false_alarm,7412,2,0,0.0024128,
2ec3e284,qwen/qwen3.6-plus,240,stretched,3,18,False,False, True,True,false_alarm,7412,2,0,0.0024128,
6ba4e39a,qwen/qwen3.6-plus,280,native,3,0,True,True, True,True,hit,1652,2,0,0.0005408,
aa1834f8,qwen/qwen3.6-plus,280,native,3,5,True,True, False,False,miss,1652,2,0,0.0005408,
7105dd26,qwen/qwen3.6-plus,280,native,3,3,True,True, False,False,miss,1652,2,0,0.0005408,
3dc07bbc,qwen/qwen3.6-plus,280,native,3,1,True,True, False,False,miss,1652,2,0,0.0005408,
f66cb2af,qwen/qwen3.6-plus,280,native,3,2,True,True, False,False,miss,1652,2,0,0.0005408,
53a90d3d,qwen/qwen3.6-plus,280,native,3,4,True,True, False,False,miss,1652,2,0,0.0005408,
