trial_id,model,rotation_deg,variant,n_objects,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,completion_tokens,reasoning_tokens,cost,error
bd17083f,google/gemma-4-31b-it,135.0,native,4,3,True,True,False,False,miss,2541,2,0,0.00022937,
f0e73cb4,google/gemma-4-31b-it,135.0,native,4,4,True,True,False,False,miss,2541,2,0,0.00022169,
4602d3ac,google/gemma-4-31b-it,135.0,native,4,1,True,True,False,False,miss,2541,2,0,0.00022169,
4f8dd38d,google/gemma-4-31b-it,135.0,native,4,0,True,True,False,False,miss,2541,2,0,0.00022169,
e2f3ef9b,google/gemma-4-31b-it,135.0,native,4,2,True,True,False,False,miss,2541,2,0,0.00022169,
c26d3133,google/gemma-4-31b-it,135.0,native,4,5,True,True,False,False,miss,2541,2,0,0.00035654,
4773b1b7,google/gemma-4-31b-it,135.0,native,4,9,True,True,False,False,miss,2541,2,0,0.00022937,
50500c2d,google/gemma-4-31b-it,135.0,native,4,11,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
9211df98,google/gemma-4-31b-it,135.0,native,4,10,False,False,True,True,false_alarm,2541,2,0,0.00022169,
19984803,google/gemma-4-31b-it,135.0,native,4,7,True,True,False,False,miss,2541,2,0,0.00022169,
4c7b85c2,google/gemma-4-31b-it,135.0,native,4,13,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
4ae2f0d2,google/gemma-4-31b-it,135.0,native,4,16,False,False,False,False,correct_rejection,2541,2,0,0.00190775,
644dee48,google/gemma-4-31b-it,135.0,native,4,6,True,True,False,False,miss,2543,2,0,0.00025498,
339d8a25,google/gemma-4-31b-it,135.0,native,4,8,True,True,False,False,miss,2543,2,0,0.00025498,
a13fb7b6,google/gemma-4-31b-it,135.0,native,4,14,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
63d74387,google/gemma-4-31b-it,135.0,native,4,12,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
4ae89eba,google/gemma-4-31b-it,135.0,native,4,18,False,False,True,True,false_alarm,2541,2,0,0.00022169,
f4e29db0,google/gemma-4-31b-it,135.0,native,4,17,False,False,True,True,false_alarm,2541,2,0,0.00022169,
c3f02e20,google/gemma-4-31b-it,135.0,native,4,15,False,False,False,False,correct_rejection,2543,2,0,0.00025498,
114541a8,google/gemma-4-31b-it,135.0,native,4,19,False,False,True,True,false_alarm,2541,2,0,0.00022169,
83f5617d,google/gemma-4-31b-it,180.0,native,4,4,True,True,False,False,miss,2541,2,0,0.00022937,
873f7ea0,google/gemma-4-31b-it,180.0,native,4,3,True,True,False,False,miss,2541,2,0,0.00022937,
63538b18,google/gemma-4-31b-it,180.0,native,4,5,True,True,False,False,miss,2541,2,0,0.00022937,
102265ab,google/gemma-4-31b-it,180.0,native,4,2,True,True,False,False,miss,2541,2,0,0.00022937,
c62d5352,google/gemma-4-31b-it,180.0,native,4,1,True,True,False,False,miss,2541,2,0,0.00022169,
4d8594e1,google/gemma-4-31b-it,180.0,native,4,0,True,True,False,False,miss,2541,2,0,0.00022169,
05aa81d8,google/gemma-4-31b-it,180.0,native,4,7,True,True,False,False,miss,2541,2,0,0.00022169,
3567f5bf,google/gemma-4-31b-it,180.0,native,4,6,True,True,False,False,miss,2541,2,0,0.00022169,
1b1480cb,google/gemma-4-31b-it,180.0,native,4,13,False,False,False,False,correct_rejection,2543,2,0,0.00025498,
63ab5f11,google/gemma-4-31b-it,180.0,native,4,10,False,False,True,True,false_alarm,2541,2,0,0.00022169,
f95562d6,google/gemma-4-31b-it,180.0,native,4,11,False,False,True,True,false_alarm,2541,2,0,0.00022169,
8e914f37,google/gemma-4-31b-it,180.0,native,4,9,True,True,False,False,miss,2541,2,0,0.00022169,
4cd32f14,google/gemma-4-31b-it,180.0,native,4,12,False,False,True,True,false_alarm,2541,2,0,0.00022169,
4dc240b2,google/gemma-4-31b-it,180.0,native,4,8,True,True,False,False,miss,2541,2,0,0.00022937,
ea1b81a1,google/gemma-4-31b-it,180.0,native,4,15,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
90c534c3,google/gemma-4-31b-it,180.0,native,4,16,False,False,True,True,false_alarm,2541,2,0,0.00022169,
24ac896e,google/gemma-4-31b-it,180.0,native,4,14,False,False,False,False,correct_rejection,2543,2,0,0.00025498,
f1cba616,google/gemma-4-31b-it,180.0,native,4,19,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
999bf1d7,google/gemma-4-31b-it,180.0,native,4,17,False,False,True,True,false_alarm,2543,2,0,0.00025498,
79524aba,google/gemma-4-31b-it,180.0,native,4,18,False,False,False,False,correct_rejection,2541,2,0,0.00033113,
243bd94c,google/gemma-4-31b-it,225.0,native,4,1,True,True,False,False,miss,2541,2,0,0.00022169,
f37b0b4b,google/gemma-4-31b-it,225.0,native,4,2,True,True,False,False,miss,2541,2,0,0.00022937,
6c6556a2,google/gemma-4-31b-it,225.0,native,4,0,True,True,False,False,miss,2541,2,0,0.00022169,
ce8985aa,google/gemma-4-31b-it,225.0,native,4,5,True,True,False,False,miss,2541,2,0,0.00022169,
0dababa0,google/gemma-4-31b-it,225.0,native,4,4,True,True,False,False,miss,2541,2,0,0.00022169,
6474e16d,google/gemma-4-31b-it,225.0,native,4,3,True,True,False,False,miss,2541,2,0,0.00022169,
2e639b95,google/gemma-4-31b-it,225.0,native,4,9,True,True,False,False,miss,2541,2,0,0.00022937,
cf6fa835,google/gemma-4-31b-it,225.0,native,4,6,True,True,False,False,miss,2541,2,0,0.00022169,
83917002,google/gemma-4-31b-it,225.0,native,4,8,True,True,False,False,miss,2541,2,0,0.00022169,
2303e23f,google/gemma-4-31b-it,225.0,native,4,7,True,True,False,False,miss,2541,2,0,0.00022169,
15b975f9,google/gemma-4-31b-it,225.0,native,4,13,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
730ba4f0,google/gemma-4-31b-it,225.0,native,4,14,False,False,True,True,false_alarm,2541,2,0,0.00022169,
cd737e31,google/gemma-4-31b-it,225.0,native,4,10,False,False,False,False,correct_rejection,2543,2,0,0.00025498,
dc9a0814,google/gemma-4-31b-it,225.0,native,4,11,False,False,True,True,false_alarm,2541,2,0,0.00022169,
603ad4fc,google/gemma-4-31b-it,225.0,native,4,15,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
22573efa,google/gemma-4-31b-it,225.0,native,4,12,False,False,False,False,correct_rejection,2543,2,0,0.00025498,
34ca12b0,google/gemma-4-31b-it,225.0,native,4,16,False,False,True,True,false_alarm,2541,2,0,0.00022169,
d0b80124,google/gemma-4-31b-it,225.0,native,4,18,False,False,False,False,correct_rejection,2543,2,0,0.00025498,
970d9bc2,google/gemma-4-31b-it,225.0,native,4,17,False,False,False,False,correct_rejection,2541,2,0,0.00035654,
73342392,google/gemma-4-31b-it,225.0,native,4,19,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
1bc84ecf,google/gemma-4-31b-it,270.0,native,4,2,True,True,False,False,miss,2541,2,0,0.00022937,
3f0ba463,google/gemma-4-31b-it,270.0,native,4,1,True,True,False,False,miss,2543,2,0,0.00025498,
9b058285,google/gemma-4-31b-it,270.0,native,4,0,True,True,False,False,miss,2541,2,0,0.00035654,
566226af,google/gemma-4-31b-it,270.0,native,4,4,True,True,False,False,miss,2541,2,0,0.00035654,
96b1878b,google/gemma-4-31b-it,270.0,native,4,3,True,True,False,False,miss,2543,2,0,0.00025498,
6acfe411,google/gemma-4-31b-it,270.0,native,4,5,True,True,False,False,miss,2543,2,0,0.00025498,
2306ad1f,google/gemma-4-31b-it,270.0,native,4,6,True,True,False,False,miss,2541,2,0,0.00022937,
8dde7c63,google/gemma-4-31b-it,270.0,native,4,8,True,True,False,False,miss,2541,2,0,0.00022937,
193a9458,google/gemma-4-31b-it,270.0,native,4,9,True,True,False,False,miss,2541,2,0,0.00022169,
ce6c9bac,google/gemma-4-31b-it,270.0,native,4,10,False,False,False,False,correct_rejection,2541,2,0,0.00022937,
95442eb0,google/gemma-4-31b-it,270.0,native,4,7,True,True,False,False,miss,2541,2,0,0.00022169,
42187985,google/gemma-4-31b-it,270.0,native,4,14,False,False,True,True,false_alarm,2541,2,0,0.00022937,
860f09e5,google/gemma-4-31b-it,270.0,native,4,11,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
252c879a,google/gemma-4-31b-it,270.0,native,4,15,False,False,True,True,false_alarm,2541,2,0,0.00022169,
587b6e2c,google/gemma-4-31b-it,270.0,native,4,12,False,False,False,False,correct_rejection,2541,2,0,0.00035654,
59191f91,google/gemma-4-31b-it,270.0,native,4,18,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
e6c739e5,google/gemma-4-31b-it,270.0,native,4,19,False,False,False,False,correct_rejection,2541,2,0,0.00022937,
58d7f869,google/gemma-4-31b-it,270.0,native,4,13,False,False,True,True,false_alarm,2543,2,0,0.00025498,
cc54b26f,google/gemma-4-31b-it,270.0,native,4,17,False,False,False,False,correct_rejection,2543,2,0,0.00025498,
50cb2d58,google/gemma-4-31b-it,270.0,native,4,16,False,False,True,True,false_alarm,2541,2,0,0.00022169,
498c7850,google/gemma-4-31b-it,315.0,native,4,0,True,True,True,True,hit,2541,2,0,0.00022169,
a7aa1047,google/gemma-4-31b-it,315.0,native,4,2,True,True,False,False,miss,2541,2,0,0.00022169,
693d67d3,google/gemma-4-31b-it,315.0,native,4,4,True,True,False,False,miss,2541,2,0,0.00022937,
84de7852,google/gemma-4-31b-it,315.0,native,4,3,True,True,False,False,miss,2541,2,0,0.00022169,
591dc6e0,google/gemma-4-31b-it,315.0,native,4,5,True,True,False,False,miss,2543,2,0,0.00025498,
348ab8fc,google/gemma-4-31b-it,315.0,native,4,1,True,True,True,True,hit,2543,2,0,0.00025498,
2a747136,google/gemma-4-31b-it,315.0,native,4,6,True,True,False,False,miss,2541,2,0,0.00022937,
8075413f,google/gemma-4-31b-it,315.0,native,4,11,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
06565ea5,google/gemma-4-31b-it,315.0,native,4,9,True,True,True,True,hit,2541,2,0,0.00022169,
71014bd0,google/gemma-4-31b-it,315.0,native,4,7,True,True,True,True,hit,2541,2,0,0.00022169,
0b9f9cf7,google/gemma-4-31b-it,315.0,native,4,8,True,True,True,True,hit,2541,2,0,0.00022169,
8e048593,google/gemma-4-31b-it,315.0,native,4,10,False,False,False,False,correct_rejection,2541,2,0,0.00190775,
13701bde,google/gemma-4-31b-it,315.0,native,4,14,False,False,True,True,false_alarm,2541,2,0,0.00022169,
c55008d4,google/gemma-4-31b-it,315.0,native,4,16,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
6787177e,google/gemma-4-31b-it,315.0,native,4,15,False,False,True,True,false_alarm,2541,2,0,0.00022169,
cefbda41,google/gemma-4-31b-it,315.0,native,4,12,False,False,False,False,correct_rejection,2543,2,0,0.00025498,
d74c0266,google/gemma-4-31b-it,315.0,native,4,17,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
c130c413,google/gemma-4-31b-it,360.0,native,4,0,True,True,True,True,hit,2541,2,0,0.00022937,
589075ac,google/gemma-4-31b-it,315.0,native,4,13,False,False,False,False,correct_rejection,2541,2,0,0.00033113,
3755c846,google/gemma-4-31b-it,315.0,native,4,18,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
cbf44739,google/gemma-4-31b-it,360.0,native,4,2,True,True,True,True,hit,2541,2,0,0.00022937,
147b9d7b,google/gemma-4-31b-it,360.0,native,4,1,True,True,True,True,hit,2541,2,0,0.00022169,
2ee8a39f,google/gemma-4-31b-it,360.0,native,4,5,True,True,True,True,hit,2541,2,0,0.00022169,
0e3855f9,google/gemma-4-31b-it,360.0,native,4,4,True,True,True,True,hit,2541,2,0,0.00033113,
7a16c56a,google/gemma-4-31b-it,360.0,native,4,3,True,True,True,True,hit,2541,2,0,0.00022169,
d2cdca90,google/gemma-4-31b-it,315.0,native,4,19,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
979bc7f7,google/gemma-4-31b-it,360.0,native,4,6,True,True,True,True,hit,2541,2,0,0.00022169,
4fd67459,google/gemma-4-31b-it,360.0,native,4,7,True,True,True,True,hit,2541,2,0,0.00022169,
31e8eb4d,google/gemma-4-31b-it,360.0,native,4,10,False,False,False,False,correct_rejection,2541,2,0,0.00022937,
9c77608a,google/gemma-4-31b-it,360.0,native,4,8,True,True,True,True,hit,2541,2,0,0.00022169,
7ef2e5d4,google/gemma-4-31b-it,360.0,native,4,9,True,True,True,True,hit,2541,2,0,0.00022169,
8fbfab6a,google/gemma-4-31b-it,360.0,native,4,12,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
9dfabe92,google/gemma-4-31b-it,360.0,native,4,11,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
243c1c17,google/gemma-4-31b-it,360.0,native,4,15,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
226ba06d,google/gemma-4-31b-it,360.0,native,4,16,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
6e11ae2a,google/gemma-4-31b-it,360.0,native,4,18,False,False,False,False,correct_rejection,2541,2,0,0.00022937,
12c65119,google/gemma-4-31b-it,360.0,native,4,17,False,False,False,False,correct_rejection,2541,2,0,0.00033113,
29a139b0,google/gemma-4-31b-it,360.0,native,4,19,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
d6ca0687,google/gemma-4-31b-it,360.0,native,4,13,False,False,False,False,correct_rejection,2541,2,0,0.00022169,
514083fb,google/gemma-4-31b-it,360.0,native,4,14,False,False,False,False,correct_rejection,2541,2,0,0.00033113,
