trial_id,model,rotation_deg,variant,n_objects,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,completion_tokens,reasoning_tokens,cost,error
edd7186e,qwen/qwen3.8-27b,80,native,3,11,False,False,False,False,correct_rejection,1728,2,0,0.0006099,
25252593,qwen/qwen3.8-27b,80,native,3,13,False,False,True,True,false_alarm,1728,2,0,0.0006972,
d7c38edc,qwen/qwen3.8-27b,80,native,3,14,False,False,True,True,false_alarm,1728,2,0,0.0006099,
ea5f289b,qwen/qwen3.8-27b,80,native,3,3,True,True,False,False,miss,1728,2,0,0.000752616,
1077aceb,qwen/qwen3.8-27b,80,native,3,15,False,False,False,False,correct_rejection,1728,2,0,0.0006099,
42060fd7,qwen/qwen3.8-27b,80,native,3,16,False,False,False,False,correct_rejection,1728,2,0,0.0006099,
f32f9a7b,qwen/qwen3.8-27b,80,native,3,17,False,False,False,False,correct_rejection,1648,2,0,0.0007055,
5cbb3bdc,qwen/qwen3.8-27b,80,native,3,18,False,False,True,True,false_alarm,1728,2,0,0.000752616,
3aea3178,qwen/qwen3.8-27b,80,native,3,19,False,False,False,False,correct_rejection,1648,2,0,0.0007055,
4142376a,qwen/qwen3.8-27b,80,stretched,3,4,True,True,False,False,miss,7848,2,0,0.0027519,
3d29c32a,qwen/qwen3.8-27b,80,stretched,3,2,True,True,True,True,hit,7848,2,0,0.0031452,
38a4aa8c,qwen/qwen3.8-27b,80,stretched,3,5,True,True,False,False,miss,7848,2,0,0.003538,
0c063ed6,qwen/qwen3.8-27b,80,stretched,3,0,True,True,False,False,miss,7848,2,0,0.00251636,
307f31c9,qwen/qwen3.8-27b,80,stretched,3,7,True,True,True,True,hit,7408,2,0,0.0031535,
f5539f36,qwen/qwen3.8-27b,80,stretched,3,9,True,True,True,True,hit,7848,2,0,0.003538,
3e9c1944,qwen/qwen3.8-27b,80,stretched,3,6,True,True,False,False,miss,7848,2,0,0.00251636,
c297708c,qwen/qwen3.8-27b,80,stretched,3,11,False,False,False,False,correct_rejection,7848,2,0,0.0027519,
15dbeb08,qwen/qwen3.8-27b,80,stretched,3,10,False,False,False,False,correct_rejection,7408,2,0,0.0031535,
f8dc8b65,qwen/qwen3.8-27b,80,stretched,3,12,False,False,False,False,correct_rejection,7848,2,0,0.0027519,
a27cf6b3,qwen/qwen3.8-27b,80,stretched,3,14,False,False,False,False,correct_rejection,2653,2,0,0.0010672,
f646a76b,qwen/qwen3.8-27b,80,stretched,3,1,True,True,False,False,miss,7848,2,0,0.0027519,
c8229eb2,qwen/qwen3.8-27b,80,stretched,3,13,False,False,False,False,correct_rejection,7848,2,0,0.0027532,
b4b3da8a,qwen/qwen3.8-27b,80,stretched,3,15,False,False,False,False,correct_rejection,7848,2,0,0.0027532,
dc9a59c2,qwen/qwen3.8-27b,80,stretched,3,3,True,True,True,True,hit,7848,2,0,0.003538,
494dfbee,qwen/qwen3.8-27b,80,stretched,3,16,False,False,False,False,correct_rejection,7848,2,0,0.0031452,
9a18eb52,qwen/qwen3.8-27b,80,stretched,3,17,False,False,False,False,correct_rejection,7848,2,0,0.0027532,
3d22319e,qwen/qwen3.8-27b,80,stretched,3,18,False,False,True,True,false_alarm,7848,2,0,0.003538,
e39ac8e7,qwen/qwen3.8-27b,80,stretched,3,19,False,False,True,True,false_alarm,7848,2,0,0.003538,
112760e3,qwen/qwen3.8-27b,80,stretched,3,8,True,True,False,False,miss,7408,2,0,0.00311736,
81baaf90,qwen/qwen3.8-27b,120,native,3,5,True,True,False,False,miss,1728,2,0,0.0006099,
63407709,qwen/qwen3.8-27b,120,native,3,1,True,True,False,False,miss,2640,2,0,0.001062,
54a5dacb,qwen/qwen3.8-27b,120,native,3,2,True,True,False,False,miss,1648,2,0,0.00069816,
ad31113a,qwen/qwen3.8-27b,120,native,3,4,True,True,False,False,miss,1728,2,0,0.0006099,
d84dface,qwen/qwen3.8-27b,120,native,3,7,True,True,False,False,miss,1728,2,0,0.0006099,
3f20a0a5,qwen/qwen3.8-27b,120,native,3,8,True,True,False,False,miss,1648,2,0,0.00069816,
f7ad87df,qwen/qwen3.8-27b,120,native,3,6,True,True,False,False,miss,1648,2,0,0.00069816,
c0cbaf20,qwen/qwen3.8-27b,120,native,3,9,True,True,False,False,miss,1648,2,0,0.0007055,
58746242,qwen/qwen3.8-27b,120,native,3,10,False,False,True,True,false_alarm,1728,2,0,0.0006099,
9799611c,qwen/qwen3.8-27b,120,native,3,11,False,False,False,False,correct_rejection,1648,2,0,0.0007055,
ae28d4ef,qwen/qwen3.8-27b,120,native,3,0,True,True,False,False,miss,1728,2,0,0.000784,
63e30c89,qwen/qwen3.8-27b,120,native,3,14,False,False,False,False,correct_rejection,1728,2,0,0.0006099,
ecce79c9,qwen/qwen3.8-27b,120,native,3,12,False,False,True,True,false_alarm,1728,2,0,0.00055796,
eb8edc63,qwen/qwen3.8-27b,120,native,3,13,False,False,False,False,correct_rejection,1648,2,0,0.00069816,
6ba28efd,qwen/qwen3.8-27b,120,native,3,15,False,False,False,False,correct_rejection,1648,2,0,0.00069816,
2ea459cc,qwen/qwen3.8-27b,120,native,3,16,False,False,False,False,correct_rejection,2640,2,0,0.001062,
a22b3f31,qwen/qwen3.8-27b,120,native,3,3,True,True,False,False,miss,1728,2,0,0.0006099,
dd96f23c,qwen/qwen3.8-27b,120,native,3,17,False,False,False,False,correct_rejection,1648,2,0,0.00069816,
9b90fefb,qwen/qwen3.8-27b,120,native,3,18,False,False,True,True,false_alarm,1648,2,0,0.00069816,
a4b5b9df,qwen/qwen3.8-27b,120,native,3,19,False,False,False,False,correct_rejection,1728,2,0,0.0006099,
ea3134c2,qwen/qwen3.8-27b,120,stretched,3,0,True,True,False,False,miss,7848,2,0,0.0030972,
b4f54704,qwen/qwen3.8-27b,120,stretched,3,3,True,True,False,False,miss,7848,2,0,0.0027519,
48714f0d,qwen/qwen3.8-27b,120,stretched,3,5,True,True,True,True,hit,7848,2,0,0.003538,
329d9767,qwen/qwen3.8-27b,120,stretched,3,4,True,True,False,False,miss,7408,2,0,0.0031535,
457c633c,qwen/qwen3.8-27b,120,stretched,3,6,True,True,False,False,miss,7848,2,0,0.0031452,
ff2978aa,qwen/qwen3.8-27b,120,stretched,3,2,True,True,False,False,miss,7848,2,0,0.00251636,
14bab5f3,qwen/qwen3.8-27b,120,stretched,3,1,True,True,False,False,miss,7408,2,0,0.0031535,
9ac7d1a2,qwen/qwen3.8-27b,120,stretched,3,7,True,True,False,False,miss,7848,2,0,0.0031452,
57fc777d,qwen/qwen3.8-27b,120,stretched,3,8,True,True,True,True,hit,7848,2,0,0.0031452,
f7594001,qwen/qwen3.8-27b,120,stretched,3,9,True,True,False,False,miss,7848,2,0,0.0030972,
9eb05546,qwen/qwen3.8-27b,120,stretched,3,10,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
609fadad,qwen/qwen3.8-27b,120,stretched,3,11,False,False,False,False,correct_rejection,7848,2,0,0.0031452,
4963bb02,qwen/qwen3.8-27b,120,stretched,3,12,False,False,True,True,false_alarm,7848,2,0,0.0030972,
1e65d185,qwen/qwen3.8-27b,120,stretched,3,14,False,False,True,True,false_alarm,7848,2,0,0.0031452,
2b870c1e,qwen/qwen3.8-27b,120,stretched,3,15,False,False,False,False,correct_rejection,7848,2,0,0.0031452,
11a5ee49,qwen/qwen3.8-27b,120,stretched,3,13,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
808c3078,qwen/qwen3.8-27b,120,stretched,3,16,False,False,True,True,false_alarm,7848,2,0,0.0030972,
46611d10,qwen/qwen3.8-27b,120,stretched,3,17,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
56078c3f,qwen/qwen3.8-27b,120,stretched,3,19,False,False,False,False,correct_rejection,7848,2,0,0.0031452,
e535fb0d,qwen/qwen3.8-27b,120,stretched,3,18,False,False,True,True,false_alarm,7848,2,0,0.0030972,
7c16ffe6,qwen/qwen3.8-27b,160,native,3,5,True,True,False,False,miss,1728,2,0,0.0006972,
4604f313,qwen/qwen3.8-27b,160,native,3,0,True,True,False,False,miss,1728,2,0,0.0006492,
0584c6f9,qwen/qwen3.8-27b,160,native,3,2,True,True,False,False,miss,1728,2,0,0.0006492,
005c7b22,qwen/qwen3.8-27b,160,native,3,4,True,True,True,True,hit,1728,2,0,0.0006492,
4c5964ab,qwen/qwen3.8-27b,160,native,3,3,True,True,False,False,miss,1728,2,0,0.0006492,
4db5b66b,qwen/qwen3.8-27b,160,native,3,1,True,True,False,False,miss,1728,2,0,0.0006492,
d4cb533c,qwen/qwen3.8-27b,160,native,3,6,True,True,False,False,miss,1728,2,0,0.0006492,
0f5edaad,qwen/qwen3.8-27b,160,native,3,7,True,True,False,False,miss,1728,2,0,0.0006492,
9f4f1313,qwen/qwen3.8-27b,160,native,3,8,True,True,False,False,miss,1728,2,0,0.0006492,
aa8d6dd4,qwen/qwen3.8-27b,160,native,3,10,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
44c31842,qwen/qwen3.8-27b,160,native,3,11,False,False,True,True,false_alarm,1728,2,0,0.0006492,
79a80521,qwen/qwen3.8-27b,160,native,3,9,True,True,True,True,hit,1728,2,0,0.0006492,
302bff81,qwen/qwen3.8-27b,160,native,3,12,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
b21f4f4f,qwen/qwen3.8-27b,160,native,3,13,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
be6397f4,qwen/qwen3.8-27b,160,native,3,18,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
374357ae,qwen/qwen3.8-27b,160,native,3,17,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
045b0f7c,qwen/qwen3.8-27b,160,native,3,19,False,False,True,True,false_alarm,1728,2,0,0.0006492,
2a8ba947,qwen/qwen3.8-27b,160,native,3,16,False,False,True,True,false_alarm,1728,2,0,0.0006972,
f9633b52,qwen/qwen3.8-27b,160,native,3,14,False,False,False,False,correct_rejection,1728,2,0,0.0006099,
3f3de426,qwen/qwen3.8-27b,160,native,3,15,False,False,True,True,false_alarm,1728,2,0,0.0006099,
e87df8e4,qwen/qwen3.8-27b,160,stretched,3,5,True,True,True,True,hit,7848,2,0,0.0030972,
b987d0a3,qwen/qwen3.8-27b,160,stretched,3,4,True,True,False,False,miss,7848,2,0,0.0030972,
b3537596,qwen/qwen3.8-27b,160,stretched,3,3,True,True,True,True,hit,7848,2,0,0.0030972,
bd6cd462,qwen/qwen3.8-27b,160,stretched,3,1,True,True,False,False,miss,7848,2,0,0.0030972,
8ed277ac,qwen/qwen3.8-27b,160,stretched,3,0,True,True,False,False,miss,7848,2,0,0.0030972,
55b12459,qwen/qwen3.8-27b,160,stretched,3,2,True,True,False,False,miss,7848,2,0,0.003538,
e9cbbbb1,qwen/qwen3.8-27b,160,stretched,3,6,True,True,False,False,miss,7848,2,0,0.0030972,
07855f77,qwen/qwen3.8-27b,160,stretched,3,7,True,True,False,False,miss,7848,2,0,0.0030972,
8be6eaa9,qwen/qwen3.8-27b,160,stretched,3,10,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
97156a63,qwen/qwen3.8-27b,160,stretched,3,8,True,True,False,False,miss,7848,2,0,0.0030972,
a1815d93,qwen/qwen3.8-27b,160,stretched,3,9,True,True,False,False,miss,7848,2,0,0.0030972,
b9d59fe0,qwen/qwen3.8-27b,160,stretched,3,11,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
e3b27f78,qwen/qwen3.8-27b,160,stretched,3,12,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
3273c912,qwen/qwen3.8-27b,160,stretched,3,15,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
2d42fb7c,qwen/qwen3.8-27b,160,stretched,3,14,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
68c210ca,qwen/qwen3.8-27b,160,stretched,3,13,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
10894208,qwen/qwen3.8-27b,160,stretched,3,16,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
8d4d021c,qwen/qwen3.8-27b,160,stretched,3,17,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
41345e0f,qwen/qwen3.8-27b,160,stretched,3,18,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
79809463,qwen/qwen3.8-27b,160,stretched,3,19,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
ba597051,qwen/qwen3.8-27b,200,native,3,2,True,True,False,False,miss,1728,2,0,0.0006492,
56f9369b,qwen/qwen3.8-27b,200,native,3,4,True,True,True,True,hit,1728,2,0,0.0006492,
59773fa0,qwen/qwen3.8-27b,200,native,3,1,True,True,True,True,hit,1728,2,0,0.0006492,
9fa888e5,qwen/qwen3.8-27b,200,native,3,0,True,True,False,False,miss,1728,2,0,0.0006492,
2473b3ab,qwen/qwen3.8-27b,200,native,3,3,True,True,False,False,miss,1728,2,0,0.0006492,
da1c3745,qwen/qwen3.8-27b,200,native,3,5,True,True,False,False,miss,1728,2,0,0.0006492,
d158a9c9,qwen/qwen3.8-27b,200,native,3,9,True,True,True,True,hit,1728,2,0,0.0006492,
67463a29,qwen/qwen3.8-27b,200,native,3,7,True,True,True,True,hit,1728,2,0,0.0006492,
c77c15f8,qwen/qwen3.8-27b,200,native,3,8,True,True,False,False,miss,1728,2,0,0.0006492,
79245cd1,qwen/qwen3.8-27b,200,native,3,11,False,False,True,True,false_alarm,1728,2,0,0.0006492,
fa82b1dd,qwen/qwen3.8-27b,200,native,3,6,True,True,False,False,miss,1728,2,0,0.0006492,
1ef8b158,qwen/qwen3.8-27b,200,native,3,10,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
6892651e,qwen/qwen3.8-27b,200,native,3,12,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
742853d2,qwen/qwen3.8-27b,200,native,3,14,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
c2745f9e,qwen/qwen3.8-27b,200,native,3,13,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
fa871e5e,qwen/qwen3.8-27b,200,native,3,15,False,False,True,True,false_alarm,1728,2,0,0.0006972,
9898ad55,qwen/qwen3.8-27b,200,native,3,16,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
f3b05ac0,qwen/qwen3.8-27b,200,native,3,17,False,False,True,True,false_alarm,1728,2,0,0.0006492,
8d26a497,qwen/qwen3.8-27b,200,native,3,18,False,False,True,True,false_alarm,1728,2,0,0.0006492,
ce6c20f0,qwen/qwen3.8-27b,200,native,3,19,False,False,True,True,false_alarm,1728,2,0,0.0006492,
65e2bd65,qwen/qwen3.8-27b,200,stretched,3,2,True,True,True,True,hit,7848,2,0,0.0030972,
4cb35a98,qwen/qwen3.8-27b,200,stretched,3,1,True,True,False,False,miss,7848,2,0,0.0030972,
340326b4,qwen/qwen3.8-27b,200,stretched,3,0,True,True,False,False,miss,7848,2,0,0.0030972,
aeee3d65,qwen/qwen3.8-27b,200,stretched,3,5,True,True,False,False,miss,7848,2,0,0.0030972,
4366b883,qwen/qwen3.8-27b,200,stretched,3,4,True,True,False,False,miss,7848,2,0,0.0030972,
b75314d3,qwen/qwen3.8-27b,200,stretched,3,3,True,True,False,False,miss,7848,2,0,0.0030972,
446653bb,qwen/qwen3.8-27b,200,stretched,3,6,True,True,False,False,miss,7848,2,0,0.0030972,
658bff1a,qwen/qwen3.8-27b,200,stretched,3,7,True,True,True,True,hit,7848,2,0,0.0030972,
ccf6fe1d,qwen/qwen3.8-27b,200,stretched,3,8,True,True,False,False,miss,7848,2,0,0.0030972,
0996684d,qwen/qwen3.8-27b,200,stretched,3,10,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
4ca9b230,qwen/qwen3.8-27b,200,stretched,3,9,True,True,False,False,miss,7848,2,0,0.0030972,
a6e3eecf,qwen/qwen3.8-27b,200,stretched,3,11,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
dcdfd51b,qwen/qwen3.8-27b,200,stretched,3,12,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
3ec0af40,qwen/qwen3.8-27b,200,stretched,3,15,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
d89bf619,qwen/qwen3.8-27b,200,stretched,3,13,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
fa8a0201,qwen/qwen3.8-27b,200,stretched,3,16,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
d5e0ef33,qwen/qwen3.8-27b,200,stretched,3,17,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
4e5f40e4,qwen/qwen3.8-27b,200,stretched,3,19,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
cf8a86e8,qwen/qwen3.8-27b,200,stretched,3,14,False,False,True,True,false_alarm,7848,2,0,0.0030972,
76b192c3,qwen/qwen3.8-27b,200,stretched,3,18,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
e658e3e5,qwen/qwen3.8-27b,240,native,3,2,True,True,True,True,hit,1728,2,0,0.0006492,
0df5bbaa,qwen/qwen3.8-27b,240,native,3,4,True,True,False,False,miss,1728,2,0,0.0006492,
ffab4408,qwen/qwen3.8-27b,240,native,3,3,True,True,False,False,miss,1728,2,0,0.0006492,
14ae2727,qwen/qwen3.8-27b,240,native,3,0,True,True,False,False,miss,1728,2,0,0.0006492,
c969b2eb,qwen/qwen3.8-27b,240,native,3,1,True,True,True,True,hit,1728,2,0,0.0006492,
15727079,qwen/qwen3.8-27b,240,native,3,5,True,True,False,False,miss,1728,2,0,0.0006492,
9c22cb0a,qwen/qwen3.8-27b,240,native,3,7,True,True,False,False,miss,1728,2,0,0.0006492,
55932190,qwen/qwen3.8-27b,240,native,3,6,True,True,True,True,hit,1728,2,0,0.0006492,
bf4f7003,qwen/qwen3.8-27b,240,native,3,8,True,True,False,False,miss,1728,2,0,0.0006492,
dc319d0b,qwen/qwen3.8-27b,240,native,3,10,False,False,True,True,false_alarm,1728,2,0,0.0006492,
3b7e7881,qwen/qwen3.8-27b,240,native,3,9,True,True,False,False,miss,1728,2,0,0.0006492,
b33ef6cc,qwen/qwen3.8-27b,240,native,3,12,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
dc95bdba,qwen/qwen3.8-27b,240,native,3,14,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
cb88b29a,qwen/qwen3.8-27b,240,native,3,11,False,False,True,True,false_alarm,1728,2,0,0.0006492,
48d23af1,qwen/qwen3.8-27b,240,native,3,13,False,False,False,False,correct_rejection,1728,2,0,0.0006492,
538fb664,qwen/qwen3.8-27b,240,native,3,15,False,False,True,True,false_alarm,1728,2,0,0.0006492,
b3a01753,qwen/qwen3.8-27b,240,native,3,16,False,False,True,True,false_alarm,1728,2,0,0.0006492,
eaf8bedc,qwen/qwen3.8-27b,240,native,3,17,False,False,True,True,false_alarm,1728,2,0,0.0006492,
5349bc8a,qwen/qwen3.8-27b,240,native,3,18,False,False,True,True,false_alarm,1728,2,0,0.0006492,
8cfbf417,qwen/qwen3.8-27b,240,stretched,3,0,True,True,False,False,miss,7848,2,0,0.0030972,
2cd9bbf6,qwen/qwen3.8-27b,240,native,3,19,False,False,True,True,false_alarm,1728,2,0,0.0006492,
2847c0bc,qwen/qwen3.8-27b,240,stretched,3,4,True,True,False,False,miss,7848,2,0,0.0030972,
bc547e8a,qwen/qwen3.8-27b,240,stretched,3,3,True,True,False,False,miss,7848,2,0,0.0030972,
08685701,qwen/qwen3.8-27b,240,stretched,3,5,True,True,False,False,miss,7848,2,0,0.0030972,
b3ecf1a5,qwen/qwen3.8-27b,240,stretched,3,2,True,True,True,True,hit,7848,2,0,0.0030972,
959c18b8,qwen/qwen3.8-27b,240,stretched,3,1,True,True,False,False,miss,7848,2,0,0.0030972,
f32afc54,qwen/qwen3.8-27b,240,stretched,3,6,True,True,False,False,miss,7848,2,0,0.0030972,
4ade95ed,qwen/qwen3.8-27b,240,stretched,3,7,True,True,True,True,hit,7848,2,0,0.0030972,
db37089c,qwen/qwen3.8-27b,240,stretched,3,8,True,True,True,True,hit,7848,2,0,0.0030972,
1d99b0cc,qwen/qwen3.8-27b,240,stretched,3,9,True,True,False,False,miss,7848,2,0,0.0030972,
89a6b385,qwen/qwen3.8-27b,240,stretched,3,10,False,False,True,True,false_alarm,7848,2,0,0.0030972,
c36e6b36,qwen/qwen3.8-27b,240,stretched,3,11,False,False,True,True,false_alarm,7848,2,0,0.0030972,
163368bb,qwen/qwen3.8-27b,240,stretched,3,12,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
ec63963e,qwen/qwen3.8-27b,240,stretched,3,15,False,False,True,True,false_alarm,7848,2,0,0.0030972,
56ccb775,qwen/qwen3.8-27b,240,stretched,3,16,False,False,True,True,false_alarm,7848,2,0,0.0030972,
6eb1faa1,qwen/qwen3.8-27b,240,stretched,3,14,False,False,False,False,correct_rejection,7848,2,0,0.0030972,
399aa0b3,qwen/qwen3.8-27b,240,stretched,3,13,False,False,True,True,false_alarm,7848,2,0,0.0030972,
3196f097,qwen/qwen3.8-27b,240,stretched,3,17,False,False,True,True,false_alarm,7848,2,0,0.0030972,
e5dd90a1,qwen/qwen3.8-27b,240,stretched,3,18,False,False,True,True,false_alarm,7848,2,0,0.0030972,
c68bd504,qwen/qwen3.8-27b,240,stretched,3,19,False,False,True,True,false_alarm,7848,2,0,0.0030972,
0d1a5c4f,qwen/qwen3.8-27b,280,native,3,5,True,True,False,False,miss,1728,2,0,0.0006492,
29380ad8,qwen/qwen3.8-27b,280,native,3,2,True,True,True,True,hit,1728,2,0,0.0006492,
71319177,qwen/qwen3.8-27b,280,native,3,3,True,True,False,False,miss,1728,2,0,0.0006492,
8db3f0ad,qwen/qwen3.8-27b,280,native,3,4,True,True,False,False,miss,1728,2,0,0.0006492,
9f40d78e,qwen/qwen3.8-27b,280,native,3,0,True,True,False,False,miss,1728,2,0,0.0006492,
d5ed13e3,qwen/qwen3.8-27b,280,native,3,1,True,True,False,False,miss,1728,2,0,0.0006492,
