trial_id,model,host,n_objects,n_cued,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,completion_tokens,reasoning_tokens,cost,served_by_provider,error
eb78a3b4,google/gemma-4-31b-it,deepinfra-fp8,4,1,4,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
738149de,google/gemma-4-31b-it,deepinfra-fp8,4,1,5,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
7426cf7e,google/gemma-4-31b-it,deepinfra-fp8,4,1,6,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
18f15ad6,google/gemma-4-31b-it,deepinfra-fp8,4,1,8,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
f149c5ac,google/gemma-4-31b-it,deepinfra-fp8,4,1,7,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
1e883a26,google/gemma-4-31b-it,deepinfra-fp8,4,1,9,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
2c6d825a,google/gemma-4-31b-it,deepinfra-fp8,4,1,10,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
6faef795,google/gemma-4-31b-it,deepinfra-fp8,4,1,16,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
574264d0,google/gemma-4-31b-it,deepinfra-fp8,4,1,13,False,False,True,True,false_alarm,2528,1,0,0.00068332,DeepInfra,
ff1ac631,google/gemma-4-31b-it,deepinfra-fp8,4,1,11,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
4d4318a3,google/gemma-4-31b-it,deepinfra-fp8,4,1,12,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
53d02b5c,google/gemma-4-31b-it,deepinfra-fp8,4,1,14,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
f19f0b07,google/gemma-4-31b-it,deepinfra-fp8,4,1,15,False,False,True,True,false_alarm,2528,1,0,0.00068332,DeepInfra,
10c00bde,google/gemma-4-31b-it,deepinfra-fp8,4,1,17,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
2d0bedc6,google/gemma-4-31b-it,deepinfra-fp8,4,1,18,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
14d136cf,google/gemma-4-31b-it,deepinfra-fp8,4,1,19,False,False,True,True,false_alarm,2528,1,0,0.00068332,DeepInfra,
62edc83f,google/gemma-4-31b-it,deepinfra-fp8,5,1,1,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
b94ef053,google/gemma-4-31b-it,deepinfra-fp8,5,1,2,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
3b0bb526,google/gemma-4-31b-it,deepinfra-fp8,5,1,0,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
e8616dca,google/gemma-4-31b-it,deepinfra-fp8,5,1,3,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
aa01d7ac,google/gemma-4-31b-it,deepinfra-fp8,5,1,4,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
a48433a2,google/gemma-4-31b-it,deepinfra-fp8,5,1,6,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
f0444537,google/gemma-4-31b-it,deepinfra-fp8,5,1,5,True,True,False,False,miss,2528,1,0,0.00068332,DeepInfra,
d95a0fd7,google/gemma-4-31b-it,deepinfra-fp8,5,1,7,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
5f735739,google/gemma-4-31b-it,deepinfra-fp8,5,1,9,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
74b7611d,google/gemma-4-31b-it,deepinfra-fp8,5,1,8,True,True,True,True,hit,2528,1,0,0.00068332,DeepInfra,
e2559347,google/gemma-4-31b-it,deepinfra-fp8,5,1,15,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
e5b0cfc7,google/gemma-4-31b-it,deepinfra-fp8,5,1,14,False,False,True,True,false_alarm,2528,1,0,0.00068332,DeepInfra,
1fdadc2b,google/gemma-4-31b-it,deepinfra-fp8,5,1,12,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
c02ab7cf,google/gemma-4-31b-it,deepinfra-fp8,5,1,16,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
6e6f4266,google/gemma-4-31b-it,deepinfra-fp8,5,1,11,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
c06a2f6c,google/gemma-4-31b-it,deepinfra-fp8,5,1,13,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
0572cd3b,google/gemma-4-31b-it,deepinfra-fp8,5,1,10,False,False,True,True,false_alarm,2528,1,0,0.00068332,DeepInfra,
bdb98932,google/gemma-4-31b-it,deepinfra-fp8,5,1,18,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
ade20763,google/gemma-4-31b-it,coreweave,3,1,0,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
956dcfe5,google/gemma-4-31b-it,deepinfra-fp8,5,1,17,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
83badfb5,google/gemma-4-31b-it,deepinfra-fp8,5,1,19,False,False,False,False,correct_rejection,2528,1,0,0.00068332,DeepInfra,
4486e861,google/gemma-4-31b-it,coreweave,3,1,1,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
1dc302f7,google/gemma-4-31b-it,coreweave,3,1,2,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
a7f82cb4,google/gemma-4-31b-it,coreweave,3,1,3,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
0456667b,google/gemma-4-31b-it,coreweave,3,1,4,True,True,False,False,miss,2530,2,0,0.00025368,CoreWeave,
6959891c,google/gemma-4-31b-it,coreweave,3,1,5,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
24550357,google/gemma-4-31b-it,coreweave,3,1,8,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
195650c8,google/gemma-4-31b-it,coreweave,3,1,7,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
ae825327,google/gemma-4-31b-it,coreweave,3,1,9,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
08e7f961,google/gemma-4-31b-it,coreweave,3,1,6,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
bb3e46e5,google/gemma-4-31b-it,coreweave,3,1,16,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
5fd1ca3b,google/gemma-4-31b-it,coreweave,3,1,15,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
e95b8783,google/gemma-4-31b-it,coreweave,3,1,10,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
38ef86f5,google/gemma-4-31b-it,coreweave,3,1,11,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
00e5d56d,google/gemma-4-31b-it,coreweave,3,1,12,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
7c9aa4db,google/gemma-4-31b-it,coreweave,3,1,13,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
2775ddd7,google/gemma-4-31b-it,coreweave,3,1,14,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
966b6cfc,google/gemma-4-31b-it,coreweave,3,1,17,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
0a3c7f0c,google/gemma-4-31b-it,coreweave,4,1,2,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
379887ea,google/gemma-4-31b-it,coreweave,3,1,19,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
de936b0e,google/gemma-4-31b-it,coreweave,4,1,0,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
ec0ca247,google/gemma-4-31b-it,coreweave,4,1,1,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
15364d13,google/gemma-4-31b-it,coreweave,4,1,6,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
5cd9c648,google/gemma-4-31b-it,coreweave,4,1,4,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
084b6474,google/gemma-4-31b-it,coreweave,4,1,8,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
26c3a8cd,google/gemma-4-31b-it,coreweave,4,1,7,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
3c9a04eb,google/gemma-4-31b-it,coreweave,4,1,9,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
5b841667,google/gemma-4-31b-it,coreweave,4,1,5,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
a52868c0,google/gemma-4-31b-it,coreweave,4,1,3,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
7089d868,google/gemma-4-31b-it,coreweave,3,1,18,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
edf340ab,google/gemma-4-31b-it,coreweave,4,1,12,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
733ae916,google/gemma-4-31b-it,coreweave,4,1,11,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
edb3a99a,google/gemma-4-31b-it,coreweave,4,1,16,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
67b7ef90,google/gemma-4-31b-it,coreweave,4,1,14,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
c2f84434,google/gemma-4-31b-it,coreweave,4,1,17,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
53eadad9,google/gemma-4-31b-it,coreweave,5,1,0,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
d1a287df,google/gemma-4-31b-it,coreweave,5,1,2,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
0c9b3518,google/gemma-4-31b-it,coreweave,5,1,1,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
16c6b806,google/gemma-4-31b-it,coreweave,5,1,3,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
734bfad1,google/gemma-4-31b-it,coreweave,5,1,4,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
d67a1de3,google/gemma-4-31b-it,coreweave,5,1,6,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
9fd0e9c3,google/gemma-4-31b-it,coreweave,5,1,7,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
ea92c406,google/gemma-4-31b-it,coreweave,5,1,8,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
68cac2ee,google/gemma-4-31b-it,coreweave,5,1,5,True,True,False,False,miss,2530,2,0,0.00025368,CoreWeave,
84ad527a,google/gemma-4-31b-it,coreweave,5,1,9,True,True,True,True,hit,2530,2,0,0.00025368,CoreWeave,
35a6d100,google/gemma-4-31b-it,coreweave,4,1,18,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
4e946cf5,google/gemma-4-31b-it,coreweave,4,1,19,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
96de65d0,google/gemma-4-31b-it,coreweave,4,1,13,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
6c452725,google/gemma-4-31b-it,coreweave,4,1,15,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
06245b14,google/gemma-4-31b-it,coreweave,4,1,10,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
ed4dbc94,google/gemma-4-31b-it,coreweave,5,1,12,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
c94eb919,google/gemma-4-31b-it,coreweave,5,1,14,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
a9d0184a,google/gemma-4-31b-it,coreweave,5,1,19,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
540bd23c,google/gemma-4-31b-it,crusoe,3,1,0,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
892ea82d,google/gemma-4-31b-it,crusoe,3,1,1,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
abfe2fde,google/gemma-4-31b-it,crusoe,3,1,2,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
3ccce162,google/gemma-4-31b-it,coreweave,5,1,11,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
7eddda5d,google/gemma-4-31b-it,coreweave,5,1,13,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
b32d4559,google/gemma-4-31b-it,coreweave,5,1,15,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
794b9362,google/gemma-4-31b-it,crusoe,3,1,4,True,True,False,False,miss,2528,2,0,0.00035472,Crusoe,
65f160f0,google/gemma-4-31b-it,coreweave,5,1,16,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
e5c1e427,google/gemma-4-31b-it,crusoe,3,1,7,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
7cfd4564,google/gemma-4-31b-it,coreweave,5,1,10,False,False,True,True,false_alarm,2530,2,0,0.00025368,CoreWeave,
a9bd7357,google/gemma-4-31b-it,crusoe,3,1,8,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
f7d7ca0b,google/gemma-4-31b-it,crusoe,3,1,6,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
17185fc9,google/gemma-4-31b-it,crusoe,3,1,5,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
f59c56bd,google/gemma-4-31b-it,crusoe,3,1,3,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
def76951,google/gemma-4-31b-it,coreweave,5,1,17,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
0d30bdf7,google/gemma-4-31b-it,coreweave,5,1,18,False,False,False,False,correct_rejection,2530,2,0,0.00025368,CoreWeave,
67085391,google/gemma-4-31b-it,crusoe,3,1,10,False,False,False,False,correct_rejection,2528,2,0,0.00035472,Crusoe,
e9febabf,google/gemma-4-31b-it,crusoe,3,1,17,False,False,False,False,correct_rejection,2528,2,0,0.00035472,Crusoe,
bfe31af0,google/gemma-4-31b-it,crusoe,3,1,18,False,False,False,False,correct_rejection,2528,2,0,0.00035472,Crusoe,
46584b3a,google/gemma-4-31b-it,crusoe,3,1,19,False,False,False,False,correct_rejection,2528,2,0,0.00035472,Crusoe,
ba21c4fa,google/gemma-4-31b-it,crusoe,3,1,12,False,False,False,False,correct_rejection,2528,2,0,0.00035472,Crusoe,
e486351a,google/gemma-4-31b-it,crusoe,3,1,15,False,False,False,False,correct_rejection,2528,2,0,0.00035472,Crusoe,
4d9079df,google/gemma-4-31b-it,crusoe,3,1,11,False,False,False,False,correct_rejection,2528,2,0,0.00035472,Crusoe,
60d772d8,google/gemma-4-31b-it,crusoe,3,1,13,False,False,False,False,correct_rejection,2528,2,0,0.00035472,Crusoe,
2dcb248b,google/gemma-4-31b-it,crusoe,3,1,16,False,False,False,False,correct_rejection,2528,2,0,0.00035472,Crusoe,
9e869ff7,google/gemma-4-31b-it,crusoe,3,1,9,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
bab0b6d6,google/gemma-4-31b-it,crusoe,4,1,1,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
668e4790,google/gemma-4-31b-it,crusoe,4,1,2,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
4b3ad8ba,google/gemma-4-31b-it,crusoe,4,1,4,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
f071d5cf,google/gemma-4-31b-it,crusoe,4,1,5,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
22c88781,google/gemma-4-31b-it,crusoe,3,1,14,False,False,True,True,false_alarm,2528,2,0,0.00035472,Crusoe,
a7fcf073,google/gemma-4-31b-it,crusoe,4,1,8,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
51a898ff,google/gemma-4-31b-it,crusoe,4,1,9,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
59452f2e,google/gemma-4-31b-it,crusoe,4,1,3,True,True,True,True,hit,2528,2,0,0.00035472,Crusoe,
